Firm,Day,ONP FP,ONP FP adj
Redbridge,946,4.0,7.329
Spectre,959,16.0,15.816
SMS Morgan,1025,30.0,28.805
DemosAU,1035,21.0,20.763
ResolvePM,1047,23.0,22.866
ResolvePM,1097,22.0,22.007
DemosAU,1144,27.0,26.814
ResolvePM,1158,25.0,25.007
DemosAU,1211,23.0,22.814
