Firm,Day,ALP FP,ALP FP adj
F2F Morgan,1,47.0,46.303
F2F Morgan,30,44.0,43.303
F2F Morgan,44,45.0,44.303
F2F Morgan,79,46.0,45.303
F2F Morgan,93,45.0,44.303
F2F Morgan,107,44.0,43.303
F2F Morgan,121,45.0,44.303
F2F Morgan,135,44.0,43.303
F2F Morgan,149,44.0,43.303
F2F Morgan,163,43.0,42.303
F2F Morgan,177,43.0,42.303
F2F Morgan,188,44.0,43.303
F2F Morgan,195,49.0,48.303
F2F Morgan,205,44.0,43.303
F2F Morgan,219,49.0,48.303
F2F Morgan,233,47.0,46.303
F2F Morgan,247,49.0,48.303
F2F Morgan,261,48.0,47.303
F2F Morgan,266,47.0,46.303
F2F Morgan,289,49.0,48.303
F2F Morgan,303,45.0,44.303
F2F Morgan,315,50.0,49.303
F2F Morgan,331,51.0,50.303
F2F Morgan,345,50.0,49.303
F2F Morgan,359,48.0,47.303
F2F Morgan,373,49.0,48.303
F2F Morgan,387,49.0,48.303
F2F Morgan,401,47.0,46.303
F2F Morgan,415,48.0,47.303
F2F Morgan,443,46.0,45.303
F2F Morgan,457,47.0,46.303
F2F Morgan,471,49.0,48.303
F2F Morgan,485,48.0,47.303
F2F Morgan,499,49.0,48.303
F2F Morgan,513,52.0,51.303
F2F Morgan,527,51.0,50.303
F2F Morgan,541,51.0,50.303
F2F Morgan,555,47.0,46.303
F2F Morgan,569,50.0,49.303
F2F Morgan,583,48.0,47.303
F2F Morgan,597,47.0,46.303
F2F Morgan,611,48.0,47.303
F2F Morgan,625,49.0,48.303
F2F Morgan,641,47.0,46.303
F2F Morgan,653,47.0,46.303
F2F Morgan,667,49.0,48.303
F2F Morgan,681,47.0,46.303
F2F Morgan,692,47.0,46.303
F2F Morgan,699,51.0,50.303
F2F Morgan,709,47.0,46.303
F2F Morgan,723,47.0,46.303
F2F Morgan,737,46.0,45.303
F2F Morgan,751,50.0,49.303
F2F Morgan,765,50.0,49.303
F2F Morgan,779,49.0,48.303
F2F Morgan,807,48.0,47.303
F2F Morgan,821,48.0,47.303
F2F Morgan,832,52.0,51.303
F2F Morgan,839,52.0,51.303
F2F Morgan,846,52.0,51.303
F2F Morgan,853,52.0,51.303
F2F Morgan,857,50.0,49.303
