Firm,Day,ALP FP,ALP FP adj
F2F Morgan,1,39.0,38.505
F2F Morgan,15,36.0,35.505
F2F Morgan,29,38.0,37.505
F2F Morgan,40,41.0,40.505
F2F Morgan,50,39.0,38.505
F2F Morgan,64,39.0,38.505
F2F Morgan,78,41.0,40.505
F2F Morgan,92,41.0,40.505
F2F Morgan,106,39.0,38.505
F2F Morgan,120,41.0,40.505
F2F Morgan,134,42.0,41.505
F2F Morgan,148,40.0,39.505
F2F Morgan,162,43.0,42.505
F2F Morgan,176,42.0,41.505
F2F Morgan,204,42.0,41.505
F2F Morgan,214,51.0,50.505
F2F Morgan,225,47.0,46.505
F2F Morgan,239,47.0,46.505
F2F Morgan,253,47.0,46.505
F2F Morgan,281,49.0,48.505
F2F Morgan,295,51.0,50.505
F2F Morgan,309,47.0,46.505
F2F Morgan,323,49.0,48.505
F2F Morgan,365,47.0,46.505
F2F Morgan,379,47.0,46.505
F2F Morgan,393,47.0,46.505
F2F Morgan,407,47.0,46.505
F2F Morgan,421,50.0,49.505
F2F Morgan,435,48.0,47.505
F2F Morgan,449,48.0,47.505
F2F Morgan,463,47.0,46.505
F2F Morgan,477,45.0,44.505
F2F Morgan,491,50.0,49.505
F2F Morgan,505,51.0,50.505
F2F Morgan,519,50.0,49.505
F2F Morgan,547,52.0,51.505
F2F Morgan,561,50.0,49.505
F2F Morgan,572,50.0,49.505
F2F Morgan,586,47.0,46.505
F2F Morgan,596,48.0,47.505
F2F Morgan,610,49.0,48.505
F2F Morgan,624,48.0,47.505
F2F Morgan,638,50.0,49.505
F2F Morgan,651,49.0,48.505
F2F Morgan,666,47.0,46.505
F2F Morgan,680,48.0,47.505
F2F Morgan,694,46.0,45.505
F2F Morgan,729,47.0,46.505
F2F Morgan,743,49.0,48.505
F2F Morgan,757,47.0,46.505
F2F Morgan,771,47.0,46.505
F2F Morgan,785,45.0,44.505
F2F Morgan,799,45.0,44.505
F2F Morgan,813,45.0,44.505
F2F Morgan,827,44.0,43.505
F2F Morgan,841,46.0,45.505
F2F Morgan,869,45.0,44.505
F2F Morgan,883,45.0,44.505
F2F Morgan,897,45.0,44.505
F2F Morgan,911,46.0,45.505
F2F Morgan,925,49.0,48.505
F2F Morgan,939,45.0,44.505
F2F Morgan,978,47.0,46.505
F2F Morgan,985,50.0,49.505
F2F Morgan,992,49.0,48.505
F2F Morgan,999,46.5,46.005
