Firm,Day,OTH FP,OTH FP adj
SMS Morgan,1,5.0,5.954
Morgan Phone,4,11.0,11.039
F2F Morgan,10,5.0,6.141
Essential,14,6.0,7.571
SMS Morgan,18,5.0,5.954
Newspoll,20,11.0,9.574
Morgan Phone,25,7.0,7.039
F2F Morgan,28,5.5,6.641
Essential,28,6.0,7.571
F2F Morgan,42,5.5,6.641
Essential,42,7.0,8.571
Newspoll,48,9.0,7.574
F2F Morgan,52,6.0,7.141
Essential,56,7.0,8.571
Nielsen,61,8.0,6.818
Newspoll,62,10.0,8.574
F2F Morgan,66,7.0,8.141
Essential,70,7.0,8.571
F2F Morgan,97,6.0,7.141
Newspoll,76,10.0,8.574
F2F Morgan,80,7.0,8.141
Essential,84,8.0,9.571
Nielsen,89,8.0,6.818
Newspoll,90,11.0,9.574
F2F Morgan,94,5.5,6.641
Essential,98,6.0,7.571
Newspoll,104,11.0,9.574
F2F Morgan,105,5.5,6.641
Morgan Phone,110,9.5,9.539
F2F Morgan,112,5.5,6.641
Essential,112,7.0,8.571
F2F Morgan,140,4.5,5.641
Essential,149,7.0,8.571
F2F Morgan,150,6.5,7.641
Essential,163,7.0,8.571
Morgan Phone,164,10.5,10.539
F2F Morgan,166,5.5,6.641
Newspoll,167,10.0,8.574
Nielsen,173,9.0,7.818
Essential,177,7.0,8.571
F2F Morgan,178,6.0,7.141
Newspoll,181,10.0,8.574
Morgan Phone,184,9.0,9.039
F2F Morgan,189,6.5,7.641
Essential,191,7.0,8.571
Newspoll,195,10.0,8.574
F2F Morgan,196,7.0,8.141
Morgan Phone,199,11.0,11.039
Nielsen,201,10.0,8.818
F2F Morgan,203,6.0,7.141
Essential,205,8.0,9.571
Morgan Phone,207,10.0,10.039
Newspoll,209,12.0,10.574
F2F Morgan,210,8.0,9.141
Morgan Phone,213,8.5,8.539
F2F Morgan,217,6.0,7.141
Essential,219,8.0,9.571
Newspoll,223,12.0,10.574
F2F Morgan,224,6.0,7.141
Essential,233,8.0,9.571
Nielsen,236,11.0,9.818
F2F Morgan,234,7.5,8.641
Essential,247,9.0,10.571
F2F Morgan,248,6.5,7.641
Newspoll,251,11.0,9.574
Morgan Phone,255,9.0,9.039
F2F Morgan,259,7.0,8.141
Essential,261,7.0,8.571
Nielsen,264,13.0,11.818
Newspoll,265,11.0,9.574
F2F Morgan,266,6.5,7.641
Essential,275,8.0,9.571
F2F Morgan,276,6.5,7.641
Newspoll,279,8.0,6.574
Morgan Phone,283,10.5,10.539
F2F Morgan,287,8.0,9.141
Essential,290,8.0,9.571
Newspoll,293,12.0,10.574
Nielsen,297,12.0,10.818
F2F Morgan,297,7.0,8.141
Essential,303,9.0,10.571
Newspoll,307,13.0,11.574
F2F Morgan,301,8.0,9.141
Essential,317,9.0,10.571
Newspoll,321,12.0,10.574
F2F Morgan,322,7.0,8.141
Morgan Phone,326,9.5,9.539
Nielsen,327,15.0,13.818
Essential,331,9.0,10.571
F2F Morgan,332,6.5,7.641
Newspoll,335,11.0,9.574
Essential,345,9.0,10.571
Galaxy,346,8.0,10.452
F2F Morgan,346,6.0,7.141
Newspoll,349,12.0,10.574
Morgan Phone,353,9.5,9.539
Nielsen,355,11.0,9.818
Essential,359,8.0,9.571
F2F Morgan,360,7.0,8.141
Newspoll,363,12.0,10.574
Essential,373,10.0,11.571
F2F Morgan,374,8.5,9.641
Newspoll,377,11.0,9.574
Nielsen,383,12.0,10.818
Essential,387,9.0,10.571
F2F Morgan,388,8.0,9.141
Newspoll,391,13.0,11.574
Essential,401,9.0,10.571
F2F Morgan,402,8.0,9.141
Newspoll,412,10.0,8.574
F2F Morgan,413,7.0,8.141
Essential,415,8.0,9.571
Nielsen,418,10.0,8.818
Galaxy,419,8.0,10.452
F2F Morgan,420,9.5,10.641
Newspoll,426,11.0,9.574
F2F Morgan,427,5.0,6.141
Essential,429,9.0,10.571
Morgan Phone,430,9.6,9.639
F2F Morgan,434,6.0,7.141
Morgan Phone,438,8.5,8.539
Newspoll,440,12.0,10.574
Essential,443,8.0,9.571
Nielsen,446,12.0,10.818
F2F Morgan,444,7.0,8.141
Newspoll,454,12.0,10.574
F2F Morgan,455,6.0,7.141
Essential,457,8.0,9.571
F2F Morgan,465,7.5,8.641
Newspoll,468,12.0,10.574
Nielsen,474,11.0,9.818
Essential,476,8.0,9.571
F2F Morgan,479,7.5,8.641
F2F Morgan,504,7.5,8.641
Essential,512,7.0,8.571
Morgan Phone,514,9.0,9.039
F2F Morgan,514,7.0,8.141
Galaxy,524,6.0,8.452
Newspoll,524,13.0,11.574
F2F Morgan,525,6.5,7.641
Essential,526,9.0,10.571
Nielsen,530,9.0,7.818
F2F Morgan,532,6.5,7.641
Morgan Phone,535,7.0,7.039
Newspoll,538,11.0,9.574
Essential,540,9.0,10.571
F2F Morgan,542,7.0,8.141
Nielsen,550,11.0,9.818
Galaxy,551,7.0,9.452
Newspoll,552,9.0,7.574
F2F Morgan,553,9.0,10.141
Essential,554,9.0,10.571
F2F Morgan,560,7.5,8.641
Newspoll,566,14.0,12.574
Essential,569,9.0,10.571
F2F Morgan,570,7.0,8.141
Newspoll,580,14.0,12.574
F2F Morgan,581,6.0,7.141
Essential,583,8.0,9.571
Nielsen,586,12.0,10.818
F2F Morgan,588,10.5,11.641
Essential,597,9.0,10.571
F2F Morgan,598,10.0,11.141
Newspoll,601,11.0,9.574
Morgan Phone,605,11.5,11.539
F2F Morgan,609,10.5,11.641
Essential,611,9.0,10.571
Galaxy,615,8.0,10.452
Newspoll,615,11.0,9.574
F2F Morgan,623,13.0,14.141
Essential,625,9.0,10.571
Morgan Phone,627,10.5,10.539
Nielsen,627,12.0,10.818
Newspoll,629,13.0,11.574
F2F Morgan,630,11.5,12.641
F2F Morgan,637,12.0,13.141
Essential,639,7.0,8.571
Newspoll,643,10.0,8.574
F2F Morgan,644,10.5,11.641
Nielsen,649,12.0,10.818
F2F Morgan,651,12.0,13.141
Essential,653,9.0,10.571
Newspoll,657,11.0,9.574
F2F Morgan,658,12.0,13.141
Galaxy,664,8.0,10.452
Essential,667,8.0,9.571
F2F Morgan,668,13.0,14.141
Newspoll,671,12.0,10.574
Nielsen,677,11.0,9.818
Essential,681,9.0,10.571
F2F Morgan,682,13.0,14.141
Newspoll,685,10.0,8.574
Essential,695,9.0,10.571
F2F Morgan,696,13.5,14.641
Newspoll,699,15.0,13.574
Nielsen,705,11.0,9.818
Essential,709,8.0,9.571
F2F Morgan,710,13.0,14.141
Newspoll,713,12.0,10.574
Essential,723,9.0,10.571
F2F Morgan,724,11.5,12.641
Newspoll,727,9.0,7.574
Nielsen,733,13.0,11.818
Essential,737,9.0,10.571
F2F Morgan,742,12.5,13.641
Newspoll,741,13.0,11.574
Essential,751,9.0,10.571
Nielsen,754,11.0,9.818
F2F Morgan,752,12.5,13.641
Newspoll,755,11.0,9.574
Morgan Phone,759,5.5,5.539
F2F Morgan,763,11.0,12.141
Essential,765,7.0,8.571
F2F Morgan,773,9.5,10.641
Newspoll,776,12.0,10.574
Essential,779,8.0,9.571
Nielsen,789,12.0,10.818
F2F Morgan,787,11.5,12.641
Essential,793,7.0,8.571
Newspoll,797,13.0,11.574
F2F Morgan,801,11.5,12.641
Galaxy,804,7.0,9.452
Essential,807,8.0,9.571
Newspoll,811,11.0,9.574
Nielsen,817,10.0,8.818
F2F Morgan,815,13.5,14.641
Essential,821,8.0,9.571
Newspoll,825,10.0,8.574
Morgan Phone,829,10.5,10.539
Galaxy,831,7.0,9.452
F2F Morgan,829,13.0,14.141
Newspoll,839,11.0,9.574
Nielsen,845,12.0,10.818
F2F Morgan,833,10.5,11.641
Essential,842,8.0,9.571
F2F Morgan,871,11.5,12.606
Newspoll,874,9.0,7.618
Essential,877,8.0,9.535
F2F Morgan,885,13.0,13.862
Essential,890,8.0,9.481
Galaxy,895,7.0,9.137
Newspoll,895,11.0,9.863
F2F Morgan,896,10.5,11.187
F2F Morgan,903,12.5,13.047
Essential,905,8.0,9.408
Nielsen,908,12.0,11.362
Newspoll,916,11.0,10.086
Essential,920,8.0,9.345
F2F Morgan,913,12.5,12.873
Morgan multi-mode,923,11.5,10.915
Galaxy,927,9.0,10.748
Newspoll,930,11.0,10.242
Morgan multi-mode,930,10.5,9.869
Essential,931,8.0,9.291
Nielsen,936,12.0,11.763
Morgan multi-mode,937,10.5,9.808
AMR,945,9.0,9.378
Morgan multi-mode,944,12.5,11.762
Galaxy,944,9.0,10.554
Newspoll,944,10.0,9.398
Essential,947,9.0,10.218
Morgan multi-mode,952,10.0,9.2
Morgan multi-mode,958,12.5,11.654
Newspoll,958,9.0,8.554
Essential,961,9.0,10.155
Galaxy,962,8.0,9.335
ReachTEL,964,8.8,9.378
Nielsen,964,11.0,11.164
Morgan multi-mode,965,10.0,9.093
Newspoll,972,12.0,11.71
Morgan multi-mode,972,13.0,12.047
Essential,975,9.0,10.092
Morgan multi-mode,979,10.5,9.486
ReachTEL,985,11.9,12.459
Morgan multi-mode,986,13.5,12.44
Newspoll,986,12.0,11.866
Essential,989,10.0,11.029
Morgan multi-mode,993,12.0,10.909
Galaxy,998,10.0,10.995
Nielsen,999,13.0,13.536
Morgan multi-mode,1000,12.5,11.409
Newspoll,1000,14.0,13.911
Essential,983,10.0,11.056
Morgan multi-mode,1007,11.5,10.409
Morgan multi-mode,1014,13.5,12.409
Newspoll,1014,12.0,11.911
Essential,1018,9.0,10.029
Morgan multi-mode,1022,13.5,12.409
Morgan Phone,1025,11.5,11.838
Galaxy,1025,10.0,10.995
Nielsen,1027,12.0,12.536
Morgan multi-mode,1028,13.5,12.409
Essential,1031,11.0,12.029
Morgan multi-mode,1035,13.5,12.409
Newspoll,1035,14.0,13.911
SMS Morgan,1039,10.5,10.847
ReachTEL,1040,7.8,8.356
Galaxy,1041,8.0,8.995
Morgan multi-mode,1042,11.5,10.409
Newspoll,1042,11.0,10.911
Essential,1045,7.0,8.029
Morgan multi-mode,1049,10.5,9.409
Newspoll,1049,11.0,10.911
AMR,1050,8.0,8.257
Nielsen,1055,8.0,8.536
Morgan multi-mode,1056,10.0,8.909
Essential,1059,9.0,10.029
ReachTEL,1062,7.0,7.556
Newspoll,1063,8.0,7.911
Morgan multi-mode,1063,8.5,7.409
Galaxy,1067,7.0,7.995
Morgan multi-mode,1070,9.5,8.409
Essential,1071,10.0,11.029
Newspoll,1077,10.0,9.911
Morgan multi-mode,1077,9.5,8.409
ReachTEL,1078,8.6,9.156
Nielsen,1081,8.0,8.536
Galaxy,1082,7.0,7.995
ReachTEL,1084,7.4,7.956
Morgan multi-mode,1084,9.0,7.909
Newspoll,1084,8.0,7.911
Essential,1087,8.0,9.029
Morgan Phone,1087,8.0,8.338
Galaxy,1089,9.0,9.995
AMR,1091,11.0,11.257
Morgan multi-mode,1091,9.5,8.409
Newspoll,1091,10.0,9.911
Lonergan,1091,9.0,9.7
Nielsen,1094,7.0,7.536
Morgan multi-mode,1079,9.5,8.409
Essential,1097,10.0,11.029
Newspoll,1098,7.0,6.911
ReachTEL,1101,7.7,8.256
Morgan multi-mode,1103,13.5,12.409
Essential,1104,11.0,12.029
Galaxy,1104,9.0,9.995
Newspoll,1105,11.0,10.911
Morgan multi-mode,1106,12.0,10.909
AMR,1106,12.0,12.257
ReachTEL,1108,10.7,11.256
Galaxy,1108,16.0,16.995
Essential,1108,12.0,13.029
Lonergan,1108,10.0,10.7
ReachTEL,1109,19.8,20.356
Newspoll,1109,12.0,11.911
Nielsen,1110,10.0,10.536
ReachTEL,1110,12.7,13.256
Morgan multi-mode,1110,20.5,19.409
