House,Party,0%,10%,20%,30%,40%,50%,60%,70%,80%,90%,100%
New house effects
F2F Morgan,ALP FP,0.5333321828111981,1.4907946499883362,1.7265788384057907,1.892335067038458,2.0274609478529735,2.166883669210001,2.3116373589896995,2.4558939531644324,2.6137004336882024,2.8517550207913445,3.763559715867357
Newspoll,ALP FP,-0.723387886608865,0.10870746087961887,0.26362314403751436,0.3914516828595424,0.5120693271918463,0.628974290844305,0.7434172730979627,0.8690070905543514,1.0117279690926284,1.2376025875987615,2.098296335562278
Nielsen,ALP FP,-0.7218335409970569,0.0483011063566247,0.23876248874392136,0.3845135134806136,0.5153523146113022,0.6453128779394237,0.7886734259775043,0.9475038693243154,1.1262703045927265,1.398724764619659,2.4493189128646367
Galaxy,ALP FP,-3.172015675794907,-2.05019937374534,-1.8103036381780486,-1.6395682413932318,-1.4913697247771602,-1.3463889792413537,-1.205633858153087,-1.0636814520909175,-0.9046490310697959,-0.6957504637895415,0.17267546087116142
Morgan Phone,ALP FP,-2.245443545772281,-0.8986801441075544,-0.573174364445395,-0.37326097475202186,-0.19021887835108608,-0.03428816583832897,0.12398862871815008,0.2743547443966466,0.46476148187947874,0.7376768418523963,2.055532563848085
Old house effects
F2F Morgan,ALP FP,-0.11198623718814013,0.8589229295363962,1.1056909088534477,1.2837487541070214,1.4439539816514126,1.5692725014794426,1.7082206717397448,1.8540602689729675,2.0313971405517712,2.2862306436531865,3.673597470414757
Newspoll,ALP FP,-1.6099509819707734,-0.5639089051180299,-0.33196894554511536,-0.15626241572366503,-0.013805686573618501,0.11179887584952822,0.21821983374469817,0.34387992744068574,0.4887979640442407,0.7162300989641663,1.8421532436348615
Nielsen,ALP FP,-2.309041359561806,-0.5495327067314133,-0.20148633627459045,0.014259678563012974,0.17572698715398538,0.3242806884960642,0.4799881177194282,0.6878528498176228,0.9391892672556124,1.2984025712199023,3.1099625836414457
Galaxy,ALP FP,-3.0741294227640106,-1.3239579864550546,-0.9758309107984708,-0.7160006895284887,-0.5051001824354867,-0.3196615713722252,-0.1429878981712,0.050107463364154406,0.25061786370674577,0.5493612938738767,2.332386563194722
Morgan Phone,ALP FP,-3.73748380626754,-1.0784460000348108,-0.627318018162881,-0.3082607647076924,-0.07271092171480327,0.1373077734377957,0.32835997157705354,0.5457306815495133,0.8460339809762587,1.3076692890284205,4.032750518893414
