Firm,Day,ALP TPP,ALP TPP adj
Newspoll,1,51.9481278763181,51.56998958537557
Newspoll,62,52.00875105449517,51.63061276355265
Newspoll,124,52.97204288717541,52.59390459623289
F2F Morgan,138,58.08943769839348,54.05205744319283
F2F Morgan,167,54.519310268169846,50.481930012969194
Newspoll,184,50.929114595197,50.550976304254476
F2F Morgan,198,54.53721686376052,50.49983660855987
F2F Morgan,228,54.01486613676448,49.97748588156383
Newspoll,245,50.92874927385288,50.55061098291036
F2F Morgan,259,50.972616207602826,46.935235952402174
F2F Morgan,289,54.45572964000203,50.41834938480138
Newspoll,306,50.842916111706444,50.46477782076392
F2F Morgan,320,52.4794484196172,48.44206816441655
F2F Morgan,351,50.45560877873927,46.418228523538616
Newspoll,367,45.86238302823885,45.48424473729633
F2F Morgan,381,50.50627707743832,46.46889682223767
F2F Morgan,412,52.51713349630425,48.479753241103595
Newspoll,428,45.44822989684446,45.070091605901936
F2F Morgan,442,46.99046327951343,42.953083024312775
F2F Morgan,473,51.99273665135699,47.95535639615634
Newspoll,490,46.3715603312427,45.993422040300175
F2F Morgan,504,51.4628939852107,47.425513730010046
F2F Morgan,532,48.95642936472529,44.919049109524636
Newspoll,549,49.394723058829236,49.01658476788671
F2F Morgan,563,51.97007036388429,47.93269010868364
F2F Morgan,593,50.945293003233886,46.90791274803323
Newspoll,610,47.86539803060155,47.487259739659024
F2F Morgan,624,52.923944403994284,48.88656414879363
F2F Morgan,654,52.867406973426654,48.830026718226
Newspoll,671,48.884790429994155,48.50665213905163
F2F Morgan,685,58.11800986054699,54.08062960534634
F2F Morgan,716,54.455449604161636,50.418069348960984
Newspoll,732,50.955999999999996,50.57786170905747
F2F Morgan,746,54.459297884113695,50.42191762891304
F2F Morgan,777,54.38386203800091,50.34648178280026
Newspoll,793,46.3065,45.92836170905748
F2F Morgan,807,54.82133911467657,50.783958859475916
F2F Morgan,839,54.76442889053195,50.7270486353313
Newspoll,855,46.141999999999996,45.76386170905747
F2F Morgan,869,49.76925595572856,45.73187570052791
F2F Morgan,897,53.63802257561643,49.60064232041578
Newspoll,914,46.687,46.308861709057474
F2F Morgan,928,53.73927297218587,49.70189271698522
F2F Morgan,958,52.80491766235808,48.76753740715743
Newspoll,975,50.3065,49.92836170905748
F2F Morgan,989,56.33115859484874,52.293778339648085
F2F Morgan,1019,51.813784842373444,47.77640458717279
Nielsen,1036,49.77694870189851,50.081734334360334
Newspoll,1036,53.141999999999996,52.76386170905747
F2F Morgan,1050,58.82907196392504,54.791691708724386
F2F Morgan,1081,57.879896181934576,53.842515926733924
Newspoll,1097,52.8215,52.44336170905748
F2F Morgan,1111,52.88605265791284,48.84867240271219
F2F Morgan,1142,54.90979426268563,50.87241400748498
Nielsen,1158,48.30613158500279,48.61091721746461
Newspoll,1158,51.7915,51.413361709057476
F2F Morgan,1172,59.434251771328846,55.39687151612819
F2F Morgan,1203,57.940504707350975,53.90312445215032
Newspoll,1220,56.8215,56.44336170905748
Nielsen,1243,55.517436765817,55.822222398278825
Newspoll,1243,56.94243676581701,56.564298474874484
Newspoll,1258,53.58201706810983,53.203878777167304
Nielsen,1268,53.315000000000005,53.61978563246183
Galaxy,1268,50.315000000000005,50.986618879979694
Newspoll,1269,54.75935198185555,54.38121369091303
