Firm,Day,OTH FP,OTH FP adj
F2F Morgan,484,14.5,14.772
Nielsen,487,14.0,13.611
Newspoll,494,10.0,13.541
F2F Morgan,495,14.0,14.272
F2F Morgan,502,13.5,13.772
Newspoll,508,8.0,11.541
F2F Morgan,512,13.5,13.772
Newspoll,522,12.0,15.541
F2F Morgan,526,16.0,16.272
Nielsen,529,15.0,14.611
Newspoll,536,11.0,14.541
F2F Morgan,540,14.5,14.772
Newspoll,550,10.0,13.541
F2F Morgan,554,15.0,15.272
Newspoll,564,13.0,16.541
F2F Morgan,507,15.5,15.772
Newspoll,578,10.0,13.541
F2F Morgan,582,15.5,15.772
Nielsen,585,13.0,12.611
Newspoll,592,14.0,17.541
F2F Morgan,596,15.0,15.272
F2F Morgan,610,15.0,15.272
Newspoll,613,11.0,14.541
F2F Morgan,624,18.0,18.272
Newspoll,627,10.0,13.541
F2F Morgan,635,15.0,15.272
F2F Morgan,641,12.5,12.772
Newspoll,641,9.0,12.541
Nielsen,641,14.0,13.611
F2F Morgan,642,12.5,12.772
F2F Morgan,652,14.5,14.772
Newspoll,655,9.0,12.541
F2F Morgan,655,14.5,14.772
F2F Morgan,666,13.5,13.772
Newspoll,669,11.0,14.541
Nielsen,669,16.0,15.611
F2F Morgan,680,16.5,16.772
Newspoll,683,10.0,13.541
F2F Morgan,694,13.5,13.772
Newspoll,697,11.0,14.541
Newspoll,711,10.0,13.541
Nielsen,711,16.0,15.611
F2F Morgan,750,15.0,15.272
F2F Morgan,722,14.5,14.772
Newspoll,725,12.0,15.541
F2F Morgan,764,15.0,15.272
F2F Morgan,737,16.5,16.772
Newspoll,739,12.0,15.541
F2F Morgan,708,14.0,14.272
Newspoll,753,12.0,15.541
Nielsen,753,17.0,16.611
Newspoll,767,12.0,15.541
F2F Morgan,778,14.5,14.772
Newspoll,781,14.0,17.541
F2F Morgan,792,14.5,14.772
Newspoll,795,12.0,15.541
F2F Morgan,820,13.0,13.272
Newspoll,830,11.0,14.541
F2F Morgan,834,13.0,13.272
F2F Morgan,848,17.5,17.772
Newspoll,851,11.0,14.541
Nielsen,851,18.0,17.611
F2F Morgan,862,17.0,17.272
Newspoll,865,15.0,18.541
F2F Morgan,876,19.5,19.772
Newspoll,879,14.0,17.541
Nielsen,879,19.0,18.611
F2F Morgan,890,17.0,17.251
Newspoll,893,14.0,17.402
F2F Morgan,904,19.5,19.713
Newspoll,907,17.0,20.24
Nielsen,907,19.0,18.747
F2F Morgan,918,19.5,19.675
Newspoll,921,16.0,19.078
F2F Morgan,932,20.5,20.638
Newspoll,935,16.0,18.915
Nielsen,935,19.0,18.893
F2F Morgan,946,18.5,18.6
Newspoll,949,16.0,18.753
Newspoll,956,16.0,18.684
Nielsen,956,19.0,18.998
F2F Morgan,957,18.5,18.568
Newspoll,963,17.0,19.591
F2F Morgan,964,20.0,20.052
F2F Morgan,974,15.5,15.525
Newspoll,977,14.0,16.429
F2F Morgan,988,15.0,14.987
Newspoll,991,13.0,15.266
F2F Morgan,1002,17.5,17.45
Newspoll,1005,16.0,18.15
F2F Morgan,1016,18.5,18.45
Newspoll,1019,15.0,17.15
F2F Morgan,1030,19.0,18.95
Newspoll,1033,14.0,16.15
Nielsen,1033,19.0,19.238
F2F Morgan,1044,17.0,16.95
Newspoll,1047,15.0,17.15
Nielsen,1054,15.0,15.238
Newspoll,1054,13.0,15.15
F2F Morgan,1055,16.0,15.95
Newspoll,1061,13.0,15.15
F2F Morgan,1062,16.0,15.95
F2F Morgan,1069,13.5,13.45
Newspoll,1075,12.0,14.15
Nielsen,1075,14.0,14.238
F2F Morgan,1076,12.5,12.45
F2F Morgan,1086,13.5,13.45
Newspoll,1089,12.0,14.15
Nielsen,1093,11.0,11.238
Newspoll,1096,8.0,10.15
F2F Morgan,1097,13.0,12.95
Nielsen,1103,12.0,12.238
Newspoll,1103,11.0,13.15
F2F Morgan,1104,14.0,13.95
Nielsen,1110,13.0,13.238
Newspoll,1110,11.0,13.15
F2F Morgan,1111,13.0,12.95
Newspoll,1117,13.0,15.15
F2F Morgan,1118,13.5,13.45
Newspoll,1122,11.5,13.65
Nielsen,1122,12.0,12.238
