Firm,Day,ALP FP,ALP FP adj
F2F Morgan,1,38.0,38.85
F2F Morgan,19,41.0,41.85
F2F Morgan,33,42.0,42.85
F2F Morgan,47,41.0,41.85
F2F Morgan,61,40.0,40.85
F2F Morgan,75,41.0,41.85
F2F Morgan,89,41.0,41.85
F2F Morgan,103,44.0,44.85
F2F Morgan,117,46.0,46.85
F2F Morgan,131,44.0,44.85
F2F Morgan,145,44.0,44.85
F2F Morgan,159,44.0,44.85
F2F Morgan,173,42.0,42.85
F2F Morgan,187,44.0,44.85
F2F Morgan,201,45.0,45.85
F2F Morgan,215,43.0,43.85
F2F Morgan,229,44.0,44.85
F2F Morgan,243,43.0,43.85
F2F Morgan,257,43.0,43.85
F2F Morgan,271,47.0,47.85
F2F Morgan,285,42.0,42.85
F2F Morgan,299,45.0,45.85
F2F Morgan,313,43.0,43.85
F2F Morgan,327,45.0,45.85
F2F Morgan,337,50.0,50.85
F2F Morgan,369,43.0,43.85
F2F Morgan,383,47.0,47.85
F2F Morgan,397,47.0,47.85
F2F Morgan,412,45.0,45.85
F2F Morgan,425,46.0,46.85
F2F Morgan,439,43.0,43.85
F2F Morgan,453,44.0,44.85
F2F Morgan,467,45.0,45.85
F2F Morgan,481,46.0,46.85
F2F Morgan,495,43.0,43.85
F2F Morgan,509,43.0,43.85
F2F Morgan,523,41.0,41.85
F2F Morgan,537,41.0,41.85
F2F Morgan,551,47.0,47.85
F2F Morgan,565,44.0,44.85
F2F Morgan,575,44.0,44.85
F2F Morgan,586,45.0,45.85
F2F Morgan,600,44.0,44.85
F2F Morgan,614,43.0,43.85
F2F Morgan,628,43.0,43.85
F2F Morgan,642,44.0,44.85
F2F Morgan,653,42.0,42.85
F2F Morgan,660,40.0,40.85
F2F Morgan,667,45.0,45.85
F2F Morgan,674,46.0,46.85
