Firm,Day,ALP TPP,ALP TPP adj
Essential,1,49.7394,50.15277365223158
Morgan multi-mode,8,50.33335,49.647831207585995
Essential,15,48.6788,49.09217365223158
Morgan multi-mode,22,50.20910000000001,49.523581207586
ReachTEL,26,47.5194,47.59759070123359
Essential,29,48.0394,48.45277365223158
Morgan multi-mode,36,48.5394,47.85388120758599
Newspoll,42,45.0394,45.64605095606643
Essential,43,47.9091,48.32247365223158
Morgan multi-mode,50,49.92425000000001,49.238731207586
Newspoll,56,47.2303,47.83695095606643
Essential,57,48.20910000000001,48.622473652231584
Morgan multi-mode,64,49.92425000000001,49.238731207586
ReachTEL,68,48.21425000000001,48.2924407012336
Nielsen,69,51.4,51.118636835365145
Newspoll,70,49.0394,49.64605095606643
Essential,71,48.378800000000005,48.79217365223158
Morgan multi-mode,78,51.059099999999994,50.373581207585985
Essential,85,48.5485,48.961873652231574
Newspoll,88,52.4,53.00665095606643
ReachTEL,92,54.581230000000005,54.6594207012336
Morgan multi-mode,88,52.53939999999999,51.853881207585985
Morgan multi-mode,116,53.6894,53.00388120758599
Essential,121,49.7394,50.15277365223158
ReachTEL,131,53.187580000000004,53.2657707012336
Morgan multi-mode,130,52.284850000000006,51.599331207586
Essential,135,49.439400000000006,49.85277365223158
Morgan multi-mode,144,51.454550000000005,50.769031207585996
Newspoll,147,50.7,51.306650956066434
Essential,149,51.9091,52.32247365223158
Nielsen,153,48.2303,47.948936835365146
Newspoll,161,53.0394,53.64605095606643
Essential,163,49.439400000000006,49.85277365223158
Morgan multi-mode,158,50.42425,49.73873120758599
ReachTEL,166,52.71515,52.793340701233596
Morgan multi-mode,172,52.46515,51.77963120758599
Newspoll,175,50.3394,50.94605095606643
Essential,177,49.2091,49.62247365223158
Nielsen,181,51.6394,51.35803683536515
Newspoll,189,52.0606,52.66725095606643
Essential,191,51.26970000000001,51.683073652231585
Morgan multi-mode,186,55.7182,55.032681207585995
Galaxy,196,50.1,50.021850795177805
Newspoll,203,48.8697,49.47635095606643
Morgan multi-mode,205,51.609100000000005,50.923581207586
Essential,205,50.5697,50.983073652231575
Nielsen,209,52.4424,52.161036835365145
Morgan multi-mode,214,51.704550000000005,51.019031207585996
Essential,219,52.0394,52.45277365223158
Morgan multi-mode,228,53.40455000000001,52.719031207586
ReachTEL,231,53.83727,53.91546070123359
Newspoll,231,52.300000000000004,52.906650956066436
Galaxy,230,52.3394,52.2612507951778
Essential,233,53.6788,54.09217365223158
ReachTEL,236,54.16061,54.23880070123359
Galaxy,243,52.97879999999999,52.900650795177796
Nielsen,244,56.8909,56.60953683536515
Newspoll,245,54.2788,54.88545095606643
Morgan multi-mode,246,58.4273,57.741781207585994
Essential,247,52.20910000000001,52.622473652231584
Morgan multi-mode,256,54.7485,54.06298120758599
Newspoll,258,54.109100000000005,54.71575095606644
Essential,261,53.2091,53.62247365223158
Morgan Phone,263,52.584849999999996,52.733016828927354
Morgan multi-mode,267,58.1697,57.48418120758599
Newspoll,273,52.387899999999995,52.994550956066426
Morgan multi-mode,274,50.646950000000004,49.961431207585996
Essential,275,51.6788,52.09217365223158
Nielsen,279,53.0606,52.77923683536515
Morgan multi-mode,284,54.31365,53.628131207585994
ReachTEL,285,52.753640000000004,52.8318307012336
Newspoll,287,54.9394,55.54605095606643
Essential,289,53.2091,53.62247365223158
Morgan multi-mode,298,55.663650000000004,54.978131207585996
Newspoll,301,53.7485,54.35515095606643
Essential,303,52.6788,53.09217365223158
Nielsen,307,54.2909,54.00953683536515
ReachTEL,310,53.387899999999995,53.46609070123359
Morgan multi-mode,312,53.689400000000006,53.003881207586
Galaxy,314,52.3394,52.2612507951778
Newspoll,315,53.5788,54.18545095606643
Essential,317,51.7394,52.15277365223158
Newspoll,329,51.0,51.60665095606643
Morgan multi-mode,326,56.1576,55.472081207585994
Essential,331,51.6788,52.09217365223158
Morgan multi-mode,340,55.77275,55.087231207585994
ReachTEL,341,54.88546000000001,54.963650701233604
Newspoll,343,50.2788,50.88545095606643
Essential,345,51.6788,52.09217365223158
Newspoll,357,52.360600000000005,52.96725095606644
Morgan multi-mode,354,54.742450000000005,54.056931207586
Essential,359,52.8697,53.28307365223158
ReachTEL,369,53.63941,53.71760070123359
Morgan multi-mode,368,55.0788,54.39328120758599
Essential,373,52.5697,52.983073652231575
Newspoll,374,49.8091,50.41575095606643
Galaxy,386,52.6394,52.561250795177806
Morgan multi-mode,386,52.813649999999996,52.12813120758599
Essential,387,52.1,52.51337365223158
Morgan multi-mode,401,53.313649999999996,52.62813120758599
Essential,401,52.6788,53.09217365223158
Newspoll,402,52.300000000000004,52.906650956066436
ReachTEL,404,54.66365000000001,54.741840701233606
Ipsos,412,53.169700000000006,53.77634483589322
Morgan multi-mode,410,54.7894,54.10388120758599
Essential,415,52.03939999999999,52.45277365223157
Newspoll,416,53.0,53.60665095606643
Morgan multi-mode,424,55.1394,54.453881207585994
Essential,429,52.569700000000005,52.98307365223158
Newspoll,430,54.8091,55.41575095606643
ReachTEL,433,54.12243,54.200620701233596
Morgan multi-mode,438,53.90455,53.21903120758599
Newspoll,442,54.0,54.60665095606643
Galaxy,445,54.9303,54.852150795177806
Ipsos,447,53.1697,53.77634483589321
Essential,815,52.0394,52.45277365223158
Morgan multi-mode,817,57.4591,56.77358120758599
Newspoll,456,54.2303,54.83695095606643
Morgan multi-mode,467,54.7303,54.04478120758599
Morgan multi-mode,480,52.8288,52.14328120758599
Essential,483,53.1,53.51337365223158
Essential,497,54.20910000000001,54.622473652231584
Morgan multi-mode,498,54.73030000000001,54.044781207586
ReachTEL,500,54.983940000000004,55.0621307012336
Galaxy,502,58.339400000000005,58.26125079517781
Ipsos,503,54.29918856697963,54.905833402872844
Galaxy,509,58.339400000000005,58.26125079517781
ReachTEL,509,54.97969,55.05788070123359
Morgan multi-mode,508,57.6394,56.953881207585994
Newspoll,511,56.7,57.306650956066434
Essential,511,54.1,54.51337365223158
Morgan multi-mode,522,54.5394,53.85388120758599
Newspoll,525,53.7,54.306650956066434
Essential,525,53.26970000000001,53.683073652231585
Ipsos,531,50.760600000000004,51.36724483589322
Morgan multi-mode,536,54.8197,54.13418120758599
Essential,539,52.20910000000001,52.622473652231584
Newspoll,540,54.2303,54.83695095606643
Morgan multi-mode,550,55.104549999999996,54.41903120758599
Newspoll,553,51.4,52.00665095606643
Essential,553,53.1,53.51337365223158
ReachTEL,561,55.174240000000005,55.2524307012336
Morgan multi-mode,565,52.349999999999994,51.664481207585986
Essential,567,52.1,52.51337365223158
Ipsos,573,53.1212,53.727844835893215
Newspoll,574,50.8697,51.47635095606643
Morgan multi-mode,578,53.93485,53.24933120758599
Essential,581,52.5697,52.983073652231575
ReachTEL,586,53.50787,53.58606070123359
Morgan multi-mode,592,52.784850000000006,52.099331207586
Essential,595,52.46060000000001,52.873973652231584
Newspoll,597,51.6394,52.24605095606643
ReachTEL,606,53.51939,53.597580701233596
Galaxy,607,52.4606,52.3824507951778
Essential,609,52.1,52.51337365223158
Newspoll,610,52.2303,52.83695095606643
Ipsos,610,50.590900000000005,51.19754483589322
Morgan multi-mode,610,51.61514999999999,50.929631207585984
Morgan multi-mode,620,52.590900000000005,51.905381207586
Essential,623,52.26970000000001,52.683073652231585
Newspoll,626,52.1212,52.72785095606643
Ipsos,636,53.421200000000006,54.02784483589322
Morgan multi-mode,634,54.915150000000004,54.229631207585996
Essential,637,52.1,52.51337365223158
Newspoll,640,51.360600000000005,51.96725095606644
Morgan multi-mode,648,53.59545,52.90993120758599
ReachTEL,649,51.73453000000001,51.8127207012336
Essential,651,52.1,52.51337365223158
Ipsos,657,53.08180000000001,53.68844483589322
Newspoll2,659,52.590900000000005,52.51453598488204
Morgan multi-mode,662,51.21060000000001,50.525081207586
Essential,665,51.9303,52.34367365223158
Newspoll2,672,53.2909,53.21453598488203
Morgan multi-mode,676,53.456050000000005,52.770531207586
Essential,679,53.2303,53.64367365223158
ReachTEL,684,53.507870000000004,53.5860607012336
ReachTEL,691,53.77181,53.8500007012336
Essential,693,51.5697,51.983073652231575
Newspoll2,694,54.1212,54.044835984882035
Morgan multi-mode,690,55.60605,54.920531207585995
Ipsos,699,55.4909,56.09754483589322
