Firm,Day,LNP FP,LNP FP adj
F2F Morgan,1,49.0,49.365
F2F Morgan,31,52.0,52.365
F2F Morgan,62,53.0,53.365
F2F Morgan,92,52.0,52.365
F2F Morgan,99,54.0,54.365
F2F Morgan,116,56.0,56.365
F2F Morgan,130,53.0,53.365
F2F Morgan,184,57.0,57.365
F2F Morgan,215,55.0,55.365
F2F Morgan,250,51.0,51.365
F2F Morgan,264,51.0,51.365
F2F Morgan,278,47.0,47.365
F2F Morgan,292,51.0,51.365
F2F Morgan,306,55.0,55.365
F2F Morgan,320,52.0,52.365
F2F Morgan,334,56.0,56.365
F2F Morgan,348,54.0,54.365
F2F Morgan,362,56.0,56.365
F2F Morgan,376,55.0,55.365
F2F Morgan,387,61.0,61.365
F2F Morgan,411,60.0,60.365
F2F Morgan,439,57.0,57.365
F2F Morgan,453,59.0,59.365
F2F Morgan,467,59.0,59.365
F2F Morgan,481,56.0,56.365
F2F Morgan,492,52.0,52.365
F2F Morgan,499,50.0,50.365
F2F Morgan,505,50.0,50.365
F2F Morgan,512,46.0,46.365
F2F Morgan,519,49.0,49.365
F2F Morgan,526,51.0,51.365
F2F Morgan,533,55.0,55.365
F2F Morgan,540,57.0,57.365
