Firm,Day,OTH FP,OTH FP adj
F2F Morgan,1,8.0,10.164
F2F Morgan,62,8.0,10.164
F2F Morgan,123,8.5,10.664
F2F Morgan,184,9.5,11.664
Newspoll,229,13.0,10.687
F2F Morgan,245,7.0,9.164
F2F Morgan,307,9.0,11.164
Newspoll,321,11.0,8.687
F2F Morgan,366,6.5,8.664
Newspoll,410,13.0,10.687
F2F Morgan,427,7.5,9.664
Newspoll,488,15.0,12.687
F2F Morgan,488,8.5,10.664
Newspoll,519,13.0,10.687
F2F Morgan,549,8.0,10.164
Newspoll,594,14.0,11.687
F2F Morgan,610,8.0,10.164
F2F Morgan,672,8.5,10.655
Newspoll,687,14.0,11.682
F2F Morgan,731,7.5,9.632
Newspoll,775,16.0,13.67
F2F Morgan,792,8.5,10.618
Newspoll,853,15.0,12.67
F2F Morgan,853,8.0,10.118
Galaxy,862,10.495,10.649
Galaxy,876,8.545,8.699
Newspoll,879,10.0,7.67
Newspoll,890,10.0,7.67
Galaxy,890,7.821,7.975
Morgan Phone,890,8.0,8.122
