Firm,Day,ALP FP,ALP FP adj
Newspoll,1,33.0,32.691
Newspoll,22,35.0,34.691
F2F Morgan,47,39.5,36.859
F2F Morgan,61,39.5,36.859
Newspoll,57,34.0,33.691
F2F Morgan,75,36.5,33.859
Newspoll,78,40.0,39.691
F2F Morgan,89,38.5,35.859
F2F Morgan,103,40.0,37.359
Newspoll,106,37.0,36.691
F2F Morgan,117,41.0,38.359
Newspoll,485,37.0,36.691
Newspoll,865,40.0,39.717
F2F Morgan,135,41.5,38.859
F2F Morgan,145,39.5,36.859
Newspoll,148,41.0,40.691
F2F Morgan,159,40.5,37.859
Newspoll,162,38.0,37.691
F2F Morgan,173,41.0,38.359
Newspoll,176,40.0,39.691
F2F Morgan,187,41.5,38.859
Newspoll,190,37.0,36.691
F2F Morgan,201,40.0,37.359
Newspoll,211,38.0,37.691
F2F Morgan,213,39.0,36.359
Newspoll,225,38.0,37.691
F2F Morgan,229,42.0,39.359
Newspoll,239,40.0,39.691
F2F Morgan,243,39.5,36.859
Newspoll,253,37.0,36.691
F2F Morgan,257,41.5,38.859
Newspoll,267,38.0,37.691
F2F Morgan,271,42.0,39.359
Newspoll,281,41.0,40.691
F2F Morgan,285,41.0,38.359
Newspoll,295,36.0,35.691
F2F Morgan,299,39.0,36.359
Newspoll,309,39.0,38.691
F2F Morgan,317,39.5,36.859
F2F Morgan,327,38.5,35.859
Newspoll,330,34.0,33.691
F2F Morgan,341,35.0,32.359
Newspoll,344,34.0,33.691
F2F Morgan,355,35.0,32.359
Newspoll,358,37.0,36.691
F2F Morgan,369,40.0,37.359
Newspoll,372,38.0,37.691
F2F Morgan,383,38.5,35.859
Newspoll,386,37.0,36.691
F2F Morgan,411,40.0,37.359
Nielsen,417,34.0,34.269
Newspoll,421,36.0,35.691
F2F Morgan,425,40.0,37.359
Newspoll,435,37.0,36.691
F2F Morgan,439,41.0,38.359
Newspoll,449,36.0,35.691
F2F Morgan,453,36.0,33.359
Newspoll,463,38.0,37.691
F2F Morgan,467,40.5,37.859
Newspoll,477,37.0,36.691
F2F Morgan,478,39.5,36.859
Newspoll,484,34.0,33.691
F2F Morgan,485,36.0,33.359
Newspoll,491,34.0,33.691
F2F Morgan,499,42.0,39.359
Newspoll,505,33.0,32.691
F2F Morgan,506,39.0,36.359
F2F Morgan,513,35.5,32.859
F2F Morgan,523,38.0,35.359
Newspoll,526,36.0,35.691
Nielsen,526,35.0,35.269
F2F Morgan,537,39.0,36.359
Newspoll,540,37.0,36.691
Nielsen,540,38.0,38.269
F2F Morgan,551,42.0,39.359
Newspoll,554,37.0,36.691
F2F Morgan,565,37.5,34.859
Newspoll,575,35.0,34.691
F2F Morgan,579,37.0,34.359
Newspoll,589,37.0,36.691
Newspoll,603,35.0,34.691
F2F Morgan,607,38.5,35.859
Newspoll,617,36.0,35.691
F2F Morgan,625,39.0,36.359
Newspoll,631,36.0,35.691
F2F Morgan,632,36.5,33.859
F2F Morgan,639,38.5,35.859
Newspoll,645,37.0,36.691
F2F Morgan,649,38.0,35.359
Newspoll,659,36.0,35.691
F2F Morgan,663,39.0,36.359
Nielsen,666,34.0,34.269
Newspoll,673,38.0,37.691
F2F Morgan,681,39.0,36.359
F2F Morgan,691,38.5,35.859
Newspoll,694,37.0,36.691
F2F Morgan,705,40.0,37.359
Newspoll,708,36.0,35.691
F2F Morgan,719,35.5,32.859
Newspoll,722,36.0,35.691
F2F Morgan,730,38.0,35.359
Newspoll,736,35.0,34.691
F2F Morgan,737,38.0,35.359
Newspoll,743,39.0,38.691
Nielsen,743,37.0,37.269
F2F Morgan,744,41.0,38.359
Newspoll,750,41.0,40.691
F2F Morgan,754,42.5,39.859
F2F Morgan,775,45.0,42.359
Newspoll,785,39.0,38.691
F2F Morgan,789,44.0,41.359
F2F Morgan,803,48.0,45.359
Newspoll,806,41.0,40.691
F2F Morgan,817,45.5,42.874
Newspoll,820,41.0,40.695
Nielsen,827,43.0,43.222
F2F Morgan,831,46.0,43.4
Newspoll,834,44.0,43.702
F2F Morgan,845,45.5,42.926
Newspoll,848,46.0,45.708
Nielsen,855,43.0,43.149
F2F Morgan,859,43.5,40.952
Newspoll,862,44.0,43.715
F2F Morgan,873,45.0,42.479
Newspoll,876,42.0,41.721
Nielsen,883,42.0,42.076
F2F Morgan,887,44.0,41.505
Newspoll,890,42.0,41.728
Newspoll,904,44.0,43.734
F2F Morgan,905,41.0,38.538
Nielsen,911,43.0,43.004
F2F Morgan,915,45.5,43.057
Newspoll,918,37.0,36.741
F2F Morgan,929,43.5,41.083
Newspoll,939,43.0,42.746
Nielsen,939,42.0,41.957
F2F Morgan,943,45.5,43.083
Newspoll,953,41.0,40.746
F2F Morgan,954,43.5,41.083
F2F Morgan,961,46.0,43.583
Nielsen,967,40.0,39.957
Newspoll,967,40.0,39.746
F2F Morgan,971,42.0,39.583
Galaxy,974,39.5,40.006
Morgan Phone,977,42.25,42.045
Newspoll,981,40.0,39.746
F2F Morgan,985,43.0,40.583
Galaxy,988,36.0,36.506
Newspoll,995,42.0,41.746
Nielsen,995,42.0,41.957
F2F Morgan,999,43.5,41.083
Galaxy,1002,39.0,39.506
Galaxy,1008,39.0,39.506
Newspoll,1009,40.0,39.746
F2F Morgan,1013,43.0,40.583
Newspoll,1016,40.0,39.746
Nielsen,1016,40.0,39.957
Newspoll,1023,40.0,39.746
F2F Morgan,1024,43.5,41.083
Nielsen,1027,40.0,39.957
Newspoll,1030,41.0,40.746
Galaxy,1030,39.5,40.006
F2F Morgan,1031,41.0,38.583
Nielsen,1034,36.0,35.957
Morgan Phone,1034,39.25,39.045
Newspoll,1037,40.0,39.746
F2F Morgan,1038,40.0,37.583
Morgan Phone,1041,38.75,38.545
Nielsen,1043,39.0,38.957
Newspoll,1044,39.0,38.746
F2F Morgan,1045,40.5,38.083
Galaxy,1044,39.0,39.506
Newspoll,1049,39.0,38.746
Nielsen,1048,37.0,36.957
Galaxy,1050,39.0,39.506
Morgan Phone,1050,38.5,38.295
