Firm,Day,OTH FP,OTH FP adj
F2F Morgan,1,4.0,2.85
F2F Morgan,31,5.0,3.85
F2F Morgan,62,5.0,3.85
F2F Morgan,92,5.0,3.85
F2F Morgan,99,5.0,3.85
F2F Morgan,116,5.0,3.85
F2F Morgan,130,5.0,3.85
F2F Morgan,184,5.0,3.85
F2F Morgan,215,5.0,3.85
F2F Morgan,250,5.0,3.85
F2F Morgan,264,6.0,4.85
F2F Morgan,278,4.0,2.85
F2F Morgan,292,5.0,3.85
F2F Morgan,306,5.0,3.85
F2F Morgan,320,4.0,2.85
F2F Morgan,334,4.0,2.85
F2F Morgan,348,6.0,4.85
F2F Morgan,362,6.0,4.85
F2F Morgan,376,6.0,4.85
F2F Morgan,387,6.0,4.85
F2F Morgan,411,4.0,2.85
F2F Morgan,439,6.0,4.85
F2F Morgan,453,7.0,5.85
F2F Morgan,467,6.0,4.85
F2F Morgan,481,5.0,3.85
F2F Morgan,492,5.0,3.85
F2F Morgan,499,6.0,4.85
F2F Morgan,505,7.0,5.85
F2F Morgan,512,7.0,5.85
F2F Morgan,519,7.0,5.85
F2F Morgan,526,7.0,5.85
F2F Morgan,533,3.0,1.85
F2F Morgan,540,2.0,0.85
