Firm,Day,OTH FP,OTH FP adj
Essential,1,21.0,20.400999202600783
Galaxy,55,17.0,16.741351439719544
Galaxy,147,17.0,16.741351439719544
Galaxy,237,17.0,16.741351439719544
Galaxy,330,23.0,22.741351439719544
Galaxy,426,19.0,18.741351439719544
Galaxy,622,18.0,17.741351439719544
Galaxy,783,21.0,20.741351439719544
Galaxy,902,18.0,17.707882547268152
Newspoll2,954,16.0,15.793255811962716
Galaxy,1018,14.0,13.698625194036918
Newspoll2,1032,15.0,14.793255811962716
SMS Morgan,1041,18.5,17.87735141412288
Newspoll2,1048,16.0,15.793255811962716
