Firm,Day,LNP FP,LNP FP adj
Newspoll,1,40.0,41.425
Newspoll,62,34.0,35.425
Newspoll,124,37.0,38.425
Nielsen,148,37.0,37.371
Newspoll,184,36.0,37.425
Newspoll,245,38.0,39.425
Newspoll,306,38.0,39.425
Newspoll,367,41.0,42.425
Nielsen,416,39.0,39.371
Newspoll,428,37.0,38.425
Newspoll,490,33.0,34.425
Newspoll,610,37.0,38.425
Newspoll,671,35.0,36.425
Newspoll,732,35.0,36.425
Saulwick,782,36.0,36.237
Newspoll,793,35.0,36.425
Nielsen,854,39.0,39.371
Newspoll,855,39.0,40.425
Morgan Phone,877,44.5,43.552
Newspoll,914,41.0,42.41
Newspoll,975,36.0,36.964
Morgan Phone,984,41.0,40.46
Newspoll,1036,36.0,36.56
Essential,1097,44.0,43.452
Galaxy,1102,43.0,43.007
Morgan Phone,1114,42.5,42.232
Newspoll,1122,40.0,40.56
Nielsen,1123,38.0,38.559
Nielsen,1138,40.0,40.559
Newspoll,1137,44.0,44.56
Morgan Phone,1144,41.5,41.232
Galaxy,1145,42.0,42.007
JWS Research,1148,39.0,39.906
Galaxy,1151,44.0,44.007
Morgan Phone,1151,44.5,44.232
Nielsen,1151,45.0,45.559
Newspoll,1151,45.0,45.56
