Firm,Day,ALP FP,ALP FP adj
F2F Morgan,1,44.0,44.0
F2F Morgan,63,44.0,44.0
F2F Morgan,183,45.0,45.0
F2F Morgan,260,46.0,46.0
F2F Morgan,451,44.0,44.0
F2F Morgan,461,43.0,43.0
F2F Morgan,548,44.0,44.0
F2F Morgan,604,41.0,41.0
F2F Morgan,614,45.0,45.0
F2F Morgan,640,46.0,46.0
F2F Morgan,701,45.0,45.0
F2F Morgan,793,49.0,49.0
F2F Morgan,848,50.0,50.0
F2F Morgan,858,48.0,48.0
F2F Morgan,914,46.0,46.0
F2F Morgan,944,42.0,42.0
F2F Morgan,975,43.0,43.0
F2F Morgan,1006,45.0,45.0
F2F Morgan,1036,47.0,47.0
F2F Morgan,1067,49.0,49.0
F2F Morgan,1077,50.0,50.0
