Firm,Day,DEM FP,DEM FP adj
Newspoll,1,8.0,7.981
Newspoll,63,7.0,6.981
Newspoll,122,3.0,2.981
Newspoll,183,6.0,5.981
Newspoll,244,8.0,7.981
Newspoll,305,9.0,8.981
Newspoll,366,6.0,5.981
Newspoll,428,5.0,4.981
Newspoll,487,5.0,4.981
Newspoll,578,8.0,7.981
Newspoll,670,8.0,7.981
Newspoll,701,9.0,8.981
Newspoll,731,10.0,9.981
Newspoll,812,8.0,7.981
Newspoll,837,6.0,5.981
Newspoll,838,6.0,5.981
