Firm,Day,LNP FP,LNP FP adj
F2F Morgan,1,40.0,39.902
F2F Morgan,22,40.0,39.902
F2F Morgan,36,39.0,38.902
F2F Morgan,53,38.0,37.902
F2F Morgan,67,41.0,40.902
F2F Morgan,90,44.0,43.902
F2F Morgan,111,45.0,44.902
F2F Morgan,121,45.0,44.902
F2F Morgan,151,46.0,45.902
F2F Morgan,182,49.0,48.902
F2F Morgan,203,48.0,47.902
F2F Morgan,213,47.0,46.902
F2F Morgan,223,48.0,47.902
F2F Morgan,236,48.0,47.902
F2F Morgan,250,50.0,49.902
F2F Morgan,264,48.0,47.902
F2F Morgan,274,47.0,46.902
F2F Morgan,284,49.0,48.902
F2F Morgan,304,50.0,49.902
F2F Morgan,366,47.0,46.902
F2F Morgan,387,46.0,45.902
F2F Morgan,401,47.0,46.902
F2F Morgan,415,46.0,45.902
F2F Morgan,425,45.0,44.902
F2F Morgan,435,45.0,44.902
F2F Morgan,445,44.0,43.902
F2F Morgan,455,44.0,43.902
