Firm,Day,ALP FP,ALP FP adj
Essential,1,44.0,44.067
Essential,93,39.0,39.067
Essential,185,41.0,41.067
Galaxy,446,40.0,40.183
uComms,1375,46.8,49.191
Newspoll2,1375,59.0,55.628
Newspoll2,1394,57.0,53.628
