Firm,Day,LNP FP,LNP FP adj
F2F Morgan,1,44.0,45.077
F2F Morgan,30,48.0,49.077
F2F Morgan,44,45.0,46.077
F2F Morgan,79,45.0,46.077
F2F Morgan,93,47.0,48.077
F2F Morgan,107,48.0,49.077
F2F Morgan,121,47.0,48.077
F2F Morgan,135,47.0,48.077
F2F Morgan,149,46.0,47.077
F2F Morgan,163,47.0,48.077
F2F Morgan,177,47.0,48.077
F2F Morgan,188,44.0,45.077
F2F Morgan,195,41.0,42.077
F2F Morgan,205,45.0,46.077
F2F Morgan,219,41.0,42.077
F2F Morgan,233,44.0,45.077
F2F Morgan,247,42.0,43.077
F2F Morgan,261,41.0,42.077
F2F Morgan,266,42.0,43.077
F2F Morgan,289,39.0,40.077
F2F Morgan,303,41.0,42.077
F2F Morgan,315,38.0,39.077
F2F Morgan,331,39.0,40.077
F2F Morgan,345,41.0,42.077
F2F Morgan,359,41.0,42.077
F2F Morgan,373,41.0,42.077
F2F Morgan,387,41.0,42.077
F2F Morgan,401,41.0,42.077
F2F Morgan,415,42.0,43.077
F2F Morgan,443,45.0,46.077
F2F Morgan,457,45.0,46.077
F2F Morgan,471,41.0,42.077
F2F Morgan,485,42.0,43.077
F2F Morgan,499,40.0,41.077
F2F Morgan,513,38.0,39.077
F2F Morgan,527,40.0,41.077
F2F Morgan,541,41.0,42.077
F2F Morgan,555,44.0,45.077
F2F Morgan,569,42.0,43.077
F2F Morgan,583,44.0,45.077
F2F Morgan,597,45.0,46.077
F2F Morgan,611,44.0,45.077
F2F Morgan,625,44.0,45.077
F2F Morgan,641,44.0,45.077
F2F Morgan,653,42.0,43.077
F2F Morgan,667,43.0,44.077
F2F Morgan,681,43.0,44.077
F2F Morgan,692,43.0,44.077
F2F Morgan,699,40.0,41.077
F2F Morgan,709,45.0,46.077
F2F Morgan,723,44.0,45.077
F2F Morgan,737,47.0,48.077
F2F Morgan,751,43.0,44.077
F2F Morgan,765,41.0,42.077
F2F Morgan,779,43.0,44.077
F2F Morgan,807,44.0,45.077
F2F Morgan,821,43.0,44.077
F2F Morgan,832,41.0,42.077
F2F Morgan,839,41.0,42.077
F2F Morgan,846,42.0,43.077
F2F Morgan,853,41.0,42.077
F2F Morgan,857,43.0,44.077
