Firm,Day,LNP FP,LNP FP adj
F2F Morgan,1,47.0,47.964
F2F Morgan,15,51.0,51.964
F2F Morgan,29,50.0,50.964
F2F Morgan,40,48.0,48.964
F2F Morgan,50,50.0,50.964
F2F Morgan,64,49.0,49.964
F2F Morgan,78,48.0,48.964
F2F Morgan,92,49.0,49.964
F2F Morgan,106,50.0,50.964
F2F Morgan,120,48.0,48.964
F2F Morgan,134,46.0,46.964
F2F Morgan,148,50.0,50.964
F2F Morgan,162,45.0,45.964
F2F Morgan,176,45.0,45.964
F2F Morgan,204,48.0,48.964
F2F Morgan,214,39.0,39.964
F2F Morgan,225,40.0,40.964
F2F Morgan,239,42.0,42.964
F2F Morgan,253,42.0,42.964
F2F Morgan,281,43.0,43.964
F2F Morgan,295,41.0,41.964
F2F Morgan,309,45.0,45.964
F2F Morgan,323,42.0,42.964
F2F Morgan,365,44.0,44.964
F2F Morgan,379,45.0,45.964
F2F Morgan,393,44.0,44.964
F2F Morgan,407,44.0,44.964
F2F Morgan,421,41.0,41.964
F2F Morgan,435,42.0,42.964
F2F Morgan,449,43.0,43.964
F2F Morgan,463,43.0,43.964
F2F Morgan,477,45.0,45.964
F2F Morgan,491,41.0,41.964
F2F Morgan,505,40.0,40.964
F2F Morgan,519,41.0,41.964
F2F Morgan,547,40.0,40.964
F2F Morgan,561,40.0,40.964
F2F Morgan,572,40.0,40.964
F2F Morgan,586,42.0,42.964
F2F Morgan,596,44.0,44.964
F2F Morgan,610,43.0,43.964
F2F Morgan,624,42.0,42.964
F2F Morgan,638,41.0,41.964
F2F Morgan,651,44.0,44.964
F2F Morgan,666,44.0,44.964
F2F Morgan,680,43.0,43.964
F2F Morgan,694,46.0,46.964
F2F Morgan,729,47.0,47.964
F2F Morgan,743,45.0,45.964
F2F Morgan,757,46.0,46.964
F2F Morgan,771,44.0,44.964
F2F Morgan,785,46.0,46.964
F2F Morgan,799,47.0,47.964
F2F Morgan,813,46.0,46.964
F2F Morgan,827,45.0,45.964
F2F Morgan,841,45.0,45.964
F2F Morgan,869,46.0,46.964
F2F Morgan,883,44.0,44.964
F2F Morgan,897,47.0,47.964
F2F Morgan,911,46.0,46.964
F2F Morgan,925,43.0,43.964
F2F Morgan,939,46.0,46.964
F2F Morgan,978,44.0,44.964
F2F Morgan,985,43.0,43.964
F2F Morgan,992,43.0,43.964
F2F Morgan,999,44.5,45.464
