Firm,Day,GRN FP,GRN FP adj
AGB McNair,168,3.0,3.029
AGB McNair,182,5.0,5.029
AGB McNair,196,4.0,4.029
AGB McNair,210,4.0,4.029
AGB McNair,224,4.0,4.029
AGB McNair,238,4.0,4.029
AGB McNair,252,4.0,4.029
AGB McNair,269,4.0,4.029
AGB McNair,294,4.0,4.029
F2F Morgan,301,3.5,3.201
AGB McNair,304,3.0,3.029
F2F Morgan,315,2.5,2.201
AGB McNair,322,4.0,4.029
F2F Morgan,329,3.0,2.701
AGB McNair,336,3.0,3.029
F2F Morgan,343,3.5,3.201
AGB McNair,350,4.0,4.029
F2F Morgan,357,3.5,3.201
AGB McNair,364,2.0,2.029
F2F Morgan,371,4.0,3.701
AGB McNair,378,3.0,3.029
F2F Morgan,385,3.5,3.201
AGB McNair,392,3.0,3.029
F2F Morgan,399,4.0,3.701
AGB McNair,406,3.0,3.029
F2F Morgan,413,4.5,4.201
AGB McNair,420,3.0,3.029
F2F Morgan,427,3.5,3.201
AGB McNair,434,3.0,3.029
F2F Morgan,438,4.0,3.701
AGB McNair,448,3.0,3.029
F2F Morgan,448,3.0,2.701
AGB McNair,462,3.0,3.029
F2F Morgan,462,3.5,3.201
AGB McNair,476,3.0,3.029
F2F Morgan,476,3.5,3.201
AGB McNair,490,3.0,3.029
F2F Morgan,490,3.5,3.201
F2F Morgan,501,3.5,3.201
F2F Morgan,508,3.5,3.201
AGB McNair,504,4.0,4.029
F2F Morgan,515,3.0,2.701
AGB McNair,518,3.0,3.029
F2F Morgan,525,4.5,4.201
AGB McNair,532,4.0,4.029
F2F Morgan,539,3.0,2.701
AGB McNair,546,3.0,3.029
F2F Morgan,553,4.0,3.701
AGB McNair,567,3.0,3.029
F2F Morgan,567,4.0,3.701
AGB McNair,577,3.0,3.029
F2F Morgan,581,3.5,3.201
AGB McNair,588,3.0,3.029
F2F Morgan,595,4.0,3.701
AGB McNair,602,3.0,3.029
F2F Morgan,609,3.5,3.201
AGB McNair,616,4.0,4.029
F2F Morgan,623,3.5,3.201
AGB McNair,630,4.0,4.029
F2F Morgan,637,4.5,4.201
F2F Morgan,665,5.0,4.701
F2F Morgan,675,5.5,5.201
AGB McNair,682,3.0,3.029
F2F Morgan,682,3.5,3.201
F2F Morgan,693,4.5,4.201
AGB McNair,696,6.0,6.029
F2F Morgan,704,4.0,3.701
AGB McNair,710,4.0,4.029
F2F Morgan,714,5.0,4.701
AGB McNair,724,4.0,4.029
F2F Morgan,728,6.5,6.201
AGB McNair,738,5.0,5.029
F2F Morgan,742,5.0,4.701
AGB McNair,752,5.0,5.029
F2F Morgan,756,5.0,4.701
AGB McNair,766,5.0,5.029
F2F Morgan,770,5.5,5.201
F2F Morgan,780,4.0,3.701
AGB McNair,780,5.0,5.029
F2F Morgan,787,6.0,5.701
AGB McNair,794,4.0,4.029
F2F Morgan,798,4.5,4.201
AGB McNair,808,5.0,5.029
F2F Morgan,812,5.0,4.701
AGB McNair,822,5.0,5.029
F2F Morgan,826,5.0,4.701
AGB McNair,836,4.0,4.029
F2F Morgan,840,5.5,5.201
AGB McNair,850,6.0,6.02
F2F Morgan,854,5.0,4.699
AGB McNair,864,5.0,5.008
F2F Morgan,868,5.5,5.197
AGB McNair,878,5.0,4.995
F2F Morgan,882,5.0,4.695
AGB McNair,892,4.0,3.982
F2F Morgan,896,5.0,4.693
AGB McNair,906,6.0,5.97
F2F Morgan,910,5.0,4.691
AGB McNair,920,5.0,4.957
F2F Morgan,924,5.5,5.189
AGB McNair,934,4.0,3.945
F2F Morgan,938,4.0,3.687
AGB McNair,948,5.0,4.932
F2F Morgan,952,4.5,4.185
AGB McNair,962,4.0,3.921
F2F Morgan,966,5.0,4.684
AGB McNair,976,4.0,3.921
F2F Morgan,977,4.0,3.684
F2F Morgan,987,4.5,4.184
F2F Morgan,1001,4.5,4.184
F2F Morgan,1022,5.5,5.184
F2F Morgan,1036,5.0,4.684
Newspoll,1046,2.0,2.823
F2F Morgan,1047,4.0,3.684
Newspoll,1053,2.0,2.823
Morgan Phone,1053,3.0,2.922
Newspoll,1060,1.0,1.823
Morgan Phone,1060,3.0,2.922
Newspoll,1067,2.0,2.823
Morgan Phone,1067,3.0,2.922
Morgan Phone,1075,3.5,3.422
Newspoll,1074,2.0,2.823
Morgan Phone,1076,3.5,3.422
Newspoll,1079,2.0,2.823
Morgan Phone,1079,2.5,2.422
