Firm,Day,ALP FP,ALP FP adj
F2F Morgan,1,49.0,48.825
F2F Morgan,36,48.0,47.825
F2F Morgan,50,50.0,49.825
F2F Morgan,61,43.0,42.825
F2F Morgan,68,49.0,48.825
F2F Morgan,78,46.0,45.825
F2F Morgan,92,48.0,47.825
F2F Morgan,106,47.0,46.825
F2F Morgan,120,48.0,47.825
F2F Morgan,134,48.0,47.825
F2F Morgan,148,43.0,42.825
F2F Morgan,162,44.0,43.825
F2F Morgan,176,45.0,44.825
F2F Morgan,190,41.0,40.825
F2F Morgan,204,41.0,40.825
F2F Morgan,218,44.0,43.825
F2F Morgan,232,44.0,43.825
F2F Morgan,246,47.0,46.825
F2F Morgan,260,45.0,44.825
F2F Morgan,272,43.0,42.825
F2F Morgan,281,46.0,45.825
F2F Morgan,295,46.0,45.825
F2F Morgan,309,48.0,47.825
F2F Morgan,323,47.0,46.825
F2F Morgan,337,48.0,47.825
Newspoll,340,49.0,47.924
F2F Morgan,351,46.0,45.825
Newspoll,354,49.0,47.924
F2F Morgan,365,48.0,47.825
Newspoll,368,48.0,46.924
F2F Morgan,400,50.0,49.825
Newspoll,410,50.0,48.924
F2F Morgan,414,50.0,49.825
F2F Morgan,428,48.0,47.825
Newspoll,438,50.0,48.924
F2F Morgan,442,48.0,47.825
F2F Morgan,456,49.0,48.825
Newspoll,466,49.0,47.924
F2F Morgan,470,48.0,47.825
F2F Morgan,484,49.0,48.825
Newspoll,494,51.0,49.924
F2F Morgan,498,45.0,44.825
F2F Morgan,512,48.0,47.825
Newspoll,522,45.0,43.924
F2F Morgan,526,49.0,48.825
F2F Morgan,540,48.0,47.825
F2F Morgan,554,46.0,45.825
Newspoll,557,49.0,47.924
F2F Morgan,568,48.0,47.825
F2F Morgan,582,44.0,43.825
Newspoll,585,45.0,43.924
F2F Morgan,596,43.0,42.825
F2F Morgan,610,40.0,39.825
Newspoll,620,46.0,44.924
F2F Morgan,621,43.0,42.825
F2F Morgan,631,43.0,42.825
F2F Morgan,645,42.0,41.825
Newspoll,648,40.0,38.924
F2F Morgan,659,41.0,40.825
F2F Morgan,673,43.0,42.825
Newspoll,676,43.0,41.924
F2F Morgan,687,44.0,43.825
F2F Morgan,701,44.0,43.83
Newspoll,704,45.0,43.915
F2F Morgan,715,42.0,41.862
F2F Morgan,729,45.0,44.895
Newspoll,732,46.0,44.849
F2F Morgan,764,44.0,43.975
F2F Morgan,778,46.0,46.008
Newspoll,784,45.0,43.727
F2F Morgan,789,41.0,41.036
F2F Morgan,796,44.0,44.05
Newspoll,802,45.0,43.685
F2F Morgan,803,47.0,47.069
F2F Morgan,810,47.0,47.083
F2F Morgan,820,45.5,45.606
Newspoll,823,47.0,45.643
F2F Morgan,831,45.0,45.106
Newspoll,837,51.0,49.643
F2F Morgan,841,43.0,43.106
Newspoll,848,49.0,47.643
F2F Morgan,855,47.0,47.106
F2F Morgan,868,49.0,49.106
Newspoll,872,46.0,44.643
F2F Morgan,883,49.0,49.106
Newspoll,886,49.0,47.643
F2F Morgan,894,48.0,48.106
F2F Morgan,901,47.0,47.106
Newspoll,907,53.0,51.643
F2F Morgan,908,49.0,49.106
Newspoll,914,54.0,52.643
F2F Morgan,915,48.0,48.106
Newspoll,921,50.0,48.643
F2F Morgan,922,49.0,49.106
Newspoll,928,49.0,47.643
F2F Morgan,929,48.5,48.606
Newspoll,935,49.0,47.643
F2F Morgan,936,48.0,48.106
Newspoll,938,52.0,50.643
Newspoll,940,48.5,47.143
