Firm,Day,ALP TPP,ALP TPP adj
Galaxy,1,54.2042,54.59578884881114
Newspoll,181,60.002399999999994,59.61076878392046
Galaxy,204,55.3652,55.75678884881114
Newspoll,273,58.3944,58.002768783920466
Newspoll,285,57.678,57.286368783920466
Galaxy,309,55.8256,56.21718884881114
Newspoll,365,57.663799999999995,57.27216878392046
Galaxy,421,53.987399999999994,54.37898884881113
Newspoll,457,59.32599999999999,58.93436878392046
Galaxy,469,60.5954,60.98698884881114
Newspoll,547,53.0958,52.704168783920466
Galaxy,582,51.1492,51.54078884881114
Galaxy,625,52.5853249036857,52.97691375249684
Newspoll,639,53.3802,52.98856878392047
Galaxy,683,51.09871044784339,51.49029929665453
Newspoll,731,54.32599999999999,53.93436878392046
Newspoll,809,49.718,49.32636878392047
Newspoll,840,49.4336,49.04196878392047
Newspoll,855,50.0487,49.657068783920465
