Firm,Day,LNP FP,LNP FP adj
F2F Morgan,1,39.0,40.091
F2F Morgan,15,36.0,37.091
F2F Morgan,29,37.0,38.091
F2F Morgan,43,37.0,38.091
F2F Morgan,57,38.0,39.091
F2F Morgan,68,41.0,42.091
F2F Morgan,78,39.0,40.091
F2F Morgan,92,40.0,41.091
F2F Morgan,106,42.0,43.091
F2F Morgan,120,42.0,43.091
F2F Morgan,131,40.0,41.091
F2F Morgan,138,43.0,44.091
F2F Morgan,148,42.0,43.091
F2F Morgan,159,43.0,44.091
F2F Morgan,166,45.0,46.091
F2F Morgan,176,43.0,44.091
F2F Morgan,190,42.0,43.091
F2F Morgan,204,41.0,42.091
F2F Morgan,218,42.0,43.091
F2F Morgan,232,43.0,44.091
F2F Morgan,246,41.0,42.091
F2F Morgan,260,42.0,43.091
F2F Morgan,274,41.0,42.091
F2F Morgan,302,39.0,40.091
F2F Morgan,316,37.0,38.091
F2F Morgan,330,37.0,38.091
F2F Morgan,344,40.0,41.091
F2F Morgan,358,39.0,40.091
F2F Morgan,372,37.0,38.091
F2F Morgan,386,39.0,40.091
F2F Morgan,400,39.0,40.091
F2F Morgan,414,39.0,40.091
F2F Morgan,428,39.0,40.091
F2F Morgan,442,42.0,43.091
F2F Morgan,456,40.0,41.091
F2F Morgan,470,42.0,43.091
F2F Morgan,484,42.0,43.091
F2F Morgan,495,42.0,43.091
F2F Morgan,502,44.0,45.091
F2F Morgan,512,42.0,43.091
F2F Morgan,526,43.0,44.091
F2F Morgan,540,41.0,42.091
F2F Morgan,551,42.0,43.091
F2F Morgan,558,42.0,43.091
F2F Morgan,565,37.0,38.091
F2F Morgan,572,37.0,38.091
F2F Morgan,579,40.0,41.091
F2F Morgan,586,41.0,42.091
F2F Morgan,593,37.0,38.091
F2F Morgan,600,38.0,39.091
F2F Morgan,607,38.0,39.091
F2F Morgan,614,41.0,42.091
F2F Morgan,621,40.0,41.091
