Firm,Day,ALP TPP,ALP TPP adj
Newspoll,1,57.04090000000001,56.96026785128779
F2F Morgan,31,64.9763,64.31217499369255
Newspoll,93,60.4376,60.356967851287784
Newspoll,182,56.394499999999994,56.313867851287775
Newspoll,274,58.3452,58.26456785128778
Newspoll,366,53.9854,53.90476785128778
Newspoll,458,52.8343,52.75366785128778
Newspoll,548,55.3728,55.29216785128778
Newspoll,640,50.2805,50.199867851287785
Newspoll,732,54.665000000000006,54.58436785128779
Newspoll,824,55.874300000000005,55.793667851287786
Advertiser,856,55.43809049229118,55.50770809514483
Newspoll,991,61.1174,61.036767851287784
Advertiser,1065,53.985712355100134,54.05532995795378
Newspoll,1097,53.3605,53.27986785128778
Newspoll,1175,52.64961984817991,52.56898769946769
Advertiser,1177,51.4189,51.48851760285365
Galaxy,1214,48.582600000000006,48.777075736839116
