Firm,Day,ALP FP,ALP FP adj
F2F Morgan,1,46.0,44.565
F2F Morgan,15,49.0,47.565
Newspoll,22,49.0,48.056
F2F Morgan,29,46.0,44.565
F2F Morgan,43,45.0,43.565
F2F Morgan,57,45.0,43.565
Newspoll,60,47.0,46.056
F2F Morgan,71,47.0,45.565
Newspoll,81,45.0,44.056
F2F Morgan,85,45.0,43.565
F2F Morgan,99,46.0,44.565
Newspoll,106,45.5,44.556
F2F Morgan,113,45.0,43.565
Newspoll,127,45.0,44.056
F2F Morgan,127,46.0,44.565
Newspoll,141,45.0,44.056
F2F Morgan,141,48.0,46.565
F2F Morgan,176,47.0,45.565
F2F Morgan,190,44.0,42.565
F2F Morgan,204,45.0,43.565
Newspoll,214,44.0,43.056
F2F Morgan,218,41.0,39.565
F2F Morgan,232,43.0,41.565
Newspoll,242,38.0,37.056
F2F Morgan,246,41.0,39.565
F2F Morgan,260,40.0,38.565
Newspoll,274,42.0,41.056
F2F Morgan,274,41.0,39.565
F2F Morgan,288,43.0,41.565
F2F Morgan,302,44.0,42.565
Newspoll,312,42.0,41.056
F2F Morgan,316,45.0,43.565
F2F Morgan,330,43.0,41.565
Newspoll,333,44.0,43.056
F2F Morgan,344,46.0,44.565
Saulwick,348,44.0,43.046
F2F Morgan,358,45.0,43.565
Newspoll,361,43.0,42.056
F2F Morgan,372,44.5,43.065
Saulwick,379,44.0,43.046
Newspoll,386,45.0,44.056
F2F Morgan,386,47.0,45.565
F2F Morgan,400,48.0,46.565
Saulwick,410,49.0,48.046
F2F Morgan,414,45.0,43.565
Newspoll,424,44.0,43.056
F2F Morgan,428,47.5,46.065
Saulwick,441,43.0,42.046
F2F Morgan,442,45.5,44.065
Newspoll,452,46.0,45.056
F2F Morgan,456,45.0,43.565
F2F Morgan,470,44.0,42.565
Newspoll,480,44.0,43.056
F2F Morgan,484,47.0,45.565
F2F Morgan,498,48.5,47.065
Newspoll,505,45.0,44.056
F2F Morgan,512,45.0,43.565
F2F Morgan,540,45.0,43.565
F2F Morgan,554,46.0,44.565
F2F Morgan,568,45.0,43.565
Newspoll,571,45.0,44.056
F2F Morgan,582,44.0,42.565
F2F Morgan,596,42.0,40.565
Newspoll,599,43.0,42.056
F2F Morgan,610,42.0,40.565
F2F Morgan,624,42.5,41.065
Newspoll,635,42.0,41.056
F2F Morgan,638,43.0,41.565
F2F Morgan,652,42.0,40.565
Newspoll,655,49.0,48.056
F2F Morgan,661,42.0,40.565
F2F Morgan,663,44.0,42.565
Newspoll,669,40.0,39.056
F2F Morgan,670,43.0,41.565
F2F Morgan,680,40.0,38.565
Newspoll,690,39.0,38.056
F2F Morgan,694,41.0,39.565
Newspoll,704,40.0,39.056
F2F Morgan,708,41.5,40.065
F2F Morgan,722,41.0,39.565
Newspoll,725,42.0,41.056
F2F Morgan,736,44.0,42.565
F2F Morgan,747,43.0,41.557
F2F Morgan,754,43.0,41.553
Newspoll,760,42.0,41.044
F2F Morgan,765,44.5,43.045
F2F Morgan,778,43.0,41.537
Newspoll,788,42.5,41.53
F2F Morgan,792,43.5,42.028
F2F Morgan,806,41.5,40.019
Newspoll,816,41.5,40.516
F2F Morgan,820,41.0,39.51
Quadrant,825,38.0,37.519
F2F Morgan,834,43.0,41.501
F2F Morgan,848,43.0,41.492
Newspoll,851,42.0,40.998
F2F Morgan,862,42.0,40.487
Newspoll,869,44.5,43.496
F2F Morgan,876,43.0,41.487
F2F Morgan,904,44.0,42.487
F2F Morgan,918,45.0,43.487
F2F Morgan,932,44.0,42.487
Newspoll,935,42.0,40.996
Saulwick,935,40.0,39.426
F2F Morgan,943,44.0,42.487
F2F Morgan,950,42.0,40.487
Newspoll,956,42.0,40.996
F2F Morgan,957,42.0,40.487
F2F Morgan,964,43.0,41.487
Newspoll,970,39.0,37.996
F2F Morgan,971,43.0,41.487
F2F Morgan,973,39.5,37.987
Newspoll,974,41.5,40.496
F2F Morgan,975,39.5,37.987
