Firm,Day,LNP FP,LNP FP adj
Essential,1,39.0,38.381
Essential,15,39.0,38.381
Essential,31,39.0,38.381
Newspoll2,47,41.0,40.873
Essential,45,40.0,39.381
Newspoll2,61,41.0,40.873
Essential,58,38.0,37.381
Essential,73,39.0,38.381
Newspoll2,75,38.0,37.873
Essential,86,38.0,37.381
Newspoll2,89,39.0,38.873
Essential,102,38.0,37.381
Newspoll2,103,39.0,38.873
Essential,116,38.0,37.381
Newspoll2,117,39.0,38.873
Essential,129,38.0,37.381
Newspoll2,131,38.0,37.873
Ipsos,137,36.0,37.019
Essential,143,38.0,37.381
Newspoll2,145,39.0,38.873
Essential,157,37.0,36.381
ReachTEL,185,37.1,37.852
Essential,187,38.0,37.381
Essential,198,36.0,35.381
Newspoll2,208,35.0,34.873
Essential,212,36.0,35.381
Essential,226,37.0,36.381
Newspoll2,229,34.0,33.873
Essential,240,35.0,34.381
Newspoll2,250,37.0,36.873
Ipsos,256,33.0,34.019
Essential,254,35.0,34.381
Newspoll2,264,36.0,35.873
Essential,266,37.0,36.381
Essential,280,37.0,36.381
Newspoll2,285,36.0,35.873
Essential,294,37.0,36.381
Ipsos,305,37.0,38.019
ReachTEL,304,38.0,38.752
Newspoll2,306,36.0,35.873
Essential,308,37.0,36.381
Newspoll2,321,36.0,35.873
Essential,322,39.0,38.381
Essential,336,38.0,37.381
Newspoll2,341,36.0,35.873
YouGov,349,33.0,34.713
Essential,350,38.0,37.381
ReachTEL,353,36.4,37.152
Newspoll2,362,35.0,34.873
YouGov,363,36.0,37.713
Essential,364,36.0,35.381
ReachTEL,373,37.2,37.952
Newspoll2,376,36.0,35.873
YouGov,376,36.0,37.713
Essential,378,38.0,37.381
Newspoll2,390,36.0,35.873
YouGov,390,34.0,35.713
Essential,392,37.0,36.381
Newspoll2,404,35.0,34.873
YouGov,404,34.0,35.713
Essential,406,37.0,36.381
ReachTEL,408,34.5,35.252
Essential,414,36.0,35.381
Newspoll2,418,37.0,36.873
YouGov,418,34.0,35.713
Ipsos,424,35.0,36.019
Essential,428,38.0,37.381
YouGov,432,34.0,35.713
Essential,435,38.0,37.381
Newspoll2,439,36.0,35.873
Essential,442,36.0,35.381
ReachTEL,447,36.0,36.752
Essential,453,37.0,36.381
Newspoll2,460,36.0,35.873
Essential,470,36.0,35.381
Newspoll2,474,35.0,34.873
Essential,488,36.0,35.381
Newspoll2,487,34.0,33.873
YouGov,488,31.0,32.713
Essential,498,36.0,35.381
YouGov,502,32.0,33.713
ReachTEL,506,33.0,33.752
Ipsos,509,34.0,35.019
Newspoll2,509,36.0,35.873
YouGov,516,34.0,35.713
Essential,516,37.0,36.381
Newspoll2,523,36.0,35.873
Essential,551,37.0,36.381
ReachTEL,563,34.0,34.752
Essential,565,35.0,34.381
Newspoll2,571,38.0,37.873
Essential,579,36.0,35.381
Newspoll2,586,36.0,35.873
ReachTEL,593,33.0,33.752
Essential,593,35.0,34.381
Newspoll2,600,37.0,36.873
Morgan multi-mode,604,36.0,35.621
Essential,607,36.0,35.381
Morgan multi-mode,618,40.0,39.621
Newspoll2,621,37.0,36.873
Essential,621,38.0,37.381
ReachTEL,625,34.0,34.752
Morgan multi-mode,625,38.5,38.121
Ipsos,632,36.0,37.019
Newspoll2,635,38.0,37.873
Essential,635,38.0,37.381
Newspoll2,649,38.0,37.873
Essential,649,37.0,36.381
ReachTEL,658,36.0,36.752
Essential,663,38.0,37.381
Ipsos,669,36.0,37.019
Newspoll2,670,39.0,38.873
Essential,670,38.0,37.381
Essential,677,40.0,39.381
Newspoll2,684,38.0,37.873
ReachTEL,689,35.0,35.752
Essential,691,36.0,35.381
Essential,705,38.0,37.381
Newspoll2,705,38.0,37.873
Ipsos,712,35.0,36.019
Newspoll2,719,39.0,38.873
Essential,719,40.0,39.381
Newspoll2,733,38.0,37.873
Essential,733,40.0,39.381
Ipsos,739,39.0,40.019
Newspoll2,747,39.0,38.873
Essential,747,41.0,40.381
Newspoll2,761,37.0,36.873
Essential,761,39.0,38.381
