Firm,Day,OTH FP,OTH FP adj
Newspoll,1,15.0,13.415
Newspoll,22,15.0,13.415
F2F Morgan,47,10.5,11.943
F2F Morgan,61,14.0,15.443
Newspoll,57,17.0,15.415
F2F Morgan,75,12.0,13.443
Newspoll,78,13.0,11.415
F2F Morgan,89,12.5,13.943
F2F Morgan,103,11.0,12.443
Newspoll,106,16.0,14.415
F2F Morgan,117,12.5,13.943
Newspoll,485,13.0,11.415
Newspoll,865,15.0,13.46
F2F Morgan,135,11.0,12.443
F2F Morgan,145,11.5,12.943
Newspoll,148,14.0,12.415
F2F Morgan,159,13.5,14.943
Newspoll,162,16.0,14.415
F2F Morgan,173,14.0,15.443
Newspoll,176,15.0,13.415
F2F Morgan,187,12.5,13.943
Newspoll,190,17.0,15.415
F2F Morgan,201,11.0,12.443
Newspoll,211,15.0,13.415
F2F Morgan,213,11.0,12.443
Newspoll,225,14.0,12.415
F2F Morgan,229,12.0,13.443
Newspoll,239,13.0,11.415
F2F Morgan,243,11.0,12.443
Newspoll,253,16.0,14.415
F2F Morgan,257,11.0,12.443
Newspoll,267,14.0,12.415
F2F Morgan,271,10.0,11.443
Newspoll,281,13.0,11.415
F2F Morgan,285,9.5,10.943
Newspoll,295,14.0,12.415
F2F Morgan,299,10.0,11.443
Newspoll,309,13.0,11.415
F2F Morgan,317,9.0,10.443
F2F Morgan,327,9.0,10.443
Newspoll,330,11.0,9.415
F2F Morgan,341,9.0,10.443
Newspoll,344,13.0,11.415
F2F Morgan,355,10.0,11.443
Newspoll,358,11.0,9.415
F2F Morgan,369,8.0,9.443
Newspoll,372,14.0,12.415
F2F Morgan,383,9.5,10.943
Newspoll,386,11.0,9.415
F2F Morgan,411,9.5,10.943
Nielsen,417,12.0,12.526
Newspoll,421,12.0,10.415
F2F Morgan,425,8.5,9.943
Newspoll,435,13.0,11.415
F2F Morgan,439,9.5,10.943
Newspoll,449,15.0,13.415
F2F Morgan,453,10.0,11.443
Newspoll,463,12.0,10.415
F2F Morgan,467,9.5,10.943
Newspoll,477,13.0,11.415
F2F Morgan,478,10.0,11.443
Newspoll,484,12.0,10.415
F2F Morgan,485,8.5,9.943
Newspoll,491,11.0,9.415
F2F Morgan,499,9.0,10.443
Newspoll,505,13.0,11.415
F2F Morgan,506,8.0,9.443
F2F Morgan,513,10.0,11.443
F2F Morgan,523,10.0,11.443
Newspoll,526,10.0,8.415
Nielsen,526,8.0,8.526
F2F Morgan,537,9.5,10.943
Newspoll,540,10.0,8.415
Nielsen,540,9.0,9.526
F2F Morgan,551,8.5,9.943
Newspoll,554,13.0,11.415
F2F Morgan,565,9.0,10.443
Newspoll,575,12.0,10.415
F2F Morgan,579,7.5,8.943
Newspoll,589,12.0,10.415
Newspoll,603,12.0,10.415
F2F Morgan,607,9.0,10.443
Newspoll,617,14.0,12.415
F2F Morgan,625,10.0,11.443
Newspoll,631,15.0,13.415
F2F Morgan,632,9.0,10.443
F2F Morgan,639,12.5,13.943
Newspoll,645,14.0,12.415
F2F Morgan,649,13.0,14.443
Newspoll,659,16.0,14.415
F2F Morgan,663,12.0,13.443
Nielsen,666,12.0,12.526
Newspoll,673,13.0,11.415
F2F Morgan,681,10.5,11.943
F2F Morgan,691,10.5,11.943
Newspoll,694,16.0,14.415
F2F Morgan,705,10.0,11.443
Newspoll,708,12.0,10.415
F2F Morgan,719,12.5,13.943
Newspoll,722,17.0,15.415
F2F Morgan,730,12.0,13.443
Newspoll,736,15.0,13.415
F2F Morgan,737,13.0,14.443
Newspoll,743,11.0,9.415
Nielsen,743,11.0,11.526
F2F Morgan,744,11.5,12.943
Newspoll,750,10.0,8.415
F2F Morgan,754,8.5,9.943
F2F Morgan,775,7.5,8.943
Newspoll,785,14.0,12.415
F2F Morgan,789,9.0,10.443
F2F Morgan,803,8.5,9.943
Newspoll,806,12.0,10.415
F2F Morgan,817,7.5,8.865
Newspoll,820,10.0,8.423
Nielsen,827,9.0,9.593
F2F Morgan,831,7.5,8.728
Newspoll,834,10.0,8.435
F2F Morgan,845,9.0,10.092
Newspoll,848,7.0,5.446
Nielsen,855,8.0,8.696
F2F Morgan,859,7.5,8.455
Newspoll,862,11.0,9.457
F2F Morgan,873,6.5,7.319
Newspoll,876,9.0,7.468
Nielsen,883,8.0,8.8
F2F Morgan,887,7.0,7.683
Newspoll,890,11.0,9.48
Newspoll,904,10.0,8.491
F2F Morgan,905,8.5,9.007
Nielsen,911,6.0,6.903
F2F Morgan,915,7.5,7.91
Newspoll,918,10.0,8.502
F2F Morgan,929,7.0,7.274
Newspoll,939,9.0,7.512
Nielsen,939,6.0,6.97
F2F Morgan,943,7.0,7.274
Newspoll,953,10.0,8.512
F2F Morgan,954,7.0,7.274
F2F Morgan,961,4.5,4.774
Nielsen,967,7.0,7.97
Newspoll,967,10.0,8.512
F2F Morgan,971,9.0,9.274
Galaxy,974,7.155,7.648
Morgan Phone,977,7.159,7.667
Newspoll,981,9.0,7.512
F2F Morgan,985,9.0,9.274
Galaxy,988,9.02,9.513
Newspoll,995,13.0,11.512
Nielsen,995,9.0,9.97
F2F Morgan,999,8.5,8.774
Galaxy,1002,9.577,10.069
Galaxy,1008,6.586,7.079
Newspoll,1009,11.0,9.512
F2F Morgan,1013,8.0,8.274
Newspoll,1016,7.0,5.512
Nielsen,1016,6.0,6.97
Newspoll,1023,8.0,6.512
F2F Morgan,1024,8.5,8.774
Nielsen,1027,5.0,5.97
Newspoll,1030,9.0,7.512
Galaxy,1030,6.951,7.444
F2F Morgan,1031,9.0,9.274
Nielsen,1034,6.0,6.97
Morgan Phone,1034,7.06,7.568
Newspoll,1037,10.0,8.512
F2F Morgan,1038,7.0,7.274
Morgan Phone,1041,6.663,7.172
Nielsen,1043,6.0,6.97
Newspoll,1044,8.0,6.512
F2F Morgan,1045,9.0,9.274
Galaxy,1044,6.738,7.23
Newspoll,1049,9.0,7.512
Nielsen,1048,7.0,7.97
Galaxy,1050,6.471,6.964
Morgan Phone,1050,6.5,7.009
