Firm,Day,OTH FP,OTH FP adj
F2F Morgan,1,10.0,10.732
F2F Morgan,15,9.0,9.732
Newspoll,22,10.0,9.599
F2F Morgan,29,10.0,10.732
F2F Morgan,43,10.0,10.732
F2F Morgan,57,10.0,10.732
Newspoll,60,12.0,11.599
F2F Morgan,71,10.0,10.732
Newspoll,81,12.0,11.599
F2F Morgan,85,11.0,11.732
F2F Morgan,99,10.0,10.732
Newspoll,106,11.5,11.099
F2F Morgan,113,11.0,11.732
Newspoll,127,11.0,10.599
F2F Morgan,127,10.0,10.732
Newspoll,141,12.0,11.599
F2F Morgan,141,10.0,10.732
F2F Morgan,176,11.0,11.732
F2F Morgan,190,11.0,11.732
F2F Morgan,204,9.0,9.732
Newspoll,214,11.0,10.599
F2F Morgan,218,11.0,11.732
F2F Morgan,232,12.0,12.732
Newspoll,242,14.0,13.599
F2F Morgan,246,11.0,11.732
F2F Morgan,260,13.0,13.732
Newspoll,274,12.0,11.599
F2F Morgan,274,12.0,12.732
F2F Morgan,288,11.0,11.732
F2F Morgan,302,11.0,11.732
Newspoll,312,12.0,11.599
F2F Morgan,316,11.0,11.732
F2F Morgan,330,11.0,11.732
Newspoll,333,12.0,11.599
F2F Morgan,344,11.0,11.732
Saulwick,348,17.0,15.001
F2F Morgan,358,11.0,11.732
Newspoll,361,14.0,13.599
F2F Morgan,372,11.0,11.732
Saulwick,379,14.0,12.001
Newspoll,386,10.0,9.599
F2F Morgan,386,11.0,11.732
F2F Morgan,400,9.5,10.232
Saulwick,410,12.0,10.001
F2F Morgan,414,11.0,11.732
Newspoll,424,12.0,11.599
F2F Morgan,428,10.5,11.232
Saulwick,441,16.0,14.001
F2F Morgan,442,8.0,8.732
Newspoll,452,10.0,9.599
F2F Morgan,456,8.0,8.732
F2F Morgan,470,10.0,10.732
Newspoll,480,12.0,11.599
F2F Morgan,484,10.0,10.732
F2F Morgan,498,8.5,9.232
Newspoll,505,11.0,10.599
F2F Morgan,512,10.0,10.732
F2F Morgan,540,10.0,10.732
F2F Morgan,554,10.0,10.732
F2F Morgan,568,11.0,11.732
Newspoll,571,13.0,12.599
F2F Morgan,582,11.0,11.732
F2F Morgan,596,13.0,13.732
Newspoll,599,13.0,12.599
F2F Morgan,610,12.0,12.732
F2F Morgan,624,13.0,13.732
Newspoll,635,15.0,14.599
F2F Morgan,638,13.0,13.732
F2F Morgan,652,13.0,13.732
Newspoll,655,10.0,9.599
F2F Morgan,661,13.0,13.732
F2F Morgan,663,12.0,12.732
Newspoll,669,15.0,14.599
F2F Morgan,670,15.0,15.732
F2F Morgan,680,17.0,17.732
Newspoll,690,16.0,15.599
F2F Morgan,694,16.0,16.732
Newspoll,704,16.0,15.599
F2F Morgan,708,15.0,15.732
F2F Morgan,722,14.0,14.732
Newspoll,725,17.0,16.599
F2F Morgan,736,13.0,13.732
F2F Morgan,747,12.0,12.732
F2F Morgan,754,13.0,13.732
Newspoll,760,13.0,12.594
F2F Morgan,765,11.0,11.732
F2F Morgan,778,12.0,12.733
Newspoll,788,15.0,14.588
F2F Morgan,792,14.0,14.733
F2F Morgan,806,15.5,16.233
Newspoll,816,15.0,14.582
F2F Morgan,820,13.0,13.733
Quadrant,825,15.0,14.72
F2F Morgan,834,15.0,15.733
F2F Morgan,848,12.0,12.733
Newspoll,851,15.0,14.575
F2F Morgan,862,13.5,14.233
Newspoll,869,15.5,15.074
F2F Morgan,876,14.0,14.733
F2F Morgan,904,13.0,13.733
F2F Morgan,918,13.0,13.733
F2F Morgan,932,15.0,15.733
Newspoll,935,17.0,16.574
Saulwick,935,23.0,21.163
F2F Morgan,943,16.0,16.733
F2F Morgan,950,18.0,18.733
Newspoll,956,19.0,18.574
F2F Morgan,957,19.0,19.733
F2F Morgan,964,19.0,19.733
Newspoll,970,21.0,20.574
F2F Morgan,971,18.0,18.733
F2F Morgan,973,20.0,20.733
Newspoll,974,19.0,18.574
F2F Morgan,975,18.5,19.233
