Firm,Day,ALP FP,ALP FP adj
Newspoll2,37,33.0,32.429
Newspoll2,58,34.0,33.429
Newspoll2,78,35.0,34.429
Newspoll2,100,33.0,32.429
Newspoll2,121,33.0,32.429
Newspoll2,142,35.0,34.429
Newspoll2,155,33.0,32.429
Newspoll2,169,33.0,32.429
Newspoll2,204,36.0,35.429
Newspoll2,225,35.0,34.429
ANU,220,33.4,33.609
Essential,204,37.234,35.143
Essential,218,37.234,35.143
Essential,232,38.298,36.207
Essential,246,38.298,36.207
Newspoll2,246,34.0,33.429
Morgan multi-mode,258,36.0,36.74
Essential,261,37.634,35.543
Newspoll2,267,36.0,35.429
Essential,275,36.957,34.865
Essential,282,36.957,34.865
Newspoll2,287,34.0,33.429
Essential,289,38.462,36.37
Essential,296,37.234,35.143
Essential,303,34.409,32.317
Morgan multi-mode,307,33.0,33.74
Newspoll2,309,36.0,35.429
Essential,310,36.17,34.079
Essential,317,37.363,35.271
Essential,324,34.066,31.975
Newspoll2,330,35.0,34.429
Essential,331,38.462,36.37
Morgan multi-mode,335,33.0,33.74
Essential,338,35.484,33.393
Essential,345,34.043,31.951
Newspoll2,351,34.0,33.429
Essential,354,35.87,33.778
Essential,361,37.234,35.143
Morgan multi-mode,363,34.5,35.24
Essential,368,36.264,34.173
Newspoll2,371,35.0,34.429
Essential,375,36.264,34.173
Essential,387,37.363,35.271
Newspoll2,393,34.0,33.429
Morgan multi-mode,391,33.5,34.24
Essential,401,38.043,35.952
Newspoll2,414,33.0,32.429
Essential,415,37.778,35.687
Morgan multi-mode,419,32.5,33.24
Essential,429,37.634,35.543
Newspoll2,435,36.0,35.429
Essential,443,34.783,32.691
Newspoll2,456,34.0,33.429
Essential,457,34.066,31.975
Essential,471,36.559,34.468
Newspoll2,477,34.0,33.429
Essential,478,36.667,34.575
Essential,485,37.634,35.543
Morgan multi-mode,489,34.0,34.74
Newspoll2,505,35.0,34.429
Morgan multi-mode,517,34.0,34.74
Newspoll2,526,36.0,35.429
Essential,499,38.462,36.37
Essential,513,38.043,35.952
Essential,527,38.043,35.952
Essential,541,38.462,36.37
Essential,576,35.484,33.393
Newspoll2,589,36.0,35.429
Essential,590,38.043,35.952
Morgan multi-mode,601,34.5,35.24
Newspoll2,610,37.0,36.429
Newspoll2,631,39.0,38.429
Morgan multi-mode,629,34.5,35.24
Newspoll2,645,38.0,37.429
ResolvePM,667,33.0,35.525
Newspoll2,673,38.0,37.429
Newspoll2,695,36.0,35.429
ResolvePM,694,35.0,37.525
Newspoll2,715,36.0,35.429
Morgan multi-mode,713,35.5,36.24
ResolvePM,722,36.0,38.525
Morgan multi-mode,727,34.5,35.24
Newspoll2,736,37.0,36.429
Newspoll2,757,39.0,38.429
ResolvePM,756,35.0,37.525
Essential,603,37.634,35.543
Essential,617,36.957,34.865
Essential,631,36.957,34.865
Essential,645,38.71,36.618
Essential,659,38.71,36.618
Essential,673,36.559,34.468
Essential,687,39.56,37.469
Essential,701,38.462,36.37
Essential,715,37.634,35.543
Essential,729,38.71,36.618
Essential,743,39.56,37.469
Essential,757,38.71,36.618
Morgan multi-mode,755,37.0,37.74
Morgan multi-mode,769,37.0,37.74
Newspoll2,778,39.0,38.429
Morgan multi-mode,783,37.5,38.24
ResolvePM,791,32.0,34.525
Newspoll2,799,40.0,39.429
Morgan multi-mode,797,38.5,39.24
Morgan multi-mode,811,35.0,35.74
Newspoll2,820,38.0,37.429
