House,Party,0%,10%,20%,30%,40%,50%,60%,70%,80%,90%,100%
New house effects
Newspoll,LNP FP,-1.523602851371763,-0.8518652512167721,-0.6833731432157415,-0.5668843404755416,-0.451513867153058,-0.3658704010117553,-0.2758129090050736,-0.18008847355472807,-0.078740485337529,0.04198807453822152,0.5751155098896946
Nielsen,LNP FP,-1.3662302173769159,-0.4498707255676834,-0.2783652263559019,-0.17023010335812744,-0.08270522350473586,-0.009524477030234402,0.07109848212818662,0.15637840952419285,0.26640758309997925,0.41625399015729014,1.1215766750390856
Galaxy,LNP FP,-0.8461469625399548,-0.07298009661485964,0.05750219481697774,0.17255113762047275,0.2727793331880377,0.3656511350295307,0.46518275839145906,0.5789257665918295,0.7249854966966296,0.9347577160909979,1.6290492316269725
F2F Morgan,LNP FP,-3.6144894795967497,-2.4261099154997714,-2.0740828303762964,-1.8255234231359374,-1.618490171240893,-1.4497226345242777,-1.2634170553615984,-1.0873663885620548,-0.8567117008093712,-0.5818772302130912,0.6160062479280635
Morgan Phone,LNP FP,-3.880422376453841,-1.8765335041759799,-1.431628592602536,-1.0896260779852645,-0.8687406043910877,-0.6511495487627759,-0.4476715488935925,-0.26008371551953885,-0.06187286086061415,0.16697913311995793,1.4171081331075897
Old house effects
Newspoll,LNP FP,-1.4167479873993725,-0.6565736007682332,-0.446885673543176,-0.31091480163731944,-0.18961188256684217,-0.08799503498559272,0.0122370558948927,0.1214775669759636,0.25165981658830494,0.43682142302462357,1.3055971601465433
Nielsen,LNP FP,-2.1355051196632786,-0.7939280066248646,-0.5588527823448033,-0.38956973260870204,-0.2522609345492984,-0.1352410477449569,-0.030395478558762075,0.07589729869930614,0.21618817338065,0.41333221982235535,1.3915551314717924
Galaxy,LNP FP,-1.3819709998163652,-0.33576568633114495,-0.13661030137916758,-0.004212948900091268,0.11094733257346287,0.2305450246546396,0.35646328067630106,0.49688573271619246,0.6806377187118124,0.9390302468506255,2.223838183961004
F2F Morgan,LNP FP,-3.132638230298998,-2.1078634359559305,-1.8479757685925184,-1.6752019279698112,-1.5336679863181812,-1.4100183233095929,-1.2678878543556813,-1.1364462722221171,-0.9592914000057496,-0.748076393149244,0.2742019114591817
Morgan Phone,LNP FP,-4.437435657595161,-1.5483251782658793,-0.9746212386715591,-0.6346780505445211,-0.3633487544782173,-0.16546915734021672,0.007171940976395539,0.20987469558266877,0.48537578855151253,0.9963681725275267,4.534929869967856
