Firm,Day,LNP FP,LNP FP adj
F2F Morgan,1,47.0,47.0
F2F Morgan,63,48.0,48.0
F2F Morgan,183,47.0,47.0
F2F Morgan,260,45.0,45.0
F2F Morgan,451,43.0,43.0
F2F Morgan,461,47.0,47.0
F2F Morgan,548,45.0,45.0
F2F Morgan,604,46.0,46.0
F2F Morgan,614,42.0,42.0
F2F Morgan,640,45.0,45.0
F2F Morgan,701,45.0,45.0
F2F Morgan,793,40.0,40.0
F2F Morgan,848,37.0,37.0
F2F Morgan,858,40.0,40.0
F2F Morgan,914,42.0,42.0
F2F Morgan,944,47.0,47.0
F2F Morgan,975,46.0,46.0
F2F Morgan,1006,46.0,46.0
F2F Morgan,1036,42.0,42.0
F2F Morgan,1067,41.0,41.0
F2F Morgan,1077,42.0,42.0
