Firm,Day,LNP FP,LNP FP adj
F2F Morgan,1,43.0,43.498
F2F Morgan,36,43.0,43.498
F2F Morgan,50,41.0,41.498
F2F Morgan,61,47.0,47.498
F2F Morgan,68,42.0,42.498
F2F Morgan,78,46.0,46.498
F2F Morgan,92,45.0,45.498
F2F Morgan,106,46.0,46.498
F2F Morgan,120,46.0,46.498
F2F Morgan,134,44.0,44.498
F2F Morgan,148,49.0,49.498
F2F Morgan,162,47.0,47.498
F2F Morgan,176,45.0,45.498
F2F Morgan,190,49.0,49.498
F2F Morgan,204,49.0,49.498
F2F Morgan,218,48.0,48.498
F2F Morgan,232,47.0,47.498
F2F Morgan,246,46.0,46.498
F2F Morgan,260,46.0,46.498
F2F Morgan,272,50.0,50.498
F2F Morgan,281,47.0,47.498
F2F Morgan,295,46.0,46.498
F2F Morgan,309,44.0,44.498
F2F Morgan,323,44.0,44.498
F2F Morgan,337,44.0,44.498
Newspoll,340,42.0,43.258
F2F Morgan,351,45.0,45.498
Newspoll,354,42.0,43.258
F2F Morgan,365,43.0,43.498
Newspoll,368,45.0,46.258
F2F Morgan,400,43.0,43.498
Newspoll,410,43.0,44.258
F2F Morgan,414,42.0,42.498
F2F Morgan,428,46.0,46.498
Newspoll,438,42.0,43.258
F2F Morgan,442,45.0,45.498
F2F Morgan,456,43.0,43.498
Newspoll,466,41.0,42.258
F2F Morgan,470,44.0,44.498
F2F Morgan,484,42.0,42.498
Newspoll,494,41.0,42.258
F2F Morgan,498,46.0,46.498
F2F Morgan,512,42.0,42.498
Newspoll,522,45.0,46.258
F2F Morgan,526,43.0,43.498
F2F Morgan,540,43.0,43.498
F2F Morgan,554,46.0,46.498
Newspoll,557,43.0,44.258
F2F Morgan,568,43.0,43.498
F2F Morgan,582,47.0,47.498
Newspoll,585,45.0,46.258
F2F Morgan,596,47.0,47.498
F2F Morgan,610,50.0,50.498
Newspoll,620,43.0,44.258
F2F Morgan,621,46.0,46.498
F2F Morgan,631,47.0,47.498
F2F Morgan,645,48.0,48.498
Newspoll,648,50.0,51.258
F2F Morgan,659,48.0,48.498
F2F Morgan,673,47.0,47.498
Newspoll,676,47.0,48.258
F2F Morgan,687,46.0,46.498
F2F Morgan,701,45.0,45.499
Newspoll,704,45.0,46.256
F2F Morgan,715,48.0,48.508
F2F Morgan,729,46.0,46.518
Newspoll,732,47.0,48.237
F2F Morgan,764,47.0,47.54
F2F Morgan,778,46.0,46.55
Newspoll,784,46.0,47.203
F2F Morgan,789,49.0,49.558
F2F Morgan,796,46.0,46.562
Newspoll,802,46.0,47.191
F2F Morgan,803,45.0,45.567
F2F Morgan,810,44.0,44.571
F2F Morgan,820,45.5,46.078
Newspoll,823,46.0,47.179
F2F Morgan,831,46.0,46.578
Newspoll,837,43.0,44.179
F2F Morgan,841,48.0,48.578
Newspoll,848,43.0,44.179
F2F Morgan,855,46.0,46.578
F2F Morgan,868,43.0,43.578
Newspoll,872,48.0,49.179
F2F Morgan,883,44.0,44.578
Newspoll,886,44.0,45.179
F2F Morgan,894,45.0,45.578
F2F Morgan,901,45.0,45.578
Newspoll,907,41.0,42.179
F2F Morgan,908,44.0,44.578
Newspoll,914,39.0,40.179
F2F Morgan,915,44.0,44.578
Newspoll,921,45.0,46.179
F2F Morgan,922,43.0,43.578
Newspoll,928,44.0,45.179
F2F Morgan,929,43.5,44.078
Newspoll,935,43.0,44.179
F2F Morgan,936,44.0,44.578
Newspoll,938,41.0,42.179
Newspoll,940,43.0,44.179
