Firm,Day,OTH FP,OTH FP adj
F2F Morgan,1,8.0,7.751
F2F Morgan,36,9.0,8.751
F2F Morgan,50,9.0,8.751
F2F Morgan,61,10.0,9.751
F2F Morgan,68,9.0,8.751
F2F Morgan,78,8.0,7.751
F2F Morgan,92,7.0,6.751
F2F Morgan,106,7.0,6.751
F2F Morgan,120,6.0,5.751
F2F Morgan,134,8.0,7.751
F2F Morgan,148,8.0,7.751
F2F Morgan,162,9.0,8.751
F2F Morgan,176,10.0,9.751
F2F Morgan,190,10.0,9.751
F2F Morgan,204,10.0,9.751
F2F Morgan,218,8.0,7.751
F2F Morgan,232,9.0,8.751
F2F Morgan,246,7.0,6.751
F2F Morgan,260,9.0,8.751
F2F Morgan,272,7.0,6.751
F2F Morgan,281,7.0,6.751
F2F Morgan,295,8.0,7.751
F2F Morgan,309,8.0,7.751
F2F Morgan,323,9.0,8.751
F2F Morgan,337,8.0,7.751
Newspoll,340,9.0,8.76
F2F Morgan,351,9.0,8.751
Newspoll,354,9.0,8.76
F2F Morgan,365,9.0,8.751
Newspoll,368,7.0,6.76
F2F Morgan,400,7.0,6.751
Newspoll,410,7.0,6.76
F2F Morgan,414,8.0,7.751
F2F Morgan,428,6.0,5.751
Newspoll,438,8.0,7.76
F2F Morgan,442,7.0,6.751
F2F Morgan,456,8.0,7.751
Newspoll,466,10.0,9.76
F2F Morgan,470,8.0,7.751
F2F Morgan,484,9.0,8.751
Newspoll,494,8.0,7.76
F2F Morgan,498,9.0,8.751
F2F Morgan,512,10.0,9.751
Newspoll,522,10.0,9.76
F2F Morgan,526,8.0,7.751
F2F Morgan,540,9.0,8.751
F2F Morgan,554,8.0,7.751
Newspoll,557,8.0,7.76
F2F Morgan,568,9.0,8.751
F2F Morgan,582,9.0,8.751
Newspoll,585,10.0,9.76
F2F Morgan,596,10.0,9.751
F2F Morgan,610,10.0,9.751
Newspoll,620,11.0,10.76
F2F Morgan,621,11.0,10.751
F2F Morgan,631,10.0,9.751
F2F Morgan,645,10.0,9.751
Newspoll,648,10.0,9.76
F2F Morgan,659,11.0,10.751
F2F Morgan,673,10.0,9.751
Newspoll,676,10.0,9.76
F2F Morgan,687,10.0,9.751
F2F Morgan,701,11.0,10.744
Newspoll,704,10.0,9.774
F2F Morgan,715,10.0,9.697
F2F Morgan,729,9.0,8.649
Newspoll,732,7.0,6.869
F2F Morgan,764,9.0,8.533
F2F Morgan,778,8.0,7.485
Newspoll,784,9.0,9.047
F2F Morgan,789,10.0,9.444
F2F Morgan,796,10.0,9.424
Newspoll,802,9.0,9.108
F2F Morgan,803,8.0,7.396
F2F Morgan,810,9.0,8.376
F2F Morgan,820,9.0,8.342
Newspoll,823,7.0,7.169
F2F Morgan,831,9.0,8.342
Newspoll,837,6.0,6.169
F2F Morgan,841,9.0,8.342
Newspoll,848,8.0,8.169
F2F Morgan,855,7.0,6.342
F2F Morgan,868,8.0,7.342
Newspoll,872,6.0,6.169
F2F Morgan,883,7.0,6.342
Newspoll,886,7.0,7.169
F2F Morgan,894,7.0,6.342
F2F Morgan,901,8.0,7.342
Newspoll,907,6.0,6.169
F2F Morgan,908,7.0,6.342
Newspoll,914,7.0,7.169
F2F Morgan,915,8.0,7.342
Newspoll,921,5.0,5.169
F2F Morgan,922,8.0,7.342
Newspoll,928,7.0,7.169
F2F Morgan,929,8.0,7.342
Newspoll,935,8.0,8.169
F2F Morgan,936,8.0,7.342
Newspoll,938,7.0,7.169
Newspoll,940,8.5,8.669
