Firm,Day,GRN FP,GRN FP adj
Morgan Phone,1,1.5,1.383
Morgan Phone,31,3.0,2.883
Morgan Phone,62,2.0,1.883
F2F Morgan,822,1.5,1.697
Nielsen,839,2.0,1.788
F2F Morgan,854,1.5,1.697
F2F Morgan,885,1.5,1.697
F2F Morgan,913,2.0,2.197
F2F Morgan,945,2.5,2.697
F2F Morgan,973,2.0,2.197
F2F Morgan,1011,2.0,2.197
F2F Morgan,1039,2.0,2.192
F2F Morgan,1060,3.0,3.188
F2F Morgan,1078,2.0,2.185
F2F Morgan,1099,2.0,2.181
F2F Morgan,1126,2.0,2.177
F2F Morgan,1158,2.0,2.176
F2F Morgan,1186,2.0,2.176
F2F Morgan,1214,1.5,1.676
Morgan Phone,1239,2.5,2.351
