Firm,Day,LNP FP,LNP FP adj
Newspoll2,37,44.0,44.49
Newspoll2,58,42.0,42.49
Newspoll2,78,43.0,43.49
Newspoll2,100,42.0,42.49
Newspoll2,121,42.0,42.49
Newspoll2,142,40.0,40.49
Newspoll2,155,41.0,41.49
Newspoll2,169,42.0,42.49
Newspoll2,204,40.0,40.49
Newspoll2,225,38.0,38.49
ANU,220,34.8,35.769
Essential,204,38.298,38.535
Essential,218,39.362,39.599
Essential,232,36.17,36.407
Essential,246,40.426,40.662
Newspoll2,246,38.0,38.49
Morgan multi-mode,258,36.5,37.229
Essential,261,40.86,41.097
Newspoll2,267,40.0,40.49
Essential,275,40.217,40.454
Essential,282,41.304,41.541
Newspoll2,287,42.0,42.49
Essential,289,39.56,39.797
Essential,296,40.426,40.662
Essential,303,43.011,43.248
Morgan multi-mode,307,43.5,44.229
Newspoll2,309,41.0,41.49
Essential,310,42.553,42.79
Essential,317,41.758,41.995
Essential,324,45.055,45.292
Newspoll2,330,43.0,43.49
Essential,331,41.758,41.995
Morgan multi-mode,335,44.5,45.229
Essential,338,41.935,42.172
Essential,345,41.489,41.726
Newspoll2,351,42.0,42.49
Essential,354,43.478,43.715
Essential,361,40.426,40.662
Morgan multi-mode,363,42.5,43.229
Essential,368,42.857,43.094
Newspoll2,371,42.0,42.49
Essential,375,42.857,43.094
Essential,387,40.659,40.896
Newspoll2,393,44.0,44.49
Morgan multi-mode,391,43.5,44.229
Essential,401,41.304,41.541
Newspoll2,414,43.0,43.49
Essential,415,42.222,42.459
Morgan multi-mode,419,46.0,46.729
Essential,429,41.935,42.172
Newspoll2,435,41.0,41.49
Essential,443,41.304,41.541
Newspoll2,456,43.0,43.49
Essential,457,45.055,45.292
Essential,471,41.935,42.172
Newspoll2,477,44.0,44.49
Essential,478,44.444,44.681
Essential,485,41.935,42.172
Morgan multi-mode,489,42.5,43.229
Newspoll2,505,43.0,43.49
Morgan multi-mode,517,42.0,42.729
Newspoll2,526,43.0,43.49
Essential,499,42.857,43.094
Essential,513,41.304,41.541
Essential,527,41.304,41.541
Essential,541,40.659,40.896
Essential,576,43.011,43.248
Newspoll2,589,42.0,42.49
Essential,590,40.217,40.454
Morgan multi-mode,601,40.0,40.729
Newspoll2,610,42.0,42.49
Newspoll2,631,39.0,39.49
Morgan multi-mode,629,41.0,41.729
Newspoll2,645,40.0,40.49
ResolvePM,667,38.0,38.805
Newspoll2,673,41.0,41.49
Newspoll2,695,41.0,41.49
ResolvePM,694,39.0,39.805
Newspoll2,715,41.0,41.49
Morgan multi-mode,713,40.0,40.729
ResolvePM,722,40.0,40.805
Morgan multi-mode,727,41.5,42.229
Newspoll2,736,41.0,41.49
Newspoll2,757,39.0,39.49
ResolvePM,756,38.0,38.805
Essential,603,41.935,42.172
Essential,617,40.217,40.454
Essential,631,41.304,41.541
Essential,645,41.935,42.172
Essential,659,39.785,40.022
Essential,673,41.935,42.172
Essential,687,41.758,41.995
Essential,701,40.659,40.896
Essential,715,40.86,41.097
Essential,729,40.86,41.097
Essential,743,40.659,40.896
Essential,757,39.785,40.022
Morgan multi-mode,755,39.0,39.729
Morgan multi-mode,769,37.0,37.729
Newspoll2,778,39.0,39.49
Morgan multi-mode,783,37.5,38.229
ResolvePM,791,40.0,40.805
Newspoll2,799,36.0,36.49
Morgan multi-mode,797,37.5,38.229
Morgan multi-mode,811,38.5,39.229
Newspoll2,820,37.0,37.49
ResolvePM,819,39.0,39.805
Morgan multi-mode,825,36.0,36.768
Newspoll2,834,37.0,37.498
Morgan multi-mode,839,37.5,38.405
Newspoll2,855,35.0,35.513
ResolvePM,856,37.0,37.855
Morgan multi-mode,853,36.5,37.541
Essential,771,41.304,41.541
Essential,785,40.659,40.896
Essential,799,40.426,40.662
Essential,813,41.304,41.541
Essential,827,41.304,41.363
Essential,841,37.778,37.42
Essential,855,39.362,38.588
Morgan multi-mode,867,36.5,37.678
Newspoll2,876,37.0,37.527
ResolvePM,884,39.0,39.896
Essential,869,41.111,39.921
Essential,883,39.362,37.756
Morgan multi-mode,881,35.5,36.814
Newspoll2,897,36.0,36.542
Morgan multi-mode,895,34.5,35.951
Morgan multi-mode,909,34.5,36.087
ResolvePM,940,34.0,34.978
Morgan multi-mode,935,34.5,36.341
Newspoll2,952,34.0,34.573
Morgan multi-mode,949,33.0,34.899
Essential,895,40.86,38.897
Essential,902,39.56,37.419
Essential,944,38.71,35.379
Essential,958,40.217,36.887
Newspoll2,967,34.0,34.573
Morgan multi-mode,963,33.0,34.899
Essential,972,37.234,33.904
ResolvePM,976,33.0,33.981
Newspoll2,981,35.0,35.573
Morgan multi-mode,975,32.5,34.399
Morgan multi-mode,983,34.0,35.899
Essential,986,39.56,36.23
Newspoll2,995,35.0,35.573
Morgan multi-mode,992,33.5,35.399
Morgan multi-mode,1001,31.0,32.899
Essential,1000,40.217,36.887
ANU,576,41.977,42.946
ANU,972,34.183,34.9
Morgan multi-mode,1008,33.0,34.899
Newspoll2,1016,36.0,36.573
Ipsos,1016,34.444,35.726
Morgan multi-mode,1015,33.0,34.899
Essential,1014,38.947,35.617
ResolvePM,1016,34.0,34.981
Newspoll2,1023,36.0,36.573
Morgan multi-mode,1022,32.5,34.399
ResolvePM,1029,35.0,35.981
Newspoll2,1031,35.0,35.573
Morgan multi-mode,1029,35.5,37.399
Essential,1028,39.785,36.455
Ipsos,1037,34.409,35.69
Newspoll2,1037,36.0,36.573
Morgan multi-mode,1036,35.5,37.399
ResolvePM2,1043,33.0,34.145
Newspoll2,1044,36.0,36.573
Morgan multi-mode,1043,35.0,36.899
Essential,1042,38.71,35.379
Ipsos,1051,31.183,32.464
Newspoll2,1051,35.0,35.573
Morgan multi-mode,1050,34.0,35.899
Newspoll2,1057,35.0,35.573
Morgan multi-mode,1057,34.0,35.899
ResolvePM2,1060,34.0,35.145
Essential,1059,38.71,35.379
Ipsos,1062,35.0,36.281
Newspoll2,1061,35.0,35.573
