Firm,Day,ALP FP,ALP FP adj
Newspoll,1,49.0,49.187
Newspoll,62,51.0,51.187
Newspoll,124,43.0,43.187
Nielsen,148,48.0,47.296
Newspoll,184,44.0,44.187
Newspoll,245,41.0,41.187
Newspoll,306,41.0,41.187
Newspoll,367,37.0,37.187
Nielsen,416,44.0,43.296
Newspoll,428,45.0,45.187
Newspoll,490,46.0,46.187
Newspoll,610,42.0,42.187
Newspoll,671,43.0,43.187
Newspoll,732,43.0,43.187
Saulwick,782,50.0,49.066
Newspoll,793,41.0,41.187
Nielsen,854,40.0,39.296
Newspoll,855,39.0,39.187
Morgan Phone,877,37.5,37.502
Newspoll,914,37.0,37.195
Newspoll,975,34.0,34.435
Morgan Phone,984,35.0,34.85
Newspoll,1036,38.0,38.652
Essential,1097,38.0,37.941
Galaxy,1102,38.0,37.872
Morgan Phone,1114,40.0,39.748
Newspoll,1122,35.0,35.652
Nielsen,1123,38.0,37.871
Nielsen,1138,38.0,37.871
Newspoll,1137,37.0,37.652
Morgan Phone,1144,39.0,38.748
Galaxy,1145,36.0,35.872
JWS Research,1148,35.0,35.093
Galaxy,1151,36.0,35.872
Morgan Phone,1151,35.5,35.248
Nielsen,1151,34.0,33.871
Newspoll,1151,33.0,33.652
