Firm,Day,ALP FP,ALP FP adj
F2F Morgan,320,40.0,38.981
Newspoll,1,46.0,46.554
Newspoll,62,38.0,38.554
Newspoll,123,40.0,40.554
Newspoll,185,39.0,39.554
Newspoll,245,31.0,31.554
Newspoll,306,38.0,38.554
Newspoll,367,36.0,36.554
Newspoll,428,36.0,36.554
Newspoll,489,38.0,38.554
Newspoll,551,36.0,36.554
Newspoll,610,36.0,36.554
Newspoll,671,38.0,38.554
Newspoll,732,35.0,35.554
Newspoll,793,36.0,36.554
Newspoll,854,40.0,40.554
Newspoll,916,42.0,42.554
Morgan Phone,941,41.5,41.247
Newspoll,975,41.0,41.554
Morgan Phone,997,39.5,39.247
Newspoll,1036,38.0,38.554
Nielsen,1041,40.0,40.022
F2F Morgan,1080,40.5,39.481
Newspoll,1097,41.0,41.553
F2F Morgan,1111,43.0,41.955
Nielsen,1097,40.0,40.025
F2F Morgan,1143,45.0,43.903
Newspoll,1158,42.0,42.516
F2F Morgan,1171,44.5,43.358
F2F Morgan,1203,45.5,44.306
Newspoll,1206,45.0,45.486
F2F Morgan,1231,43.5,42.286
Newspoll,1232,42.0,42.48
F2F Morgan,1269,46.5,45.286
Newspoll,1281,42.0,42.48
F2F Morgan,1290,46.5,45.286
F2F Morgan,1304,47.0,45.786
Newspoll,1321,47.0,47.48
Nielsen,1324,43.0,43.241
Morgan Phone,1329,48.0,47.815
Nielsen,1331,44.0,44.241
Morgan Phone,1333,42.5,42.315
Newspoll,1333,40.0,40.48
Morgan Phone,1335,42.5,42.315
