Firm,Day,ALP TPP,ALP TPP adj
F2F Morgan,1,60.800000000000004,58.055245005522536
F2F Morgan,62,60.817,58.07224500552253
Newspoll,62,53.552,53.57284982889228
F2F Morgan,123,59.217,56.472245005522524
Newspoll,154,54.852000000000004,54.872849828892285
F2F Morgan,184,58.712999999999994,55.96824500552252
F2F Morgan,215,59.416999999999994,56.67224500552253
Newspoll,232,52.944,52.964849828892284
F2F Morgan,246,60.212999999999994,57.46824500552252
F2F Morgan,254,57.010000000000005,54.26524500552253
Advertiser,267,53.6278,53.58609775417211
Advertiser,274,54.57659999999999,54.5348977541721
Newspoll,275,55.894,55.91484982889228
