Firm,Day,GRN FP,GRN FP adj
F2F Morgan,1,2.5,2.5
Newspoll,4,2.0,2.676
F2F Morgan,15,2.5,2.5
Newspoll,18,3.0,3.676
F2F Morgan,29,2.5,2.5
Newspoll,32,2.0,2.676
F2F Morgan,43,2.0,2.0
Newspoll,46,2.0,2.676
F2F Morgan,57,3.5,3.5
Newspoll,60,3.0,3.676
F2F Morgan,92,2.0,2.0
Newspoll,95,3.0,3.676
F2F Morgan,106,2.5,2.5
Newspoll,109,2.0,2.676
F2F Morgan,120,3.0,3.0
Newspoll,123,2.0,2.676
F2F Morgan,134,3.0,3.0
Nielsen,136,4.0,3.834
Newspoll,137,2.0,2.676
F2F Morgan,148,3.5,3.5
Newspoll,151,3.0,3.676
F2F Morgan,162,2.0,2.0
Newspoll,165,2.0,2.676
F2F Morgan,176,3.0,3.0
Newspoll,179,3.0,3.676
Nielsen,179,4.0,3.834
F2F Morgan,190,3.0,3.0
Newspoll,200,3.0,3.676
F2F Morgan,204,2.5,2.5
Newspoll,214,2.0,2.676
Nielsen,214,3.0,2.834
F2F Morgan,218,3.5,3.5
Newspoll,228,2.0,2.676
F2F Morgan,232,3.5,3.5
Nielsen,234,3.0,2.834
F2F Morgan,246,3.0,3.0
Newspoll,249,3.0,3.676
F2F Morgan,260,4.5,4.5
Newspoll,263,2.0,2.676
F2F Morgan,274,4.0,4.0
Newspoll,277,2.0,2.676
Nielsen,277,4.0,3.834
F2F Morgan,288,3.0,3.0
Newspoll,291,2.0,2.676
F2F Morgan,302,3.5,3.5
F2F Morgan,302,1.5,1.5
Newspoll,305,2.0,2.676
Nielsen,305,3.0,2.834
F2F Morgan,316,2.5,2.5
Newspoll,319,3.0,3.676
F2F Morgan,330,2.5,2.5
Newspoll,333,3.0,3.676
F2F Morgan,344,4.0,4.0
Newspoll,347,3.0,3.676
F2F Morgan,358,3.0,3.0
Newspoll,361,3.0,3.676
Nielsen,361,3.0,2.834
F2F Morgan,372,3.5,3.5
Newspoll,375,3.0,3.676
F2F Morgan,386,2.5,2.5
Newspoll,389,3.0,3.676
F2F Morgan,400,2.5,2.5
Newspoll,403,2.0,2.676
F2F Morgan,414,2.5,2.5
Newspoll,417,2.0,2.676
Nielsen,417,4.0,3.834
F2F Morgan,428,4.0,4.0
Newspoll,431,2.0,2.676
F2F Morgan,456,3.0,3.0
Newspoll,466,2.0,2.676
F2F Morgan,470,3.0,3.0
Newspoll,480,2.0,2.676
F2F Morgan,484,3.5,3.5
Nielsen,487,3.0,2.834
Newspoll,494,2.0,2.676
F2F Morgan,495,3.0,3.0
F2F Morgan,502,3.5,3.5
Newspoll,508,3.0,3.676
F2F Morgan,512,3.5,3.5
Newspoll,522,3.0,3.676
F2F Morgan,526,3.5,3.5
Nielsen,529,3.0,2.834
Newspoll,536,2.0,2.676
F2F Morgan,540,3.5,3.5
Newspoll,550,3.0,3.676
F2F Morgan,554,3.5,3.5
Newspoll,564,3.0,3.676
F2F Morgan,507,3.5,3.5
Newspoll,578,2.0,2.676
F2F Morgan,582,4.0,4.0
Nielsen,585,3.0,2.834
Newspoll,592,3.0,3.676
F2F Morgan,596,4.0,4.0
F2F Morgan,610,3.0,3.0
Newspoll,613,3.0,3.676
F2F Morgan,624,4.0,4.0
Newspoll,627,2.0,2.676
F2F Morgan,635,3.5,3.5
F2F Morgan,641,4.5,4.5
Newspoll,641,3.0,3.676
Nielsen,641,3.0,2.834
F2F Morgan,642,4.5,4.5
F2F Morgan,652,3.0,3.0
Newspoll,655,3.0,3.676
F2F Morgan,655,3.0,3.0
F2F Morgan,666,3.5,3.5
Newspoll,669,3.0,3.676
Nielsen,669,4.0,3.834
F2F Morgan,680,3.5,3.5
Newspoll,683,2.0,2.676
F2F Morgan,694,3.5,3.5
Newspoll,697,2.0,2.676
Newspoll,711,2.0,2.676
Nielsen,711,4.0,3.834
F2F Morgan,750,4.5,4.5
F2F Morgan,722,2.0,2.0
Newspoll,725,3.0,3.676
F2F Morgan,764,3.5,3.5
F2F Morgan,737,3.0,3.0
Newspoll,739,3.0,3.676
F2F Morgan,708,3.5,3.5
Newspoll,753,3.0,3.676
Nielsen,753,4.0,3.834
Newspoll,767,3.0,3.676
F2F Morgan,778,3.5,3.5
Newspoll,781,3.0,3.676
F2F Morgan,792,3.0,3.0
Newspoll,795,2.0,2.676
F2F Morgan,820,3.5,3.5
Newspoll,830,3.0,3.676
F2F Morgan,834,5.0,5.0
F2F Morgan,848,3.5,3.5
Newspoll,851,3.0,3.676
Nielsen,851,4.0,3.834
F2F Morgan,862,4.5,4.5
Newspoll,865,5.0,5.676
F2F Morgan,876,4.5,4.5
Newspoll,879,3.0,3.676
Nielsen,879,5.0,4.834
F2F Morgan,890,3.5,3.452
Newspoll,893,3.0,3.673
F2F Morgan,904,5.0,4.866
Newspoll,907,4.0,4.671
Nielsen,907,4.0,3.946
F2F Morgan,918,4.0,3.781
Newspoll,921,4.0,4.668
F2F Morgan,932,4.5,4.195
Newspoll,935,4.0,4.666
Nielsen,935,4.0,4.068
F2F Morgan,946,4.5,4.11
Newspoll,949,3.0,3.663
Newspoll,956,3.0,3.662
Nielsen,956,4.0,4.154
F2F Morgan,957,4.5,4.037
Newspoll,963,2.0,2.661
F2F Morgan,964,4.0,3.5
F2F Morgan,974,5.5,4.939
Newspoll,977,3.0,3.658
F2F Morgan,988,4.5,3.854
Newspoll,991,3.0,3.656
F2F Morgan,1002,4.5,3.768
Newspoll,1005,5.0,5.654
F2F Morgan,1016,4.0,3.268
Newspoll,1019,3.0,3.654
F2F Morgan,1030,5.0,4.268
Newspoll,1033,4.0,4.654
Nielsen,1033,4.0,4.353
F2F Morgan,1044,5.0,4.268
Newspoll,1047,5.0,5.654
Nielsen,1054,4.0,4.353
Newspoll,1054,3.0,3.654
F2F Morgan,1055,5.5,4.768
Newspoll,1061,3.0,3.654
F2F Morgan,1062,7.0,6.268
F2F Morgan,1069,4.5,3.768
Newspoll,1075,3.0,3.654
Nielsen,1075,3.0,3.353
F2F Morgan,1076,4.5,3.768
F2F Morgan,1086,4.0,3.268
Newspoll,1089,3.0,3.654
Nielsen,1093,3.0,3.353
Newspoll,1096,3.0,3.654
F2F Morgan,1097,4.5,3.768
Nielsen,1103,3.0,3.353
Newspoll,1103,3.0,3.654
F2F Morgan,1104,3.5,2.768
Nielsen,1110,3.0,3.353
Newspoll,1110,4.0,4.654
F2F Morgan,1111,4.5,3.768
Newspoll,1117,2.5,3.154
F2F Morgan,1118,4.5,3.768
Newspoll,1122,4.0,4.654
Nielsen,1122,5.0,5.353
