Firm,Day,LNP FP,LNP FP adj
F2F Morgan,1,45.5,44.577
Newspoll,4,47.0,44.519
F2F Morgan,15,42.0,41.077
Newspoll,18,40.0,37.519
F2F Morgan,29,45.0,44.077
Newspoll,32,45.0,42.519
F2F Morgan,43,42.0,41.077
Newspoll,46,45.0,42.519
Quadrant,52,39.0,39.121
F2F Morgan,57,45.5,44.577
Newspoll,60,46.0,43.519
F2F Morgan,92,44.0,43.077
Newspoll,95,47.0,44.519
F2F Morgan,106,44.5,43.577
Newspoll,109,46.0,43.519
F2F Morgan,120,46.0,45.077
Newspoll,123,46.0,43.519
F2F Morgan,134,46.5,45.577
Nielsen,136,44.0,44.569
Newspoll,137,47.0,44.519
F2F Morgan,148,42.5,41.577
Newspoll,151,43.0,40.519
F2F Morgan,162,44.0,43.077
Newspoll,165,43.0,40.519
F2F Morgan,176,42.5,41.577
Newspoll,179,44.0,41.519
Nielsen,179,41.0,41.569
F2F Morgan,190,42.5,41.577
Newspoll,200,41.0,38.519
F2F Morgan,204,41.5,40.577
Newspoll,214,44.0,41.519
Nielsen,214,40.0,40.569
F2F Morgan,218,41.5,40.577
Newspoll,228,41.0,38.519
F2F Morgan,232,44.5,43.577
Nielsen,234,40.0,40.569
F2F Morgan,246,42.0,41.077
Newspoll,249,42.0,39.519
F2F Morgan,260,47.0,46.077
Newspoll,263,47.0,44.519
F2F Morgan,274,45.5,44.577
Newspoll,277,42.0,39.519
Nielsen,277,42.0,42.569
F2F Morgan,288,44.0,43.077
Newspoll,291,44.0,41.519
F2F Morgan,302,46.5,45.577
F2F Morgan,302,48.0,47.077
Newspoll,305,44.0,41.519
Nielsen,305,41.0,41.569
F2F Morgan,316,44.0,43.077
Newspoll,319,47.0,44.519
F2F Morgan,330,44.0,43.077
Newspoll,333,46.0,43.519
F2F Morgan,344,43.0,42.077
Newspoll,347,45.0,42.519
F2F Morgan,358,43.0,42.077
Newspoll,361,45.0,42.519
Nielsen,361,43.0,43.569
F2F Morgan,372,43.0,42.077
Newspoll,375,42.0,39.519
F2F Morgan,386,44.0,43.077
Newspoll,389,46.0,43.519
F2F Morgan,400,43.0,42.077
Newspoll,403,45.0,42.519
F2F Morgan,414,44.5,43.577
Newspoll,417,47.0,44.519
Nielsen,417,42.0,42.569
F2F Morgan,428,41.0,40.077
Newspoll,431,46.0,43.519
F2F Morgan,456,42.0,41.077
Newspoll,466,43.0,40.519
F2F Morgan,470,41.5,40.577
Newspoll,480,41.0,38.519
F2F Morgan,484,39.5,38.577
Nielsen,487,38.0,38.569
Newspoll,494,44.0,41.519
F2F Morgan,495,40.0,39.077
F2F Morgan,502,43.0,42.077
Newspoll,508,47.0,44.519
F2F Morgan,512,41.5,40.577
Newspoll,522,42.0,39.519
F2F Morgan,526,41.0,40.077
Nielsen,529,40.0,40.569
Newspoll,536,42.0,39.519
F2F Morgan,540,39.0,38.077
Newspoll,550,44.0,41.519
F2F Morgan,554,40.0,39.077
Newspoll,564,40.0,37.519
F2F Morgan,507,38.5,37.577
Newspoll,578,45.0,42.519
F2F Morgan,582,38.0,37.077
Nielsen,585,41.0,41.569
Newspoll,592,40.0,37.519
F2F Morgan,596,37.5,36.577
F2F Morgan,610,37.0,36.077
Newspoll,613,39.0,36.519
F2F Morgan,624,36.5,35.577
Newspoll,627,42.0,39.519
F2F Morgan,635,39.5,38.577
F2F Morgan,641,44.5,43.577
Newspoll,641,44.0,41.519
Nielsen,641,42.0,42.569
F2F Morgan,642,44.5,43.577
F2F Morgan,652,42.0,41.077
Newspoll,655,44.0,41.519
F2F Morgan,655,42.0,41.077
F2F Morgan,666,45.0,44.077
Newspoll,669,44.0,41.519
Nielsen,669,38.0,38.569
F2F Morgan,680,40.0,39.077
Newspoll,683,44.0,41.519
F2F Morgan,694,40.0,39.077
Newspoll,697,41.0,38.519
Newspoll,711,44.0,41.519
Nielsen,711,38.0,38.569
F2F Morgan,750,38.0,37.077
F2F Morgan,722,40.5,39.577
Newspoll,725,41.0,38.519
F2F Morgan,764,40.5,39.577
F2F Morgan,737,39.5,38.577
Newspoll,739,43.0,40.519
F2F Morgan,708,42.0,41.077
Newspoll,753,40.0,37.519
Nielsen,753,39.0,39.569
Newspoll,767,45.0,42.519
F2F Morgan,778,41.0,40.077
Newspoll,781,43.0,40.519
F2F Morgan,792,40.5,39.577
Newspoll,795,42.0,39.519
F2F Morgan,820,39.5,38.577
Newspoll,830,44.0,41.519
F2F Morgan,834,43.0,42.077
F2F Morgan,848,39.5,38.577
Newspoll,851,39.0,36.519
Nielsen,851,35.0,35.569
F2F Morgan,862,33.0,32.077
Newspoll,865,37.0,34.519
F2F Morgan,876,32.5,31.577
Newspoll,879,35.0,32.519
Nielsen,879,32.0,32.569
F2F Morgan,890,34.5,33.687
Newspoll,893,37.0,34.521
F2F Morgan,904,34.0,33.38
Newspoll,907,37.0,34.522
Nielsen,907,31.0,31.399
F2F Morgan,918,34.5,34.073
Newspoll,921,38.0,35.524
F2F Morgan,932,34.5,34.266
Newspoll,935,35.0,32.526
Nielsen,935,34.0,34.215
F2F Morgan,946,33.5,33.458
Newspoll,949,40.0,37.528
Newspoll,956,41.0,38.529
Nielsen,956,34.0,34.084
F2F Morgan,957,35.5,35.624
Newspoll,963,37.0,34.53
F2F Morgan,964,33.0,33.206
F2F Morgan,974,37.5,37.844
Newspoll,977,43.0,40.531
F2F Morgan,988,39.5,40.037
Newspoll,991,39.0,36.533
F2F Morgan,1002,37.0,37.73
Newspoll,1005,38.0,35.534
F2F Morgan,1016,37.5,38.23
Newspoll,1019,43.0,40.534
F2F Morgan,1030,38.0,38.73
Newspoll,1033,40.0,37.534
Nielsen,1033,38.0,37.782
F2F Morgan,1044,37.5,38.23
Newspoll,1047,40.0,37.534
Nielsen,1054,40.0,39.782
Newspoll,1054,45.0,42.534
F2F Morgan,1055,42.0,42.73
Newspoll,1061,44.0,41.534
F2F Morgan,1062,38.5,39.23
F2F Morgan,1069,42.5,43.23
Newspoll,1075,50.0,47.534
Nielsen,1075,49.0,48.782
F2F Morgan,1076,43.5,44.23
F2F Morgan,1086,45.5,46.23
Newspoll,1089,50.0,47.534
Nielsen,1093,49.0,48.782
Newspoll,1096,51.0,48.534
F2F Morgan,1097,49.5,50.23
Nielsen,1103,45.0,44.782
