Firm,Day,GRN FP,GRN FP adj
Advertiser,1,16.0,16.489192429619248
Advertiser,122,14.0,14.489192429619248
Newspoll,141,14.0,12.97165373083459
Advertiser,188,11.0,11.489192429619248
Newspoll,215,14.0,12.97165373083459
Advertiser,255,6.0,6.489192429619247
Newspoll,415,9.0,7.971653730834589
Newspoll,491,11.0,9.97165373083459
Newspoll,673,11.0,9.97165373083459
Advertiser,686,7.0,7.489192429619247
Newspoll,765,9.0,7.971653730834589
Advertiser,882,6.0,6.489192429619247
Newspoll,885,10.0,8.97165373083459
Newspoll,946,10.0,8.97165373083459
Galaxy,1127,8.0,7.750165361473846
Newspoll,1130,10.0,9.10475117373901
Galaxy,1219,7.0,6.750165361473846
Newspoll,1231,7.0,6.104751173739009
Newspoll,1247,9.0,8.10475117373901
