Firm,Day,ALP FP,ALP FP adj
F2F Morgan,1,51.0,51.022
F2F Morgan,22,53.0,53.022
F2F Morgan,36,52.0,52.022
F2F Morgan,53,53.0,53.022
F2F Morgan,67,48.0,48.022
F2F Morgan,90,44.0,44.022
F2F Morgan,111,46.0,46.022
F2F Morgan,121,46.0,46.022
F2F Morgan,151,44.0,44.022
F2F Morgan,182,43.0,43.022
F2F Morgan,203,43.0,43.022
F2F Morgan,213,44.0,44.022
F2F Morgan,223,44.0,44.022
F2F Morgan,236,43.0,43.022
F2F Morgan,250,41.0,41.022
F2F Morgan,264,45.0,45.022
F2F Morgan,274,43.0,43.022
F2F Morgan,284,43.0,43.022
F2F Morgan,304,43.0,43.022
F2F Morgan,366,42.0,42.022
F2F Morgan,387,45.0,45.022
F2F Morgan,401,45.0,45.022
F2F Morgan,415,45.0,45.022
F2F Morgan,425,45.0,45.022
F2F Morgan,435,44.0,44.022
F2F Morgan,445,45.0,45.022
F2F Morgan,455,47.0,47.022
