Firm,Day,OTH FP,OTH FP adj
F2F Morgan,1,9.0,9.0
F2F Morgan,63,8.0,8.0
F2F Morgan,183,8.0,8.0
F2F Morgan,260,9.0,9.0
F2F Morgan,451,13.0,13.0
F2F Morgan,461,10.0,10.0
F2F Morgan,548,11.0,11.0
F2F Morgan,604,13.0,13.0
F2F Morgan,614,13.0,13.0
F2F Morgan,640,9.0,9.0
F2F Morgan,701,10.0,10.0
F2F Morgan,793,11.0,11.0
F2F Morgan,848,13.0,13.0
F2F Morgan,858,12.0,12.0
F2F Morgan,914,12.0,12.0
F2F Morgan,944,11.0,11.0
F2F Morgan,975,11.0,11.0
F2F Morgan,1006,9.0,9.0
F2F Morgan,1036,11.0,11.0
F2F Morgan,1067,10.0,10.0
F2F Morgan,1077,8.0,8.0
