Firm,Day,ALP TPP,ALP TPP adj
Essential,1,54.337,54.07942965818124
Galaxy,55,52.169,52.30990240951016
Galaxy,147,52.834999999999994,52.975902409510155
Galaxy,237,50.991,51.13190240951016
Galaxy,330,53.005,53.145902409510164
Galaxy,426,50.311,50.45190240951016
Galaxy,622,49.641000000000005,49.78190240951017
Galaxy,783,50.362,50.50290240951016
Galaxy,902,47.465,47.605902409510165
Newspoll2,954,50.13900000000001,49.904171374453576
Galaxy,1018,51.44500000000001,51.58590240951017
Newspoll2,1032,52.144000000000005,51.90917137445357
Morgan SMS,1041,50.5815,50.727850846897596
Newspoll2,1048,52.484,52.24917137445357
