Firm,Day,LNP FP,LNP FP adj
F2F Morgan,1,46.5,47.877
F2F Morgan,23,44.5,45.877
F2F Morgan,36,44.0,45.377
Newspoll,39,46.0,45.969
F2F Morgan,50,46.5,47.877
Newspoll,53,47.0,46.969
F2F Morgan,64,45.5,46.877
Newspoll,67,46.0,45.969
F2F Morgan,92,47.0,48.377
Nielsen,102,52.0,52.29
Newspoll,102,46.0,45.969
F2F Morgan,106,45.0,46.377
Newspoll,116,48.0,47.969
F2F Morgan,120,45.0,46.377
Nielsen,123,47.0,47.29
Newspoll,130,47.0,46.969
F2F Morgan,134,46.0,47.377
Newspoll,144,45.0,44.969
F2F Morgan,145,44.5,45.877
Nielsen,151,41.0,41.29
F2F Morgan,152,44.5,45.877
Newspoll,158,47.0,46.969
F2F Morgan,162,44.0,45.377
Newspoll,172,43.0,42.969
F2F Morgan,176,40.5,41.877
Nielsen,179,43.0,43.29
Newspoll,186,45.0,44.969
F2F Morgan,190,42.0,43.377
Newspoll,200,46.0,45.969
F2F Morgan,204,42.0,43.377
Nielsen,207,43.0,43.29
Newspoll,214,45.0,44.969
F2F Morgan,215,43.0,44.377
F2F Morgan,225,45.0,46.377
Newspoll,228,47.0,46.969
Nielsen,235,44.0,44.29
F2F Morgan,239,43.5,44.877
Newspoll,249,44.0,43.969
F2F Morgan,253,42.0,43.377
Nielsen,263,40.0,40.29
Newspoll,263,44.0,43.969
F2F Morgan,267,42.5,43.877
Newspoll,277,45.0,44.969
Nielsen,291,43.0,43.29
Newspoll,291,42.0,41.969
F2F Morgan,295,41.5,42.877
Newspoll,305,45.0,44.969
F2F Morgan,309,39.0,40.377
Nielsen,319,44.0,44.29
Newspoll,319,42.0,41.969
F2F Morgan,323,44.0,45.377
Newspoll,333,41.0,40.969
F2F Morgan,334,39.5,40.877
F2F Morgan,341,44.0,45.377
Nielsen,347,43.0,43.29
Newspoll,347,44.0,43.969
F2F Morgan,351,42.0,43.377
Newspoll,361,43.0,42.969
F2F Morgan,365,39.5,40.877
Nielsen,375,43.0,43.29
Newspoll,375,37.0,36.969
F2F Morgan,379,39.0,40.377
Newspoll,389,41.0,40.969
F2F Morgan,390,38.5,39.877
F2F Morgan,396,43.5,44.877
Nielsen,403,37.0,37.29
Newspoll,403,39.0,38.969
F2F Morgan,407,35.5,36.877
Newspoll,417,38.0,37.969
F2F Morgan,421,38.5,39.877
Nielsen,431,39.0,39.29
Newspoll,431,41.0,40.969
F2F Morgan,432,39.5,40.877
F2F Morgan,456,39.0,40.377
Newspoll,459,45.0,44.969
F2F Morgan,470,42.0,43.377
Nielsen,473,43.0,43.29
Newspoll,473,44.0,43.969
F2F Morgan,481,40.5,41.877
Newspoll,487,41.0,40.969
F2F Morgan,491,40.0,41.377
Nielsen,501,42.0,42.29
Newspoll,501,41.0,40.969
F2F Morgan,505,43.0,44.377
Newspoll,515,45.0,44.969
F2F Morgan,519,44.0,45.377
Nielsen,529,43.0,43.29
Newspoll,529,41.0,40.969
F2F Morgan,533,39.0,40.377
Newspoll,543,41.0,40.969
F2F Morgan,547,38.5,39.877
Nielsen,557,43.0,43.29
F2F Morgan,561,40.0,41.377
Newspoll,564,42.0,41.969
F2F Morgan,572,39.0,40.377
Newspoll,578,43.0,42.969
F2F Morgan,579,42.0,43.377
Nielsen,584,41.0,41.29
