Firm,Day,OTH FP,OTH FP adj
F2F Morgan,1,9.0,8.655
F2F Morgan,30,8.0,7.655
F2F Morgan,44,10.0,9.655
F2F Morgan,79,9.0,8.655
F2F Morgan,93,8.0,7.655
F2F Morgan,107,8.0,7.655
F2F Morgan,121,8.0,7.655
F2F Morgan,135,9.0,8.655
F2F Morgan,149,10.0,9.655
F2F Morgan,163,10.0,9.655
F2F Morgan,177,10.0,9.655
F2F Morgan,188,12.0,11.655
F2F Morgan,195,10.0,9.655
F2F Morgan,205,11.0,10.655
F2F Morgan,219,10.0,9.655
F2F Morgan,233,9.0,8.655
F2F Morgan,247,9.0,8.655
F2F Morgan,261,11.0,10.655
F2F Morgan,266,11.0,10.655
F2F Morgan,289,12.0,11.655
F2F Morgan,303,14.0,13.655
F2F Morgan,315,12.0,11.655
F2F Morgan,331,10.0,9.655
F2F Morgan,345,9.0,8.655
F2F Morgan,359,11.0,10.655
F2F Morgan,373,10.0,9.655
F2F Morgan,387,10.0,9.655
F2F Morgan,401,12.0,11.655
F2F Morgan,415,10.0,9.655
F2F Morgan,443,9.0,8.655
F2F Morgan,457,8.0,7.655
F2F Morgan,471,10.0,9.655
F2F Morgan,485,10.0,9.655
F2F Morgan,499,11.0,10.655
F2F Morgan,513,10.0,9.655
F2F Morgan,527,9.0,8.655
F2F Morgan,541,8.0,7.655
F2F Morgan,555,9.0,8.655
F2F Morgan,569,8.0,7.655
F2F Morgan,583,8.0,7.655
F2F Morgan,597,8.0,7.655
F2F Morgan,611,8.0,7.655
F2F Morgan,625,7.0,6.655
F2F Morgan,641,9.0,8.655
F2F Morgan,653,11.0,10.655
F2F Morgan,667,8.0,7.655
F2F Morgan,681,10.0,9.655
F2F Morgan,692,10.0,9.655
F2F Morgan,699,9.0,8.655
F2F Morgan,709,8.0,7.655
F2F Morgan,723,9.0,8.655
F2F Morgan,737,7.0,6.655
F2F Morgan,751,7.0,6.655
F2F Morgan,765,9.0,8.655
F2F Morgan,779,8.0,7.655
F2F Morgan,807,8.0,7.655
F2F Morgan,821,9.0,8.655
F2F Morgan,832,7.0,6.655
F2F Morgan,839,7.0,6.655
F2F Morgan,846,6.0,5.655
F2F Morgan,853,7.0,6.655
F2F Morgan,857,7.0,6.655
