Firm,Day,ONP FP,ONP FP adj
SMS Morgan,1005,5.0,5.147
SMS Morgan,1066,6.0,6.183
ReachTEL,1154,10.8,10.916
Newspoll2,1173,13.0,12.909
Essential,1174,13.7,13.432
Essential,1188,11.0,10.732
ReachTEL,1188,11.7,11.816
ReachTEL,1202,8.5,8.616
Galaxy,1203,9.0,9.101
Newspoll2,1209,8.0,7.909
ReachTEL,1210,6.8,6.916
