Firm,Day,UAP FP,UAP FP adj
Morgan multi-mode,1,0.5,0.6420706622114708
Morgan multi-mode,8,0.5,0.64444494767618
Newspoll2,51,2.0,1.9992831665416728
ResolvePM,72,2.0,1.8396176187358664
Newspoll2,87,2.0,1.999258461575531
ResolvePM,102,2.0,1.8396176187358664
ResolvePM,123,3.0,2.8396176187358666
Newspoll2,143,1.0,0.9992584615755311
ResolvePM,142,1.0,0.8396176187358665
ResolvePM,177,2.0,1.8396176187358664
