Firm,Day,NAT FP,NAT FP adj
Newspoll,1,4.0,4.054
Newspoll,1068,4.0,4.054
Newspoll,1158,4.0,4.054
Newspoll,1250,4.0,4.054
Newspoll,1342,4.0,4.054
