Firm,Day,NAT FP,NAT FP adj
Newspoll,1,4.0,4.0
Newspoll,93,4.0,4.0
Newspoll,185,4.0,4.0
Newspoll,276,4.0,4.0
Newspoll,338,4.0,4.0
Newspoll,427,4.0,4.0
Newspoll,519,4.0,4.0
Newspoll,611,4.0,4.0
Newspoll,703,4.0,4.0
Newspoll,793,4.0,4.0
Newspoll,885,4.0,4.0
Newspoll,977,4.0,4.0
Newspoll,1055,4.0,4.0
