Firm,Day,OTH FP,OTH FP adj
F2F Morgan,1,14.0,13.554
F2F Morgan,15,13.0,12.554
F2F Morgan,29,12.0,11.554
F2F Morgan,40,11.0,10.554
F2F Morgan,50,11.0,10.554
F2F Morgan,64,12.0,11.554
F2F Morgan,78,11.0,10.554
F2F Morgan,92,10.0,9.554
F2F Morgan,106,11.0,10.554
F2F Morgan,120,11.0,10.554
F2F Morgan,134,12.0,11.554
F2F Morgan,148,10.0,9.554
F2F Morgan,162,12.0,11.554
F2F Morgan,176,13.0,12.554
F2F Morgan,204,10.0,9.554
F2F Morgan,214,10.0,9.554
F2F Morgan,225,13.0,12.554
F2F Morgan,239,11.0,10.554
F2F Morgan,253,11.0,10.554
F2F Morgan,281,8.0,7.554
F2F Morgan,295,8.0,7.554
F2F Morgan,309,8.0,7.554
F2F Morgan,323,9.0,8.554
F2F Morgan,365,9.0,8.554
F2F Morgan,379,8.0,7.554
F2F Morgan,393,9.0,8.554
F2F Morgan,407,9.0,8.554
F2F Morgan,421,9.0,8.554
F2F Morgan,435,10.0,9.554
F2F Morgan,449,9.0,8.554
F2F Morgan,463,10.0,9.554
F2F Morgan,477,10.0,9.554
F2F Morgan,491,9.0,8.554
F2F Morgan,505,9.0,8.554
F2F Morgan,519,9.0,8.554
F2F Morgan,547,8.0,7.554
F2F Morgan,561,10.0,9.554
F2F Morgan,572,10.0,9.554
F2F Morgan,586,11.0,10.554
F2F Morgan,596,8.0,7.554
F2F Morgan,610,8.0,7.554
F2F Morgan,624,10.0,9.554
F2F Morgan,638,9.0,8.554
F2F Morgan,651,7.0,6.554
F2F Morgan,666,9.0,8.554
F2F Morgan,680,9.0,8.554
F2F Morgan,694,8.0,7.554
F2F Morgan,729,6.0,5.554
F2F Morgan,743,6.0,5.554
F2F Morgan,757,7.0,6.554
F2F Morgan,771,9.0,8.554
F2F Morgan,785,9.0,8.554
F2F Morgan,799,8.0,7.554
F2F Morgan,813,9.0,8.554
F2F Morgan,827,11.0,10.554
F2F Morgan,841,9.0,8.554
F2F Morgan,869,9.0,8.554
F2F Morgan,883,11.0,10.554
F2F Morgan,897,8.0,7.554
F2F Morgan,911,7.0,6.554
F2F Morgan,925,8.0,7.554
F2F Morgan,939,9.0,8.554
F2F Morgan,978,9.0,8.554
F2F Morgan,985,7.0,6.554
F2F Morgan,992,8.0,7.554
F2F Morgan,999,9.0,8.554
