Firm,Day,OTH FP,OTH FP adj
F2F Morgan,1,8.0,7.537
F2F Morgan,19,8.0,7.537
F2F Morgan,33,9.0,8.537
F2F Morgan,47,10.0,9.537
F2F Morgan,61,7.0,6.537
F2F Morgan,75,9.0,8.537
F2F Morgan,89,8.0,7.537
F2F Morgan,103,8.0,7.537
F2F Morgan,117,7.0,6.537
F2F Morgan,131,6.0,5.537
F2F Morgan,145,6.0,5.537
F2F Morgan,159,6.0,5.537
F2F Morgan,173,7.0,6.537
F2F Morgan,187,6.0,5.537
F2F Morgan,201,8.0,7.537
F2F Morgan,215,8.0,7.537
F2F Morgan,229,5.0,4.537
F2F Morgan,243,6.0,5.537
F2F Morgan,257,7.0,6.537
F2F Morgan,271,5.0,4.537
F2F Morgan,285,8.0,7.537
F2F Morgan,299,8.0,7.537
F2F Morgan,313,8.0,7.537
F2F Morgan,327,8.0,7.537
F2F Morgan,337,5.0,4.537
F2F Morgan,369,7.0,6.537
F2F Morgan,383,9.0,8.537
F2F Morgan,397,7.0,6.537
F2F Morgan,412,6.0,5.537
F2F Morgan,425,7.0,6.537
F2F Morgan,439,9.0,8.537
F2F Morgan,453,9.0,8.537
F2F Morgan,467,8.0,7.537
F2F Morgan,481,10.0,9.537
F2F Morgan,495,13.0,12.537
F2F Morgan,509,15.0,14.537
F2F Morgan,523,15.0,14.537
F2F Morgan,537,15.0,14.537
F2F Morgan,551,12.0,11.537
F2F Morgan,565,13.0,12.537
F2F Morgan,575,13.0,12.537
F2F Morgan,586,15.0,14.537
F2F Morgan,600,14.0,13.537
F2F Morgan,614,14.0,13.537
F2F Morgan,628,13.0,12.537
F2F Morgan,642,12.0,11.537
F2F Morgan,653,12.0,11.537
F2F Morgan,660,13.0,12.537
F2F Morgan,667,15.0,14.537
F2F Morgan,674,12.0,11.537
