Firm,Day,ALP FP,ALP FP adj
F2F Morgan,1,54.0,53.199
F2F Morgan,15,56.0,55.199
F2F Morgan,29,56.0,55.199
F2F Morgan,43,55.0,54.199
F2F Morgan,57,55.0,54.199
F2F Morgan,68,51.0,50.199
F2F Morgan,78,53.0,52.199
F2F Morgan,92,52.0,51.199
F2F Morgan,106,51.0,50.199
F2F Morgan,120,51.0,50.199
F2F Morgan,131,53.0,52.199
F2F Morgan,138,47.0,46.199
F2F Morgan,148,50.0,49.199
F2F Morgan,159,50.0,49.199
F2F Morgan,166,47.0,46.199
F2F Morgan,176,50.0,49.199
F2F Morgan,190,51.0,50.199
F2F Morgan,204,52.0,51.199
F2F Morgan,218,51.0,50.199
F2F Morgan,232,50.0,49.199
F2F Morgan,246,52.0,51.199
F2F Morgan,260,50.0,49.199
F2F Morgan,274,51.0,50.199
F2F Morgan,302,54.0,53.199
F2F Morgan,316,57.0,56.199
F2F Morgan,330,57.0,56.199
F2F Morgan,344,54.0,53.199
F2F Morgan,358,55.0,54.199
F2F Morgan,372,57.0,56.199
F2F Morgan,386,54.0,53.199
F2F Morgan,400,55.0,54.199
F2F Morgan,414,55.0,54.199
F2F Morgan,428,54.0,53.199
F2F Morgan,442,50.0,49.199
F2F Morgan,456,53.0,52.199
F2F Morgan,470,50.0,49.199
F2F Morgan,484,51.0,50.199
F2F Morgan,495,52.0,51.199
F2F Morgan,502,50.0,49.199
F2F Morgan,512,51.0,50.199
F2F Morgan,526,50.0,49.199
F2F Morgan,540,50.0,49.199
F2F Morgan,551,51.0,50.199
F2F Morgan,558,50.0,49.199
F2F Morgan,565,55.0,54.199
F2F Morgan,572,55.0,54.199
F2F Morgan,579,50.0,49.199
F2F Morgan,586,50.0,49.199
F2F Morgan,593,53.0,52.199
F2F Morgan,600,52.0,51.199
F2F Morgan,607,53.0,52.199
F2F Morgan,614,50.0,49.199
F2F Morgan,621,51.0,50.199
