Firm,Day,DEM FP,DEM FP adj
Newspoll,1,8.0,7.065
Newspoll,62,8.0,7.065
Newspoll,123,7.0,6.065
Newspoll,184,7.0,6.065
Newspoll,245,6.0,5.065
Newspoll,307,7.0,6.065
Newspoll,366,7.0,6.065
Newspoll,427,7.0,6.065
Newspoll,488,7.0,6.065
Newspoll,1129,6.0,5.065
Newspoll,1148,5.5,4.565
