Firm,Day,OTH FP,OTH FP adj
Newspoll,1,11.444,13.195
F2F Morgan,5,11.0,9.605
Newspoll,15,8.221,9.972
F2F Morgan,18,10.0,8.605
Newspoll,29,9.129,10.881
F2F Morgan,33,10.5,9.105
Newspoll,43,9.131,10.882
F2F Morgan,47,11.5,10.105
Nielsen,50,12.0,10.998
Newspoll,57,6.202,7.953
F2F Morgan,61,11.5,10.105
Newspoll,71,6.381,8.132
Nielsen,78,13.0,11.998
Morgan Phone,78,13.0,12.632
F2F Morgan,79,9.5,8.105
Newspoll,92,9.461,11.213
Nielsen,92,11.0,9.998
Morgan Phone,99,10.0,9.632
F2F Morgan,100,12.5,11.105
Newspoll,106,10.039,11.791
Nielsen,106,14.0,12.998
Morgan Phone,108,12.5,12.132
F2F Morgan,110,13.5,12.105
Newspoll,120,9.028,10.779
Nielsen,120,10.0,8.998
Morgan Phone,121,12.5,12.132
F2F Morgan,124,14.5,13.105
Newspoll,134,9.754,11.505
Morgan Phone,135,12.0,11.632
F2F Morgan,138,13.5,12.105
Newspoll,148,11.836,13.588
Nielsen,148,13.0,11.998
Morgan Phone,149,12.5,12.132
F2F Morgan,152,15.0,13.605
Newspoll,162,8.789,10.54
Nielsen,162,15.0,13.998
Morgan Phone,164,13.5,13.132
F2F Morgan,166,13.0,11.605
Newspoll,176,8.719,10.471
Morgan Phone,177,13.5,13.132
F2F Morgan,180,14.0,12.605
Newspoll,190,7.975,9.726
Morgan Phone,191,12.5,12.132
F2F Morgan,191,14.0,12.605
Nielsen,204,15.0,13.998
Morgan Phone,205,13.5,13.132
F2F Morgan,208,14.0,12.605
Newspoll,211,9.999,11.751
Morgan Phone,223,15.0,14.632
Newspoll,225,11.98,13.731
F2F Morgan,226,14.5,13.105
Nielsen,232,15.0,13.998
Morgan Phone,233,14.0,13.632
F2F Morgan,236,14.5,13.105
Newspoll,239,11.871,13.623
Morgan Phone,247,14.5,14.132
F2F Morgan,250,14.5,13.105
Newspoll,253,12.062,13.814
Nielsen,260,13.0,11.998
Morgan Phone,261,14.5,14.132
F2F Morgan,264,14.0,12.605
Newspoll,267,9.989,11.74
Newspoll,274,13.066,14.817
Morgan Phone,275,13.5,13.132
F2F Morgan,278,14.5,13.105
Morgan Phone,303,14.0,13.632
F2F Morgan,306,15.5,14.105
Newspoll,309,10.107,11.859
Nielsen,309,18.0,16.998
Morgan Phone,317,15.5,15.132
F2F Morgan,320,14.5,13.105
Newspoll,323,12.063,13.814
Morgan Phone,331,14.0,13.632
F2F Morgan,334,15.0,13.605
Newspoll,337,14.0,15.752
Nielsen,337,14.0,12.998
Morgan Phone,345,14.5,14.132
F2F Morgan,348,13.5,12.105
Newspoll,351,13.0,14.752
Morgan Phone,359,13.5,13.132
F2F Morgan,362,15.5,14.105
Newspoll,365,11.0,12.752
Morgan Phone,370,13.5,13.132
F2F Morgan,373,14.5,13.105
Morgan Phone,376,17.5,17.132
F2F Morgan,380,15.5,14.105
Newspoll,386,14.0,15.752
Morgan Phone,387,13.5,13.132
F2F Morgan,390,17.0,15.605
Nielsen,393,19.0,17.998
Newspoll,400,16.0,17.752
Morgan Phone,401,22.5,22.132
F2F Morgan,404,19.0,17.605
Nielsen,407,18.0,16.998
Newspoll,414,18.0,19.752
Nielsen,414,23.0,21.998
Morgan Phone,415,25.5,25.132
F2F Morgan,415,24.0,22.605
Newspoll,421,19.0,20.752
Morgan Phone,424,23.5,23.132
F2F Morgan,425,25.0,23.605
Newspoll,428,20.0,21.752
Morgan Phone,433,23.5,23.132
Nielsen,435,21.0,19.998
F2F Morgan,436,23.0,21.605
Newspoll,442,19.0,20.752
Morgan Phone,443,21.5,21.132
F2F Morgan,446,22.0,20.605
Newspoll,456,18.0,19.752
Morgan Phone,457,21.5,21.132
F2F Morgan,460,22.0,20.605
Newspoll,470,19.0,20.752
Morgan Phone,471,22.5,22.132
F2F Morgan,474,22.5,21.105
Newspoll,484,16.0,17.752
Morgan Phone,485,19.0,18.632
F2F Morgan,488,22.0,20.605
Newspoll,498,19.0,20.752
Morgan Phone,499,20.0,19.632
F2F Morgan,502,21.5,20.105
Morgan Phone,510,23.0,22.632
Newspoll,512,18.0,19.752
F2F Morgan,513,23.0,21.605
Morgan Phone,518,21.0,20.632
Nielsen,519,21.0,19.998
F2F Morgan,520,22.0,20.605
Newspoll,526,17.0,18.752
Morgan Phone,527,20.0,19.632
F2F Morgan,530,21.5,20.105
Newspoll,540,16.0,17.752
Morgan Phone,541,20.5,20.132
F2F Morgan,544,20.0,18.605
Morgan Phone,552,18.5,18.132
Newspoll,554,18.0,19.752
F2F Morgan,555,19.5,18.105
Morgan Phone,559,16.5,16.132
Newspoll,561,20.0,21.752
F2F Morgan,562,18.5,17.105
Morgan Phone,569,19.5,19.132
F2F Morgan,572,20.0,18.605
Newspoll,575,16.0,17.752
Nielsen,575,20.0,18.998
Morgan Phone,580,18.0,17.632
Quadrant,581,5.759,9.836
Newspoll,582,15.0,16.752
Nielsen,582,17.0,15.998
F2F Morgan,583,17.5,16.105
Newspoll,589,15.0,16.752
Morgan Phone,590,16.0,15.632
F2F Morgan,593,18.0,16.605
Newspoll,603,16.0,17.752
Morgan Phone,604,15.5,15.132
F2F Morgan,607,19.0,17.605
Newspoll,617,16.0,17.752
Nielsen,617,18.0,16.998
Morgan Phone,618,14.0,13.632
F2F Morgan,621,17.0,15.605
Newspoll,631,14.0,15.752
