Firm,Day,OTH FP,OTH FP adj
Morgan multi-mode,11,20.5,21.114
Morgan multi-mode,35,19.5,20.114
Morgan multi-mode,49,21.0,21.614
Redbridge,48,21.0,20.63
Spectre,52,20.0,19.92
DemosAU,59,24.0,22.387
Newspoll3,69,23.0,22.81
ResolvePM,69,24.0,23.977
Morgan multi-mode,67,20.5,21.114
Wolf+Smith,77,22.0,22.197
Newspoll3,98,22.0,21.81
ResolvePM,98,23.0,22.977
Morgan multi-mode,95,24.0,24.614
Redbridge,113,24.0,23.63
ResolvePM,126,27.0,26.977
Newspoll3,123,24.0,23.81
Morgan multi-mode,123,24.0,24.614
YouGov2,143,27.0,25.405
Essential,142,22.34,25.346
Newspoll3,144,23.0,22.81
Redbridge,146,26.0,25.63
ResolvePM,154,28.0,27.977
Morgan multi-mode,151,25.0,25.614
DemosAU,169,30.0,28.387
Essential,170,24.468,27.474
Newspoll3,172,29.0,28.81
YouGov2,172,28.0,26.405
Freshwater,173,21.0,24.397
ResolvePM,182,25.0,24.977
Redbridge,186,29.0,28.63
Morgan multi-mode,179,27.5,28.114
Spectre,187,29.5,29.42
Redbridge,193,29.0,28.63
Newspoll3,193,27.0,26.81
YouGov2,191,28.0,26.405
Essential,198,22.917,25.922
Morgan multi-mode,203,27.5,28.114
ResolvePM,211,28.0,27.977
Essential,212,26.316,29.322
Redbridge,215,26.0,25.63
Morgan multi-mode,217,29.0,29.614
ResolvePM,225,28.0,27.977
DemosAU,243,36.0,34.422
Fox & Hedgehog,243,32.0,32.241
Morgan multi-mode,245,26.0,26.602
Newspoll3,251,35.0,34.745
ResolvePM,251,32.0,31.991
Morgan multi-mode,252,34.0,34.592
Freshwater,254,28.0,31.117
DemosAU,254,36.0,34.48
Morgan multi-mode,259,34.0,34.58
YouGov2,260,37.0,35.427
Essential,263,30.851,34.129
Redbridge,263,36.0,35.598
Morgan multi-mode,266,36.5,37.07
Newspoll3,275,37.0,36.633
Morgan multi-mode,273,35.5,36.058
YouGov2,275,39.0,37.443
Morgan multi-mode,279,36.5,37.048
ResolvePM,279,35.0,35.02
Morgan multi-mode,283,32.0,32.542
Redbridge,277,38.0,37.582
Fox & Hedgehog,286,34.0,34.448
DemosAU,286,38.0,36.665
Morgan multi-mode,287,32.5,33.035
Essential,288,30.208,33.737
YouGov2,289,36.0,34.457
Newspoll3,293,37.0,36.549
Redbridge,293,37.0,36.562
Morgan multi-mode,294,34.5,35.026
Morgan multi-mode,301,36.5,37.013
YouGov2,303,38.0,36.471
ResolvePM,308,37.0,37.048
Morgan multi-mode,308,35.0,35.504
YouGov2,307,37.0,35.474
Morgan multi-mode,315,34.0,34.491
Essential,316,30.851,34.673
YouGov2,317,39.0,37.484
Fox & Hedgehog,321,34.0,34.625
Redbridge,321,38.0,37.529
Newspoll3,321,36.0,35.419
Morgan multi-mode,322,34.0,34.482
Morgan multi-mode,329,33.5,33.969
YouGov2,331,38.0,36.498
Morgan multi-mode,336,35.0,35.46
DemosAU,339,38.0,36.977
Freshwater,324,33.0,34.893
ResolvePM,343,33.0,33.084
Newspoll3,342,35.0,34.325
Spectre,332,36.0,35.99
Morgan multi-mode,343,33.0,33.447
YouGov2,345,39.0,37.512
Morgan multi-mode,350,33.5,33.938
Essential,351,31.579,35.778
Freshwater,356,33.0,34.333
Redbridge,354,34.0,33.491
Morgan multi-mode,357,33.5,33.925
YouGov2,359,35.0,33.524
Morgan multi-mode,364,33.0,33.425
SMS Morgan,371,43.5,42.694
Freshwater,371,35.0,36.298
ResolvePM,373,36.0,36.099
Newspoll3,373,37.0,36.251
Wolf+Smith,370,35.0,35.309
Morgan multi-mode,371,35.0,35.425
YouGov2,373,36.0,34.524
DemosAU,375,38.0,37.082
Redbridge,363,37.0,36.486
Morgan multi-mode,378,36.0,36.425
Essential,379,34.375,38.637
Agenda C Synesis,381,35.227,35.914
Redbridge,384,40.0,39.486
Fox & Hedgehog,383,36.0,36.802
Morgan multi-mode,385,39.5,39.925
YouGov2,387,41.0,39.524
Newspoll3,391,41.0,40.251
Morgan multi-mode,392,41.0,41.425
ResolvePM,399,41.0,41.099
Morgan multi-mode,399,41.0,41.425
YouGov2,401,40.0,38.524
DemosAU,405,42.0,41.082
Morgan multi-mode,406,42.0,42.425
DemosAU,407,40.0,39.082
Redbridge,412,38.0,37.486
Newspoll3,412,37.0,36.251
Morgan multi-mode,413,37.5,37.925
YouGov2,415,41.0,39.524
Essential,415,32.979,37.24
Morgan multi-mode,420,36.5,36.925
ResolvePM,427,37.0,37.099
DemosAU,424,39.0,38.082
Morgan multi-mode,427,40.0,40.425
YouGov2,429,40.0,38.524
Newspoll3,433,39.0,38.251
Morgan multi-mode,434,35.5,35.925
Spectre,435,37.0,37.01
Morgan multi-mode,441,36.5,36.925
YouGov2,443,37.0,35.524
Essential,443,32.292,36.553
Redbridge,447,39.0,38.486
Morgan multi-mode,448,34.0,34.425
Agenda C Synesis,434,36.0,36.687
Newspoll3,454,39.0,38.251
Morgan multi-mode,455,37.0,37.425
YouGov2,456,38.0,36.524
ResolvePM,461,37.0,37.099
Morgan multi-mode,462,35.5,35.925
DemosAU,468,37.0,36.082
Morgan multi-mode,469,38.0,38.425
YouGov2,470,38.0,36.524
Redbridge,475,37.0,36.486
Newspoll3,475,39.0,38.251
Morgan multi-mode,476,36.5,36.925
Essential,478,30.0,34.262
