Firm,Day,LNP FP,LNP FP adj
F2F Morgan,1,44.0,45.218
F2F Morgan,15,42.0,43.218
Newspoll,22,41.0,42.691
F2F Morgan,29,44.0,45.218
F2F Morgan,43,45.0,46.218
F2F Morgan,57,45.0,46.218
Newspoll,60,41.0,42.691
F2F Morgan,71,43.0,44.218
Newspoll,81,43.0,44.691
F2F Morgan,85,44.0,45.218
F2F Morgan,99,44.0,45.218
Newspoll,106,43.0,44.691
F2F Morgan,113,44.0,45.218
Newspoll,127,44.0,45.691
F2F Morgan,127,44.0,45.218
Newspoll,141,43.0,44.691
F2F Morgan,141,42.0,43.218
F2F Morgan,176,42.0,43.218
F2F Morgan,190,45.0,46.218
F2F Morgan,204,46.0,47.218
Newspoll,214,45.0,46.691
F2F Morgan,218,48.0,49.218
F2F Morgan,232,45.0,46.218
Newspoll,242,48.0,49.691
F2F Morgan,246,48.0,49.218
F2F Morgan,260,47.0,48.218
Newspoll,274,46.0,47.691
F2F Morgan,274,47.0,48.218
F2F Morgan,288,46.0,47.218
F2F Morgan,302,45.0,46.218
Newspoll,312,46.0,47.691
F2F Morgan,316,44.0,45.218
F2F Morgan,330,46.0,47.218
Newspoll,333,44.0,45.691
F2F Morgan,344,43.0,44.218
Saulwick,348,39.0,42.66
F2F Morgan,358,44.0,45.218
Newspoll,361,43.0,44.691
F2F Morgan,372,44.5,45.718
Saulwick,379,42.0,45.66
Newspoll,386,45.0,46.691
F2F Morgan,386,42.0,43.218
F2F Morgan,400,42.5,43.718
Saulwick,410,40.0,43.66
F2F Morgan,414,44.0,45.218
Newspoll,424,44.0,45.691
F2F Morgan,428,42.0,43.218
Saulwick,441,41.0,44.66
F2F Morgan,442,46.5,47.718
Newspoll,452,44.0,45.691
F2F Morgan,456,47.0,48.218
F2F Morgan,470,46.0,47.218
Newspoll,480,44.0,45.691
F2F Morgan,484,43.0,44.218
F2F Morgan,498,43.0,44.218
Newspoll,505,44.0,45.691
F2F Morgan,512,45.0,46.218
F2F Morgan,540,45.0,46.218
F2F Morgan,554,44.0,45.218
F2F Morgan,568,44.0,45.218
Newspoll,571,42.0,43.691
F2F Morgan,582,45.0,46.218
F2F Morgan,596,45.0,46.218
Newspoll,599,44.0,45.691
F2F Morgan,610,46.0,47.218
F2F Morgan,624,44.5,45.718
Newspoll,635,43.0,44.691
F2F Morgan,638,44.0,45.218
F2F Morgan,652,45.0,46.218
Newspoll,655,41.0,42.691
F2F Morgan,661,45.0,46.218
F2F Morgan,663,44.0,45.218
Newspoll,669,45.0,46.691
F2F Morgan,670,42.0,43.218
F2F Morgan,680,43.0,44.218
Newspoll,690,45.0,46.691
F2F Morgan,694,43.0,44.218
Newspoll,704,44.0,45.691
F2F Morgan,708,43.5,44.718
F2F Morgan,722,43.5,44.718
Newspoll,725,41.0,42.691
F2F Morgan,736,43.0,44.218
F2F Morgan,747,45.0,46.224
F2F Morgan,754,44.0,45.227
Newspoll,760,45.0,46.703
F2F Morgan,765,44.5,45.732
F2F Morgan,778,45.0,46.238
Newspoll,788,42.5,44.216
F2F Morgan,792,42.5,43.745
F2F Morgan,806,43.0,44.251
Newspoll,816,43.5,45.229
F2F Morgan,820,46.0,47.258
Quadrant,825,47.0,48.073
F2F Morgan,834,42.0,43.265
F2F Morgan,848,45.0,46.271
Newspoll,851,43.0,44.746
F2F Morgan,862,44.5,45.775
Newspoll,869,40.0,41.748
F2F Morgan,876,43.0,44.275
F2F Morgan,904,43.0,44.275
F2F Morgan,918,42.0,43.275
F2F Morgan,932,41.0,42.275
Newspoll,935,41.0,42.748
Saulwick,935,37.0,40.06
F2F Morgan,943,40.0,41.275
F2F Morgan,950,40.0,41.275
Newspoll,956,39.0,40.748
F2F Morgan,957,39.0,40.275
F2F Morgan,964,38.0,39.275
Newspoll,970,40.0,41.748
F2F Morgan,971,39.0,40.275
F2F Morgan,973,40.5,41.775
Newspoll,974,39.5,41.248
F2F Morgan,975,42.0,43.275
