Firm,Day,ONP FP,ONP FP adj
Newspoll,824,5.0,5.445
Morgan Phone,864,13.5,13.276
Newspoll,913,10.0,10.445
Newspoll,928,15.0,15.445
Morgan Phone,936,18.5,18.276
Morgan Phone,940,20.0,19.776
Newspoll,940,18.5,18.945
Nielsen,940,22.0,21.7
