2023 NSW Election
Seat,Albury
fp
Justin Clancy,Liberal,26368,53.0,-3.7
Marcus Rowland,Labor,11081,22.3,-2.6
Eli Davern,Greens,4672,9.4,0.0
Peter Sinclair,SFF,4009,8.1,8.1
Asanki Fernando,Centre-left,1263,2.5,2.5
Geoffrey Robertson,Liberal Democrats,1224,2.5,2.5
Ross Hamilton,Centre-left,1171,2.4,-4.6
tcp
Justin Clancy,Liberal,28811,66.3,0.5
Marcus Rowland,Labor,14626,33.7,-0.5
Seat,Auburn
fp
Lynda Voltz,Labor,28167,60.1,6.0
Haseen Zaman,Liberal,9327,19.9,-11.3
Masoomeh Asgari,Greens,3237,6.9,0.0
Julie Morkos Douaihy,Liberal Democrats,3162,6.7,6.7
Jamal Daoud,Independent,1733,3.7,3.7
Shelley Goed,Centre-left,1227,2.6,2.6
tcp
Lynda Voltz,Labor,30701,74.0,10.3
Haseen Zaman,Liberal,10793,26.0,-10.3
Seat,Badgerys Creek
fp
Tanya Davies,Liberal,26972,51.8,-2.3
Garion Thain,Labor,16766,32.2,-2.2
Benjamin Green,One Nation,4268,8.2,5.8
Nick Best,Greens,2751,5.3,0.4
Peter Cooper,Centre-left,1321,2.5,-0.6
tcp
Tanya Davies,Liberal,28868,60.5,0.7
Garion Thain,Labor,18866,39.5,-0.7
Seat,Ballina
fp
Tamara Smith,Greens,16792,35.2,4.0
Josh Booyens,National,14535,30.4,-7.0
Andrew Broadley,Labor,10880,22.8,-2.2
Kevin Loughrey,Independent,3710,7.8,7.8
Peter Jenkins,Centre-left,1822,3.8,1.6
tcp
Tamara Smith,Greens,23897,57.7,2.9
Josh Booyens,National,17506,42.3,-2.9
Seat,Balmain
fp
Kobi Shetty,Greens,20240,40.48,-2.25
Philippa Scott,Labor,18555,37.11,8.25
Freya Leach,Liberal,9566,19.13,-0.9
Stephen Bisgrove,Centre-left,1189,2.38,0.84
Glen Stelzer,Public Education,447,0.89,0.89
tcp
Kobi Shetty,Greens,22118,51.8,-8.22
Philippa Scott,Labor,20580,48.2,8.22
Seat,Bankstown
fp
Jihad Dib,Labor,27247,59.4,-0.8
Nathan Taleb,Liberal,11379,24.8,0.8
Isaac Nasedra,Greens,2436,5.3,0.8
Yosra Alyateem,Single issue,1306,2.8,2.8
Max Boddy,Ind. Socialist Equality,1223,2.7,2.7
Dorlene Abou-Haidar,Centre-left,893,1.9,0.7
Luke Habib,Centre-left,725,1.6,1.6
Marianne Glinka,Public Education,679,1.5,1.5
tcp
Jihad Dib,Labor,29210,70.3,-0.1
Nathan Taleb,Liberal,12322,29.7,0.1
Seat,Barwon
fp
Roy Butler,Independent,19630,44.78,44.78
Annette Turner,National,11158,25.45,-4.93
Joshua Roberts-Garnsey,Labor,6816,15.55,-5.37
Paul Britton,SFF,2983,6.8,-26.16
Ben Hartley,Single issue,1591,3.63,3.63
Pat Schultz,Greens,881,2.01,-1.01
Stuart Howe,Independent,460,1.05,1.05
Thomas McBride,Public Education,318,0.73,0.73
tcp
Roy Butler,Independent,23868,65.99,None
Annette Turner,National,12299,34.01,None
Seat,Bathurst
fp
Paul Toole,National,29873,57.0,1.9
Cameron Shaw,Labor,8442,16.1,-4.4
Craig Sinclair,SFF,3850,7.3,-7.4
Kay Nankervis,Greens,3595,6.9,1.3
Martin Ticehurst,Independent,3449,6.6,6.6
Antony Zbik,Single issue,1472,2.8,2.8
Burchell Wilson,Liberal Democrats,1092,2.1,2.1
Michael Begg,Centre-left,626,1.2,-1.4
tcp
Paul Toole,National,32850,73.6,5.7
Cameron Shaw,Labor,11801,26.4,-5.7
Seat,Bega
fp
Michael Holland,Labor,23294,45.07,14.48
Russell Fitzpatrick,Liberal,16268,31.48,-17.43
Cathy Griff,Greens,4322,8.36,-1.39
Debra Abbott,SFF,3802,7.36,0.9
Greg White,Single issue,2043,3.95,3.95
Jeffrey Hawkins,Independent,1199,2.32,2.32
Karin Geiselhart,Centre-left,756,1.46,1.46
tcp
Michael Holland,Labor,27835,60.4,17.33
Russell Fitzpatrick,Liberal,18248,39.6,-17.33
Seat,Blacktown
fp
Stephen Bali,Labor,27128,55.6,0.9
Allan Green,Liberal,11637,23.9,-2.6
Peter Foster,Single issue,2524,5.2,5.2
Leonard Hobbs,Greens,2521,5.2,-1.1
Emma Kerin,Centre-left,2357,4.8,4.7
Alexander Mishalow,Liberal Democrats,1559,3.2,3.2
Patrick Murphy,Centre-left,1022,2.1,2.1
tcp
Stephen Bali,Labor,30091,69.1,2.5
