2002 VIC Election
Seat,Albert Park
fp
John Thwaites,Labor,16053,48.16,-8.26
Virginia Browne,Liberal,10936,32.81,-10.77
John Middleton,Greens,5774,17.32,17.32
Melanie Oke,Independent,571,1.71,1.71
tcp
John Thwaites,Labor,20835,62.5,6.08
Virginia Browne,Liberal,12499,37.5,-6.08
Seat,Altona
fp
Lynne Kosky,Labor,21888,68.13,3.47
Steve Lambrinakos,Liberal,7349,22.88,-12.46
Tony Briffa,Greens,2888,8.99,8.99
tcp
Lynne Kosky,Labor,23995,74.69,10.06
Steve Lambrinakos,Liberal,8130,25.31,-10.06
Seat,Ballarat East
fp
Geoff Howard,Labor,16268,48.82,-5.07
Gerard FitzGerald,Liberal,12010,36.04,-10.27
Scott Kinnear,Greens,4373,13.12,13.12
Suresh Pathy,Independent,402,1.21,1.21
Valiant Halborg,Misc,271,0.81,0.81
tcp
Geoff Howard,Labor,19300,57.8,4.11
Gerard FitzGerald,Liberal,14092,42.2,-4.11
Seat,Ballarat West
fp
Karen Overington,Labor,19221,52.44,1.43
Judy Verlin,Liberal,13461,36.73,-12.26
Faye Backstrom,Greens,2552,6.96,6.96
Geoff Sullivan,Independent,912,2.49,2.49
Rob Donker,Christian,507,1.38,1.38
tcp
Karen Overington,Labor,21625,59.0,7.99
Judy Verlin,Liberal,15027,41.0,-7.99
Seat,Bass
fp
Ken Smith,Liberal,13021,40.5,-4.1
John Anderson,Labor,9012,28.0,2.9
Susan Davies,Independent,7014,21.8,-1.3
Nikki Ludlow,Greens,1730,5.4,3.3
Kay Nesbit,Independent,1401,4.4,4.4
tcp
Ken Smith,Liberal,16294,50.6,None
John Anderson,Labor,15884,49.4,None
Seat,Bayswater
fp
Peter Lockwood,Labor,15215,45.7,4.0
Gordon Ashley,Liberal,14689,44.1,-11.0
Jill Bannan,Greens,3380,10.2,10.2
tcp
Peter Lockwood,Labor,17553,52.7,9.0
Gordon Ashley,Liberal,15731,47.3,-9.0
Seat,Bellarine
fp
Lisa Neville,Labor,17861,49.8,4.8
Frank Kelloway,Liberal,14234,39.7,-9.4
Catherine Jones,Greens,3804,10.6,10.6
tcp
