2016 Federal Election
Seat,Adelaide
fp
David Colovic,Liberal,34809,36.43,-5.63
Kate Ellis,Labor,34325,35.93,-6.33
Joe Hill,Centre Alliance,12283,12.86,12.86
Sophie Guy,Greens,9973,10.44,0.32
Adrian Rivish,Christian,1832,1.92,-0.45
Matt Tidswell,Centre-left,1292,1.35,1.35
Tyrone Lock,Liberal Democrats,1030,1.08,1.08
tcp
Kate Ellis,Labor,52219,54.65,0.7
David Colovic,Liberal,43325,45.35,-0.7
Seat,Aston
fp
Alan Tudge,Liberal,43532,50.86,-0.73
Paul Klisaris,Labor,26593,31.07,-1.56
Steve Raymond,Greens,7186,8.4,2.52
Daniel Martin,Christian,2762,3.23,0.46
Rosemary Lavin,Centre-left,2211,2.58,2.58
Daniel Huppert,Independent,2104,2.46,2.46
Joel Moore,Liberal Democrats,1198,1.4,1.4
tcp
Alan Tudge,Liberal,50142,58.59,0.39
Paul Klisaris,Labor,35444,41.41,-0.39
Seat,Ballarat
fp
Catherine King,Labor,42275,43.27,1.36
Sarah Wade,Liberal,33931,34.73,-3.27
Alice Barnes,Greens,10551,10.8,1.29
Paul Tatchell,National,4108,4.2,4.2
Dianne Colbert,Christians,2023,2.07,0.85
Graham Howard,Christian,1896,1.94,0.72
Bren Eckel,Independent,1802,1.84,1.84
Tran Tran,Christian,1121,1.15,0.91
tcp
Catherine King,Labor,56002,57.32,2.43
Sarah Wade,Liberal,41705,42.68,-2.43
Seat,Banks
fp
David Coleman,Liberal,39423,43.89,-3.83
Chris Gambian,Labor,35890,39.95,0.08
Philippa Clark,Greens,5225,5.82,0.77
Greg Bondar,Christian,4777,5.32,2.91
Sharon Wu,Christian,1621,1.8,1.8
Roy Barnes,Centre-left,1555,1.73,1.73
Bob Spanswick,Independent,1341,1.49,1.49
tcp
David Coleman,Liberal,46210,51.44,-1.36
Chris Gambian,Labor,43622,48.56,1.36
Seat,Barker
fp
Tony Pasin,Liberal,44001,46.59,-6.02
James Stacey,Centre Alliance,27452,29.07,29.07
Mat O'Brien,Labor,14363,15.21,-3.16
Yvonne Zeppel,Christian,5458,5.78,-2.18
Mark Keough,Greens,3171,3.36,-2.29
tcp
Tony Pasin,Liberal,51698,54.74,None
James Stacey,Centre Alliance,42747,45.26,None
Seat,Barton
fp
Linda Burney,Labor,41878,47.75,4.14
Nickolas Varvaris,Liberal,31038,35.39,-2.88
Brent Heber,Greens,7741,8.83,0.95
Sonny Susilo,Christian,3714,4.23,2.16
Rasmus Torkel,Independent,2236,2.55,2.55
Harry Tsoukalas,Misc,1095,1.25,1.25
tcp
Linda Burney,Labor,51131,58.3,3.91
Nickolas Varvaris,Liberal,36571,41.7,-3.91
Seat,Bass
fp
Ross Hart,Labor,26803,40.5,5.85
Andrew Nikolic,Liberal,25609,38.7,-9.15
Terrill Riley-Gibson,Greens,7154,10.81,2.91
Mark Tapsell,Single issue,3231,4.88,4.88
Malcolm Beattie,Christian,1765,2.67,2.67
Roy Ramage,Single issue,1613,2.44,2.44
tcp
Ross Hart,Labor,37119,56.09,10.13
Andrew Nikolic,Liberal,29056,43.91,-10.13
Seat,Batman
fp
Alex Bhathal,Greens,32645,36.23,9.83
David Feeney,Labor,31780,35.27,-6.02
George Souris,Liberal,17924,19.89,-2.57
Joel Murray,Centre-left,2317,2.57,-0.01
Philip Sutton,Independent,1509,1.67,0.86
Caitlin Evans,Centre-left,1503,1.67,0.27
Elizabeth Syber,Single issue,682,0.76,0.76
Maurice Oldis,Single issue,593,0.66,0.66
Franco Guardiani,Independent,480,0.53,0.53
Geoffrey Cicuto,Single issue,386,0.43,0.43
Russell Hayward,Centre-left,282,0.31,0.31
tcp
David Feeney,Labor,45977,51.03,-9.58
Alex Bhathal,Greens,44124,48.97,9.58
Seat,Bendigo
fp
Lisa Chesters,Labor,37396,38.35,1.79
Megan Purcell,Liberal,36956,37.9,-1.77
Rosemary Glaisher,Greens,10749,11.02,1.72
Andy Maddison,National,3544,3.63,-1.39
Alan Howard,Christian,2732,2.8,1.68
Ruth Parramore,Centre-left,2146,2.2,2.2
Sandy Caddy,Christian,2058,2.11,1.57
Anita Donlon,Independent,1922,1.97,1.97
tcp
Lisa Chesters,Labor,52398,53.74,2.48
Megan Purcell,Liberal,45105,46.26,-2.48
Seat,Bennelong
fp
John Alexander,Liberal,46497,50.41,-2.58
Lyndal Howison,Labor,26270,28.48,-3.97
Justin Alick,Greens,8424,9.13,0.71
Julie Worsley,Christian,5903,6.4,3.99
Martin Mulcare,Independent,2885,3.13,3.13
John August,Centre-left,1260,1.37,1.37
Christopher Gordon,Centre-left,992,1.08,1.08
tcp
John Alexander,Liberal,55077,59.72,1.95
Lyndal Howison,Labor,37154,40.28,-1.95
Seat,Berowra
fp
Julian Leeser,Liberal,53678,57.09,-4.39
Josh Andrews,Labor,18693,19.88,0.85
Emma Heyde,Greens,10815,11.5,1.47
Leighton Thew,Christian,5213,5.54,3.05
Mick Gallagher,Independent,2859,3.04,-0.62
Brendan Clarke,Centre-left,1933,2.06,2.06
Roger Woodward,Independent,826,0.88,0.88
tcp
Julian Leeser,Liberal,62470,66.45,-2.6
Josh Andrews,Labor,31547,33.55,2.6
Seat,Blair
fp
Shayne Neumann,Labor,35691,41.9,0.35
Teresa Harding,Liberal,24455,28.71,-5.14
Troy Aggett,One Nation,13273,15.58,15.58
Pat Walsh,Greens,5266,6.18,1.93
Geoff Darr,Christian,2406,2.82,-0.04
Sandy Turner,Independent,1913,2.25,2.25
Patricia Petersen,Independent,1439,1.69,1.69
Jonathan Emms,Independent,744,0.87,0.87
tcp
Shayne Neumann,Labor,50158,58.88,3.62
Teresa Harding,Liberal,35029,41.12,-3.62
Seat,Blaxland
fp
Jason Clare,Labor,50572,63.31,8.07
Felicity Findlay,Liberal,19825,24.82,-8.49
Clint Nasr,Christian,4810,6.02,3.91
Suzan Virago,Greens,3698,4.63,1.34
Gabriela Zabala,Left-wing,980,1.23,1.23
tcp
Jason Clare,Labor,55507,69.48,8.24
Felicity Findlay,Liberal,24378,30.52,-8.24
Seat,Bonner
fp
Ross Vasta,Liberal,41756,46.44,-0.36
Laura Fraser Hardy,Labor,31344,34.86,-1.15
Ken Austin,Greens,8518,9.47,2.63
Andrew Broughton,Christian,3157,3.51,1.43
Matthew Linney,Liberal Democrats,2738,3.05,3.05
Jarrod Wirth,Independent,2396,2.66,2.66
tcp
Ross Vasta,Liberal,48002,53.39,-0.3
Laura Fraser Hardy,Labor,41907,46.61,0.3
Seat,Boothby
fp
Nicolle Flint,Liberal,39298,41.24,-9.11
Mark Ward,Labor,23366,24.52,-6.25
Karen Hockley,Centre Alliance,19688,20.66,20.66
