2004 QLD Election
Seat,Albert
fp
Margaret Keech,Labor,15438,60.0,9.4
Corey Kolar,Liberal,7101,27.6,14.0
Chris Coyle,One Nation,1826,7.1,-16.7
Bill Livermore,Greens,1364,5.3,5.3
tcp
Margaret Keech,Labor,16173,67.3,None
Corey Kolar,Liberal,7869,32.7,None
Seat,Algester
fp
Karen Struthers,Labor,16102,60.9,-5.8
Richard Bradley,Liberal,7303,27.6,4.9
Gary Crocker,Greens,1587,6.0,6.0
Dale Barnard,One Nation,1433,5.4,5.4
tcp
Karen Struthers,Labor,16989,68.0,-4.6
Richard Bradley,Liberal,8006,32.0,4.6
Seat,Ashgrove
fp
Jim Fouras,Labor,13093,53.3,-2.2
Terry Mendies,Liberal,7534,30.7,1.1
Mike Stasse,Greens,3942,16.0,10.1
tcp
Jim Fouras,Labor,15049,64.7,-0.3
Terry Mendies,Liberal,8215,35.3,0.3
Seat,Aspley
fp
Bonny Barry,Labor,12682,50.3,-4.4
Trevor Nelson-Jones,Liberal,10811,42.9,-2.4
Dennis Delalande,Greens,1721,6.8,6.8
tcp
Bonny Barry,Labor,13306,54.3,-0.4
Trevor Nelson-Jones,Liberal,11191,45.7,0.4
Seat,Barron River
fp
Lesley Clark,Labor,9849,42.3,-0.7
Stephen Walsh,Liberal,8867,38.1,21.9
Denis Walls,Greens,2461,10.6,5.1
Peter Starr,One Nation,1576,6.8,-9.4
Andrew Ryan,Independent,545,2.3,2.3
tcp
Lesley Clark,Labor,11316,53.1,None
Stephen Welsh,Liberal,9988,46.9,None
Seat,Beaudesert
fp
Kev Lingard,National,13349,48.6,16.7
Michael De Lacy,Labor,9326,33.9,-0.2
Lesley Millar,One Nation,2889,10.5,-19.0
Mike Beale,Greens,1922,7.0,7.0
tcp
Kev Lingard,National,14552,58.1,6.1
Michael De Lacy,Labor,10511,41.9,-6.1
Seat,Brisbane Central
fp
Peter Beattie,Labor,14644,58.3,-6.4
Reg Little,Liberal,6563,26.1,5.1
Richard Nielsen,Greens,3095,12.3,5.4
Coral Wynter,Independent,376,1.5,0.6
Adrian McAvoy,Independent,310,1.2,1.2
Alan Skyring,Independent,117,0.5,-0.1
tcp
Peter Beattie,Labor,16221,69.6,-5.4
Reg Little,Liberal,7093,30.4,5.4
Seat,Broadwater
fp
Peta-Kaye Croft,Labor,12493,49.3,-3.1
Margaret Grummitt,National,10474,41.3,-6.3
Peter Elliott,One Nation,1284,5.1,5.1
Dean Hepburn,Greens,1090,4.3,4.3
tcp
Peta-Kaye Croft,Labor,13061,54.1,1.7
Margaret Grummitt,National,11099,45.9,-1.7
Seat,Bulimba
fp
Pat Purcell,Labor,14031,60.8,-12.4
Glenn Snowdon,Liberal,6484,28.1,1.3
John Houghton,Greens,2575,11.2,11.2
tcp
Pat Purcell,Labor,15051,68.5,-4.7
Glenn Snowdon,Liberal,6937,31.5,4.7
Seat,Bundaberg
fp
Nita Cunningham,Labor,13104,51.2,-13.7
Jack Dempsey,National,10410,40.7,5.6
Peter Ryan,Greens,1171,4.6,4.6
Adrian Wone,Independent,905,3.5,3.5
tcp
Nita Cunningham,Labor,13551,55.3,-9.6
Jack Dempsey,National,10960,44.7,9.6
Seat,Bundamba
fp
Jo-Ann Miller,Labor,14456,63.2,-8.4
Paul Cole,Liberal,4321,18.9,4.0
Mike Atkin,One Nation,2520,11.0,11.0
Jim Prentice,Greens,1570,6.9,-6.5
tcp
Jo-Ann Miller,Labor,15631,74.9,-6.0
Paul Cole,Liberal,5241,25.1,6.0
Seat,Burdekin
fp
Steve Rodgers,Labor,7911,36.9,0.2
Rosemary Menkens,National,7605,35.4,12.7
Jeff Knuth,Independent,3265,15.2,15.2
Merle Poletto,One Nation,1921,8.9,-10.8
Mike Rubenach,Greens,762,3.6,3.6
tcp
Rosemary Menkens,National,10478,54.4,9.5
Steve Rodgers,Labor,8787,45.6,-9.5
Seat,Burleigh
fp
Christine Smith,Labor,13130,47.3,3.0
Max Duncan,National,10667,38.4,-0.4
Inge Light,Greens,2386,8.6,8.6
Paul Lewis,One Nation,1593,5.7,-11.3
tcp
Christine Smith,Labor,14190,55.0,3.2
Max Duncan,National,11590,45.0,-3.2
Seat,Burnett
fp
Rob Messenger,National,12526,52.6,4.3
Trevor Strong,Labor,11308,47.4,-4.3
tcp
Rob Messenger,National,12526,52.6,4.3
Trevor Strong,Labor,11308,47.4,-4.3
Seat,Cairns
fp
Desley Boyle,Labor,9962,45.7,-5.8
Bob Manning,Liberal,8453,38.8,38.8
Ian Noon,One Nation,1701,7.8,-12.5
